customer_id,customer_name,industry,segment,city,state,region,account_owner_employee_id,credit_rating,signup_date,active_flag
540,Redwood Education Corp,Technology,SMB,Syracuse,NY,Northeast,191,B,2015-12-23,True
541,Maple Healthcare Co,Real Estate,SMB,Hartford,CT,Northeast,222,B,2009-09-14,True
542,Granite Hospitality Co,Financial Services,SMB,Columbus,OH,Midwest,254,C,2016-01-18,False
543,Redwood Technology Services,Construction,SMB,Trenton,NJ,Northeast,265,C,2018-05-31,True
544,Fairview Legal LLC,Retail,SMB,Buffalo,NY,Northeast,304,B,2018-10-10,True
545,Hillcrest Government Group,Manufacturing,SMB,Pittsburgh,PA,Northeast,6,A,2008-05-22,True
546,Pioneer Legal Enterprises,Financial Services,SMB,Hartford,CT,Northeast,104,A,2018-10-12,True
547,Liberty Hospitality Group,Financial Services,SMB,Rochester,NY,Northeast,83,A,2018-05-15,True
548,Summit Technology Co,Legal,Mid-Market,Buffalo,NY,Northeast,78,B,2016-11-26,True
549,Silverton Construction Inc,Education,SMB,Wilmington,DE,Northeast,370,A,2018-07-14,True
550,Ridgeline Healthcare Corp,Healthcare,SMB,Cleveland,OH,Midwest,74,C,2010-03-12,True
551,Northstar Construction Co,Retail,SMB,Syracuse,NY,Northeast,189,A,2016-06-03,True
552,Brightwater Technology Partners,Financial Services,SMB,Syracuse,NY,Northeast,293,C,2010-08-18,True
553,Brightwater Financial Inc,Manufacturing,Mid-Market,Columbus,OH,Midwest,218,B,2011-11-28,True
554,Silverton Manufacturing Solutions,Nonprofit,Enterprise,Wilmington,DE,Northeast,488,B,2015-02-04,True
555,Brightwater Retail Group,Education,SMB,Buffalo,NY,Northeast,491,C,2016-02-15,True
556,Cascade Hospitality Corp,Nonprofit,SMB,Syracuse,NY,Northeast,492,A,2015-07-31,True
557,Whitmore Government Services,Financial Services,SMB,New Haven,CT,Northeast,3,A,2017-11-27,True
558,Northstar Nonprofit LLC,Construction,SMB,Buffalo,NY,Northeast,64,A,2012-04-19,False
559,Granite Hospitality Partners,Healthcare,SMB,Boston,MA,Northeast,64,D,2016-02-18,True
560,Harbor Legal Partners,Government,SMB,Cleveland,OH,Midwest,279,A,2018-09-28,False
561,Meadowbrook Retail Inc,Technology,Enterprise,Albany,NY,Northeast,304,B,2018-10-14,True
562,Northstar Real Associates,Construction,SMB,Syracuse,NY,Northeast,306,C,2012-02-10,True
563,Evergreen Healthcare Partners,Education,Mid-Market,Columbus,OH,Midwest,201,A,2011-04-15,True
564,Brightwater Hospitality Corp,Healthcare,Mid-Market,Hartford,CT,Northeast,3,A,2017-11-27,True
565,Keystone Government LLC,Real Estate,Enterprise,Buffalo,NY,Northeast,333,B,2011-09-28,True
566,Silverton Healthcare Group,Nonprofit,Enterprise,Albany,NY,Northeast,111,A,2013-01-10,True
567,Cornerstone Healthcare Group,Hospitality,SMB,Cleveland,OH,Midwest,362,C,2009-09-08,True
568,Keystone Construction LLC,Government,SMB,Cleveland,OH,Midwest,304,B,2016-04-03,True
569,Ironwood Healthcare Inc,Real Estate,Mid-Market,Hartford,CT,Northeast,6,B,2014-03-09,True
570,Pioneer Retail Services,Legal,Mid-Market,Albany,NY,Northeast,184,C,2013-01-07,True
571,Ridgeline Financial Group,Nonprofit,SMB,Boston,MA,Northeast,7,C,2013-10-02,True
572,Ridgeline Education Partners,Healthcare,SMB,Trenton,NJ,Northeast,249,B,2013-09-13,True
573,Hillcrest Real Corp,Manufacturing,SMB,Worcester,MA,Northeast,228,B,2008-04-11,True
574,Cornerstone Real Co,Healthcare,SMB,Albany,NY,Northeast,293,A,2017-04-05,True
575,Oakfield Real Inc,Manufacturing,Mid-Market,New Haven,CT,Northeast,432,B,2009-10-19,True
576,Oakfield Education Group,Healthcare,SMB,New Haven,CT,Northeast,184,B,2018-02-25,False
577,Cornerstone Government Corp,Real Estate,SMB,Allentown,PA,Northeast,420,B,2010-09-30,True
578,Granite Retail Solutions,Education,Enterprise,Pittsburgh,PA,Northeast,478,C,2017-05-23,True
579,Brightwater Real Corp,Nonprofit,SMB,Allentown,PA,Northeast,2,A,2014-12-26,False
580,Ridgeline Healthcare Associates,Hospitality,SMB,Worcester,MA,Northeast,84,A,2017-09-12,True
581,Summit Construction Co,Manufacturing,SMB,Worcester,MA,Northeast,412,C,2014-02-26,True
582,Redwood Technology Corp,Construction,SMB,Philadelphia,PA,Northeast,489,A,2012-06-18,True
583,Cascade Nonprofit Inc,Government,Mid-Market,New Haven,CT,Northeast,205,A,2013-09-30,True
584,Redwood Construction Partners,Manufacturing,SMB,Wilmington,DE,Northeast,431,B,2013-03-06,True
585,Northstar Hospitality Co,Financial Services,SMB,Trenton,NJ,Northeast,293,A,2014-10-13,True
586,Liberty Healthcare Co,Nonprofit,Mid-Market,Boston,MA,Northeast,109,B,2011-03-01,True
587,Oakfield Hospitality Inc,Legal,Mid-Market,Syracuse,NY,Northeast,260,C,2012-08-06,True
588,Liberty Technology Co,Real Estate,SMB,Allentown,PA,Northeast,161,B,2015-06-19,True
589,Beacon Nonprofit Corp,Hospitality,Enterprise,Buffalo,NY,Northeast,218,C,2013-03-14,True
590,Sterling Education Corp,Financial Services,SMB,Hartford,CT,Northeast,205,B,2011-01-07,True
591,Riverside Healthcare LLC,Technology,Mid-Market,Philadelphia,PA,Northeast,483,B,2008-05-21,False
592,Fairview Manufacturing Co,Construction,SMB,Providence,RI,Northeast,370,B,2011-11-25,True
593,Brightwater Real Co,Government,Enterprise,Allentown,PA,Northeast,208,A,2016-02-14,False
594,Granite Manufacturing Associates,Hospitality,Mid-Market,Wilmington,DE,Northeast,251,B,2011-01-10,True
595,Whitmore Real Corp,Education,SMB,Rochester,NY,Northeast,214,A,2018-01-20,True
596,Ridgeline Construction Enterprises,Manufacturing,Mid-Market,New Haven,CT,Northeast,188,A,2013-11-14,True
597,Pioneer Government LLC,Government,SMB,Albany,NY,Northeast,94,C,2016-08-01,False
598,Liberty Retail Group,Financial Services,SMB,Worcester,MA,Northeast,358,B,2015-11-02,True
599,Keystone Hospitality Co,Healthcare,SMB,New Haven,CT,Northeast,189,A,2012-10-02,True
600,Silverton Construction Inc,Healthcare,Mid-Market,Hartford,CT,Northeast,491,B,2008-05-14,True
601,Keystone Nonprofit Inc,Construction,Enterprise,Buffalo,NY,Northeast,218,A,2008-09-24,True
602,Cornerstone Government Associates,Education,SMB,Albany,NY,Northeast,384,A,2008-04-26,True
603,Granite Technology Services,Financial Services,Mid-Market,Providence,RI,Northeast,488,B,2018-10-09,True
604,Hillcrest Construction Associates,Nonprofit,SMB,Hartford,CT,Northeast,116,C,2011-11-19,True
605,Hillcrest Manufacturing Associates,Financial Services,Mid-Market,Boston,MA,Northeast,333,B,2010-10-20,True
606,Meadowbrook Technology Services,Government,Mid-Market,Hartford,CT,Northeast,358,C,2017-12-09,True
607,Brightwater Retail Co,Legal,SMB,Boston,MA,Northeast,83,A,2013-05-23,True
608,Liberty Education Group,Hospitality,SMB,Wilmington,DE,Northeast,489,B,2014-06-02,True
609,Evergreen Hospitality Inc,Real Estate,SMB,Philadelphia,PA,Northeast,18,A,2009-01-28,True
610,Silverton Financial Partners,Manufacturing,SMB,Providence,RI,Northeast,391,B,2008-06-22,True
611,Fairview Hospitality Enterprises,Hospitality,SMB,Cleveland,OH,Midwest,491,A,2009-03-30,True
612,Cornerstone Education Solutions,Financial Services,SMB,Worcester,MA,Northeast,74,C,2008-05-20,True
613,Ridgeline Legal Group,Hospitality,SMB,Rochester,NY,Northeast,61,B,2012-08-27,True
614,Oakfield Financial LLC,Nonprofit,SMB,Albany,NY,Northeast,458,A,2010-12-01,True
615,Ridgeline Financial Corp,Construction,Mid-Market,Rochester,NY,Northeast,86,C,2018-08-17,True
616,Sterling Education Enterprises,Nonprofit,SMB,Wilmington,DE,Northeast,497,B,2014-09-16,True
617,Harbor Education Services,Technology,SMB,Pittsburgh,PA,Northeast,69,A,2018-11-12,True
618,Maple Nonprofit Co,Hospitality,Mid-Market,Rochester,NY,Northeast,252,C,2009-06-29,True
619,Northstar Hospitality Group,Legal,SMB,Pittsburgh,PA,Northeast,252,C,2009-02-13,True
620,Oakfield Healthcare Services,Financial Services,SMB,Philadelphia,PA,Northeast,254,D,2012-09-09,False
621,Keystone Hospitality Group,Financial Services,Enterprise,Buffalo,NY,Northeast,201,A,2016-04-10,False
622,Summit Financial Co,Manufacturing,Enterprise,Wilmington,DE,Northeast,479,A,2010-02-23,True
623,Beacon Real Corp,Technology,Mid-Market,Pittsburgh,PA,Northeast,472,A,2016-03-11,True
624,Maple Retail Corp,Real Estate,SMB,Allentown,PA,Northeast,84,B,2013-06-25,True
625,Liberty Technology Corp,Manufacturing,SMB,Pittsburgh,PA,Northeast,45,A,2011-09-30,True
626,Whitmore Healthcare Enterprises,Financial Services,SMB,New Haven,CT,Northeast,248,D,2014-05-24,True
627,Harbor Manufacturing Co,Education,SMB,Wilmington,DE,Northeast,201,C,2014-04-03,True
628,Silverton Government Co,Education,SMB,New Haven,CT,Northeast,18,A,2009-06-29,True
629,Maple Nonprofit LLC,Manufacturing,Enterprise,Columbus,OH,Midwest,218,B,2011-02-05,True
630,Fairview Real Corp,Nonprofit,SMB,Hartford,CT,Northeast,205,A,2016-03-17,True
631,Beacon Healthcare Group,Government,Mid-Market,Trenton,NJ,Northeast,432,C,2008-07-13,True
632,Silverton Hospitality Associates,Government,Mid-Market,Buffalo,NY,Northeast,64,A,2016-08-09,True
633,Riverside Financial Solutions,Construction,Mid-Market,Providence,RI,Northeast,354,A,2009-10-28,True
634,Maple Education Group,Manufacturing,SMB,Newark,NJ,Northeast,420,B,2009-10-28,False
635,Maple Government Solutions,Technology,Mid-Market,New Haven,CT,Northeast,265,A,2018-06-08,True
636,Silverton Financial Enterprises,Financial Services,Mid-Market,Providence,RI,Northeast,404,C,2018-03-29,True
637,Meadowbrook Hospitality Partners,Nonprofit,Mid-Market,Columbus,OH,Midwest,205,A,2016-06-03,True
638,Evergreen Legal Services,Government,Enterprise,Trenton,NJ,Northeast,420,C,2009-05-22,True
639,Beacon Retail Enterprises,Technology,SMB,Boston,MA,Northeast,214,A,2011-09-08,True
640,Evergreen Retail LLC,Healthcare,Mid-Market,Newark,NJ,Northeast,292,B,2010-03-10,True
641,Cornerstone Healthcare Partners,Healthcare,Mid-Market,Rochester,NY,Northeast,188,C,2009-08-29,True
642,Harbor Legal Associates,Technology,Mid-Market,Providence,RI,Northeast,432,C,2018-08-09,True
643,Evergreen Construction Group,Healthcare,SMB,Cleveland,OH,Midwest,83,B,2008-07-18,True
644,Riverside Retail Co,Retail,Enterprise,Rochester,NY,Northeast,188,A,2018-04-06,True
645,Hillcrest Education Partners,Healthcare,SMB,Newark,NJ,Northeast,379,B,2013-06-12,True
646,Pioneer Manufacturing Inc,Technology,Enterprise,Pittsburgh,PA,Northeast,279,A,2008-04-05,True
647,Harbor Hospitality Group,Education,SMB,New Haven,CT,Northeast,208,A,2015-01-16,True
648,Harbor Financial LLC,Government,SMB,Syracuse,NY,Northeast,357,B,2013-09-29,True
649,Evergreen Technology Group,Government,Mid-Market,Albany,NY,Northeast,358,B,2017-07-02,True
650,Ridgeline Construction Group,Real Estate,Enterprise,Philadelphia,PA,Northeast,497,B,2009-05-28,False
651,Northstar Legal Services,Technology,SMB,New Haven,CT,Northeast,404,B,2012-02-23,True
652,Evergreen Construction Services,Hospitality,Mid-Market,Pittsburgh,PA,Northeast,479,A,2009-03-01,True
653,Maple Legal Partners,Financial Services,SMB,Allentown,PA,Northeast,333,A,2013-03-24,False
654,Granite Construction Group,Government,Enterprise,Newark,NJ,Northeast,61,A,2008-06-27,True
655,Granite Real Solutions,Financial Services,SMB,Providence,RI,Northeast,301,B,2010-06-03,True
656,Silverton Healthcare Co,Nonprofit,Mid-Market,Trenton,NJ,Northeast,5,D,2011-08-23,True
657,Beacon Legal Inc,Real Estate,Mid-Market,Cleveland,OH,Midwest,254,B,2010-05-15,True
658,Ridgeline Hospitality Associates,Retail,SMB,Providence,RI,Northeast,205,B,2015-06-27,False
659,Redwood Construction Solutions,Legal,SMB,Worcester,MA,Northeast,3,B,2009-12-08,False
660,Whitmore Government Group,Manufacturing,Enterprise,Albany,NY,Northeast,116,C,2011-07-09,False
661,Oakfield Legal Services,Education,Mid-Market,Cleveland,OH,Midwest,205,B,2011-03-16,True
662,Beacon Healthcare Solutions,Healthcare,SMB,Buffalo,NY,Northeast,391,C,2011-01-21,True
663,Pioneer Nonprofit Group,Construction,SMB,Columbus,OH,Midwest,84,B,2017-08-26,True
664,Pioneer Nonprofit Services,Technology,Mid-Market,Allentown,PA,Northeast,304,A,2012-02-06,True
665,Cascade Real Group,Healthcare,Mid-Market,Newark,NJ,Northeast,439,B,2013-12-17,True
666,Meadowbrook Education Partners,Healthcare,Mid-Market,Pittsburgh,PA,Northeast,83,B,2010-07-13,True
667,Northstar Manufacturing LLC,Real Estate,SMB,Buffalo,NY,Northeast,83,C,2012-03-15,True
668,Summit Hospitality Partners,Education,SMB,Hartford,CT,Northeast,248,C,2011-01-06,True
669,Northstar Manufacturing Co,Healthcare,SMB,Allentown,PA,Northeast,121,B,2008-05-25,True
670,Keystone Retail Services,Manufacturing,Mid-Market,New Haven,CT,Northeast,483,B,2012-10-19,True
671,Redwood Healthcare Inc,Retail,SMB,Syracuse,NY,Northeast,140,C,2009-02-12,False
672,Ridgeline Hospitality Group,Retail,SMB,Providence,RI,Northeast,260,A,2010-12-06,False
673,Maple Healthcare Associates,Healthcare,SMB,Providence,RI,Northeast,248,B,2008-07-24,True
674,Maple Education LLC,Retail,Mid-Market,Trenton,NJ,Northeast,370,C,2012-09-11,True
675,Fairview Legal Partners,Construction,SMB,Allentown,PA,Northeast,404,C,2017-12-04,True
676,Beacon Education Corp,Nonprofit,SMB,Cleveland,OH,Midwest,161,A,2018-02-24,False
677,Evergreen Technology Enterprises,Financial Services,SMB,Boston,MA,Northeast,191,B,2014-04-17,True
678,Riverside Financial Inc,Financial Services,Mid-Market,Allentown,PA,Northeast,391,A,2014-05-18,True
679,Pioneer Government Enterprises,Legal,SMB,Newark,NJ,Northeast,379,C,2018-10-07,True
680,Cornerstone Real Group,Nonprofit,Enterprise,Hartford,CT,Northeast,483,A,2016-10-07,True
681,Ironwood Financial Solutions,Education,SMB,Newark,NJ,Northeast,489,B,2013-01-10,True
682,Ironwood Nonprofit Corp,Healthcare,Mid-Market,Rochester,NY,Northeast,78,B,2011-01-07,True
683,Brightwater Legal Partners,Legal,SMB,Pittsburgh,PA,Northeast,61,A,2009-05-19,True
684,Pioneer Hospitality Corp,Legal,Mid-Market,Worcester,MA,Northeast,357,A,2013-08-07,True
685,Whitmore Technology Enterprises,Hospitality,Mid-Market,Columbus,OH,Midwest,362,A,2009-11-14,False
686,Cornerstone Technology Partners,Legal,SMB,Pittsburgh,PA,Northeast,214,C,2017-11-10,True
687,Redwood Hospitality Services,Hospitality,SMB,Buffalo,NY,Northeast,306,B,2017-03-31,True
688,Brightwater Manufacturing Partners,Government,SMB,Worcester,MA,Northeast,116,B,2011-12-26,True
689,Cornerstone Financial Corp,Construction,Mid-Market,Worcester,MA,Northeast,64,B,2010-12-22,True
690,Riverside Hospitality Co,Technology,Enterprise,Philadelphia,PA,Northeast,189,A,2012-09-07,True
691,Summit Nonprofit Enterprises,Technology,SMB,Trenton,NJ,Northeast,422,B,2012-06-02,True
692,Northstar Retail Group,Government,SMB,Worcester,MA,Northeast,191,C,2014-02-20,True
693,Cornerstone Construction Corp,Manufacturing,Mid-Market,Philadelphia,PA,Northeast,140,C,2012-12-09,True
694,Oakfield Retail Inc,Technology,SMB,Allentown,PA,Northeast,222,C,2016-11-20,False
695,Whitmore Construction Inc,Hospitality,SMB,Syracuse,NY,Northeast,249,B,2010-11-02,False
696,Keystone Financial Co,Retail,SMB,Buffalo,NY,Northeast,492,B,2014-12-07,True
697,Ironwood Construction Associates,Healthcare,SMB,Buffalo,NY,Northeast,292,B,2012-03-01,False
698,Cascade Retail Associates,Construction,SMB,Buffalo,NY,Northeast,231,B,2018-05-27,False
699,Cascade Education Services,Technology,SMB,Providence,RI,Northeast,83,A,2015-02-05,True
700,Evergreen Hospitality Solutions,Legal,SMB,Rochester,NY,Northeast,358,A,2009-02-19,True
701,Liberty Education Associates,Real Estate,Enterprise,Trenton,NJ,Northeast,251,C,2015-04-18,True
702,Riverside Retail Corp,Real Estate,SMB,Wilmington,DE,Northeast,111,B,2016-08-15,True
703,Whitmore Financial Partners,Hospitality,SMB,Trenton,NJ,Northeast,2,C,2018-04-30,True
704,Cascade Real Corp,Technology,Mid-Market,Newark,NJ,Northeast,5,A,2009-05-25,True
705,Harbor Construction Corp,Healthcare,SMB,Cleveland,OH,Midwest,69,B,2008-12-26,True
706,Whitmore Technology Services,Construction,Mid-Market,Philadelphia,PA,Northeast,208,B,2017-06-23,True
707,Whitmore Education Associates,Technology,SMB,Newark,NJ,Northeast,492,C,2015-01-06,False
708,Hillcrest Nonprofit Inc,Construction,SMB,New Haven,CT,Northeast,265,C,2011-06-30,True
709,Pioneer Manufacturing Enterprises,Hospitality,Enterprise,Philadelphia,PA,Northeast,293,B,2017-05-03,True
710,Brightwater Technology Enterprises,Real Estate,Mid-Market,Rochester,NY,Northeast,488,A,2016-07-18,True
711,Redwood Manufacturing Co,Healthcare,Enterprise,New Haven,CT,Northeast,492,B,2012-05-26,True
712,Cornerstone Education Services,Education,Mid-Market,Wilmington,DE,Northeast,205,C,2017-05-26,True
713,Harbor Hospitality Inc,Government,SMB,Pittsburgh,PA,Northeast,208,C,2011-08-30,True
714,Ironwood Legal Associates,Government,Mid-Market,Buffalo,NY,Northeast,184,A,2012-12-17,True
715,Hillcrest Retail Enterprises,Financial Services,Enterprise,Hartford,CT,Northeast,472,A,2018-04-27,True
716,Beacon Financial Co,Financial Services,Mid-Market,Syracuse,NY,Northeast,191,A,2012-02-16,True
717,Liberty Technology Solutions,Healthcare,SMB,Providence,RI,Northeast,5,C,2012-09-11,True
718,Brightwater Hospitality Solutions,Education,SMB,Syracuse,NY,Northeast,189,A,2013-10-27,True
719,Northstar Nonprofit Associates,Technology,SMB,Cleveland,OH,Midwest,6,A,2016-07-02,True
720,Riverside Technology Solutions,Financial Services,SMB,Rochester,NY,Northeast,404,D,2014-03-03,True
721,Cornerstone Technology Associates,Nonprofit,SMB,Worcester,MA,Northeast,391,B,2017-05-04,True
722,Sterling Financial Co,Technology,SMB,Wilmington,DE,Northeast,292,B,2010-03-27,True
723,Northstar Government Corp,Financial Services,Enterprise,Providence,RI,Northeast,491,D,2008-06-12,True
724,Evergreen Financial Partners,Construction,SMB,Cleveland,OH,Midwest,381,B,2011-05-16,True
725,Beacon Manufacturing Partners,Financial Services,SMB,Philadelphia,PA,Northeast,208,A,2018-07-30,True
726,Harbor Government Co,Healthcare,Mid-Market,Hartford,CT,Northeast,109,A,2016-08-11,True
727,Evergreen Financial Enterprises,Nonprofit,SMB,Columbus,OH,Midwest,251,A,2011-12-10,True
728,Evergreen Manufacturing Group,Nonprofit,SMB,Syracuse,NY,Northeast,370,A,2014-11-22,True
729,Cornerstone Education Solutions,Nonprofit,Mid-Market,Philadelphia,PA,Northeast,391,B,2013-01-19,True
730,Evergreen Government Services,Construction,SMB,Philadelphia,PA,Northeast,488,A,2010-04-03,True
731,Northstar Real Enterprises,Construction,Mid-Market,New Haven,CT,Northeast,222,A,2017-04-08,True
732,Keystone Financial Services,Retail,Mid-Market,New Haven,CT,Northeast,111,B,2018-11-27,True
733,Liberty Retail Solutions,Legal,Enterprise,Albany,NY,Northeast,404,B,2010-01-18,True
734,Oakfield Education Associates,Construction,Mid-Market,Trenton,NJ,Northeast,412,C,2014-01-31,True
735,Maple Retail Enterprises,Financial Services,SMB,Philadelphia,PA,Northeast,5,A,2009-01-15,True
736,Oakfield Hospitality Group,Government,SMB,Wilmington,DE,Northeast,238,A,2011-07-22,True
737,Sterling Manufacturing LLC,Retail,Mid-Market,Trenton,NJ,Northeast,7,A,2008-04-17,False
738,Cascade Government Enterprises,Legal,SMB,Syracuse,NY,Northeast,218,A,2014-01-16,True
739,Oakfield Nonprofit Inc,Construction,SMB,Newark,NJ,Northeast,94,B,2015-09-20,True
740,Cornerstone Technology Associates,Legal,SMB,Cleveland,OH,Midwest,191,B,2008-03-22,True
741,Hillcrest Manufacturing Services,Education,Mid-Market,Cleveland,OH,Midwest,109,C,2012-01-08,True
742,Liberty Technology Corp,Manufacturing,Mid-Market,Newark,NJ,Northeast,358,A,2009-05-06,True
743,Beacon Nonprofit Co,Technology,Enterprise,Syracuse,NY,Northeast,5,A,2015-03-26,True
744,Cascade Real Solutions,Government,SMB,Trenton,NJ,Northeast,2,B,2012-12-30,True
745,Evergreen Retail Associates,Technology,SMB,Buffalo,NY,Northeast,174,A,2011-11-16,True
746,Brightwater Technology Corp,Nonprofit,SMB,Rochester,NY,Northeast,279,D,2014-07-18,True
747,Riverside Healthcare Group,Retail,Mid-Market,Boston,MA,Northeast,188,A,2011-05-22,True
748,Ridgeline Government Solutions,Government,Mid-Market,Hartford,CT,Northeast,362,B,2014-07-26,False
749,Keystone Government Inc,Retail,SMB,Allentown,PA,Northeast,94,B,2013-05-29,True
750,Cascade Legal Services,Government,SMB,Providence,RI,Northeast,412,A,2018-06-24,True
751,Meadowbrook Construction Solutions,Construction,Mid-Market,Philadelphia,PA,Northeast,6,A,2010-11-12,True
752,Liberty Hospitality Solutions,Legal,SMB,Boston,MA,Northeast,432,B,2009-01-19,False
753,Brightwater Education Enterprises,Retail,SMB,Wilmington,DE,Northeast,259,A,2016-01-30,True
754,Keystone Education Solutions,Government,Enterprise,Wilmington,DE,Northeast,228,A,2017-07-18,True
755,Summit Education Inc,Manufacturing,SMB,Syracuse,NY,Northeast,94,B,2015-01-04,True
756,Keystone Retail Co,Healthcare,SMB,Columbus,OH,Midwest,478,B,2011-05-06,True
757,Northstar Education LLC,Manufacturing,SMB,Rochester,NY,Northeast,191,B,2008-07-03,True
758,Northstar Financial Associates,Real Estate,SMB,Wilmington,DE,Northeast,489,B,2014-10-21,True
759,Meadowbrook Technology Enterprises,Retail,SMB,Allentown,PA,Northeast,439,C,2017-05-22,True
760,Hillcrest Financial Services,Retail,Enterprise,Philadelphia,PA,Northeast,265,B,2015-07-12,True
761,Sterling Financial Enterprises,Government,SMB,Pittsburgh,PA,Northeast,84,B,2009-09-24,False
762,Granite Nonprofit Associates,Education,SMB,Hartford,CT,Northeast,412,B,2010-05-30,True
763,Riverside Legal LLC,Healthcare,SMB,Rochester,NY,Northeast,293,A,2016-06-07,True
764,Keystone Legal Associates,Government,SMB,Worcester,MA,Northeast,379,B,2017-06-15,True
765,Silverton Construction Partners,Government,Mid-Market,Wilmington,DE,Northeast,458,A,2011-10-19,True
766,Meadowbrook Manufacturing Associates,Healthcare,SMB,New Haven,CT,Northeast,184,A,2014-05-14,True
767,Silverton Hospitality Corp,Healthcare,SMB,Columbus,OH,Midwest,422,B,2011-03-15,True
768,Meadowbrook Manufacturing Inc,Healthcare,Mid-Market,Philadelphia,PA,Northeast,248,A,2016-08-27,True
769,Ironwood Construction Associates,Manufacturing,Enterprise,Rochester,NY,Northeast,472,B,2009-10-20,True
770,Pioneer Retail Services,Nonprofit,Enterprise,Columbus,OH,Midwest,384,C,2012-05-14,True
771,Riverside Real Services,Nonprofit,SMB,Worcester,MA,Northeast,488,A,2009-08-08,True
772,Ironwood Healthcare Inc,Retail,SMB,Hartford,CT,Northeast,86,D,2013-07-20,True
773,Granite Construction Inc,Nonprofit,SMB,Wilmington,DE,Northeast,391,B,2015-11-25,True
774,Granite Manufacturing Services,Technology,SMB,Cleveland,OH,Midwest,260,B,2015-07-20,True
775,Hillcrest Education Corp,Legal,Mid-Market,Providence,RI,Northeast,362,A,2016-04-20,True
776,Sterling Financial LLC,Manufacturing,Enterprise,Trenton,NJ,Northeast,222,B,2017-10-28,True
777,Granite Hospitality Services,Education,SMB,Hartford,CT,Northeast,290,B,2008-06-18,True
778,Meadowbrook Retail Group,Retail,Mid-Market,Philadelphia,PA,Northeast,6,A,2010-06-25,True
779,Beacon Legal Co,Construction,Mid-Market,Philadelphia,PA,Northeast,228,C,2014-06-16,True
780,Cascade Legal Solutions,Hospitality,SMB,Wilmington,DE,Northeast,472,C,2013-07-21,True
781,Northstar Hospitality Solutions,Education,SMB,Rochester,NY,Northeast,279,A,2008-09-30,True
782,Evergreen Healthcare Services,Financial Services,SMB,Albany,NY,Northeast,301,C,2016-11-27,True
783,Fairview Healthcare Inc,Government,SMB,Boston,MA,Northeast,492,B,2014-06-07,True
784,Whitmore Manufacturing Corp,Retail,Enterprise,Boston,MA,Northeast,381,A,2017-11-14,True
785,Summit Technology Associates,Government,Mid-Market,Albany,NY,Northeast,39,B,2016-08-19,True
786,Ironwood Construction Services,Retail,SMB,Columbus,OH,Midwest,104,A,2012-08-29,False
787,Liberty Government LLC,Education,SMB,Cleveland,OH,Midwest,438,A,2008-02-27,True
788,Ridgeline Legal Partners,Legal,SMB,Columbus,OH,Midwest,228,B,2010-12-07,True
789,Hillcrest Education Partners,Legal,Mid-Market,Buffalo,NY,Northeast,292,B,2016-02-04,True
790,Sterling Construction Corp,Healthcare,Mid-Market,Wilmington,DE,Northeast,379,B,2008-10-26,True
791,Silverton Manufacturing Corp,Technology,SMB,Hartford,CT,Northeast,279,B,2011-01-14,True
792,Silverton Education Enterprises,Hospitality,SMB,New Haven,CT,Northeast,94,B,2010-06-17,True
793,Brightwater Construction Enterprises,Nonprofit,Mid-Market,Philadelphia,PA,Northeast,111,B,2010-03-22,True
794,Keystone Retail Inc,Government,SMB,Rochester,NY,Northeast,161,A,2017-02-19,True
795,Maple Real Solutions,Technology,SMB,Albany,NY,Northeast,92,C,2012-07-30,False
796,Brightwater Legal Co,Construction,SMB,Worcester,MA,Northeast,104,D,2013-04-09,True
797,Brightwater Legal Associates,Hospitality,SMB,Buffalo,NY,Northeast,205,B,2016-04-19,True
798,Harbor Technology Corp,Hospitality,Mid-Market,New Haven,CT,Northeast,259,A,2010-05-10,True
799,Whitmore Technology Services,Legal,SMB,Syracuse,NY,Northeast,254,A,2011-06-03,True
800,Cascade Legal Associates,Manufacturing,SMB,Providence,RI,Northeast,432,C,2015-11-09,True
801,Maple Education Corp,Technology,Enterprise,Providence,RI,Northeast,192,B,2014-08-01,True
802,Northstar Legal Services,Healthcare,Mid-Market,Syracuse,NY,Northeast,301,C,2018-06-04,True
803,Silverton Real Solutions,Technology,SMB,Rochester,NY,Northeast,92,A,2016-08-10,True
804,Oakfield Hospitality Corp,Manufacturing,SMB,Albany,NY,Northeast,362,A,2008-02-11,True
805,Northstar Technology Corp,Nonprofit,Enterprise,Buffalo,NY,Northeast,333,B,2014-04-06,True
806,Keystone Hospitality Inc,Manufacturing,SMB,Cleveland,OH,Midwest,412,A,2017-07-29,True
807,Meadowbrook Government Group,Manufacturing,SMB,Pittsburgh,PA,Northeast,74,B,2008-11-29,True
808,Summit Retail Enterprises,Legal,SMB,Syracuse,NY,Northeast,293,B,2013-01-13,True
809,Silverton Healthcare Inc,Financial Services,SMB,Wilmington,DE,Northeast,333,B,2008-11-11,False
810,Summit Legal Enterprises,Technology,SMB,Wilmington,DE,Northeast,191,A,2018-08-13,False
811,Riverside Manufacturing Partners,Healthcare,SMB,Philadelphia,PA,Northeast,74,B,2018-05-09,True
812,Keystone Nonprofit Associates,Legal,Mid-Market,Newark,NJ,Northeast,333,B,2012-05-12,True
813,Fairview Healthcare Inc,Technology,Enterprise,Buffalo,NY,Northeast,333,D,2009-12-04,True
814,Whitmore Real LLC,Retail,SMB,Buffalo,NY,Northeast,201,D,2009-07-22,True
