branch_id,employee_id,year,quarter,quota,actual_revenue,attainment_pct
5,189,2023,3,28480.0,23124.92,81.2
5,189,2023,4,23895.0,28119.72,117.7
6,191,2019,1,29603.0,28326.13,95.7
6,191,2019,2,43768.0,35160.99,80.3
6,191,2019,3,32999.0,28919.98,87.6
6,191,2019,4,28473.0,33533.6,117.8
6,191,2020,1,46921.0,39644.53,84.5
6,191,2020,2,22324.0,23180.45,103.8
6,191,2020,3,24097.0,22296.37,92.5
6,191,2020,4,24436.0,28800.27,117.9
6,191,2021,1,24663.0,20509.47,83.2
6,191,2021,2,27672.0,29576.76,106.9
6,191,2021,3,31896.0,30422.83,95.4
6,191,2021,4,28675.0,33998.12,118.6
6,191,2022,1,25733.0,25405.07,98.7
6,191,2022,2,24948.0,26214.21,105.1
6,191,2022,3,29245.0,25272.82,86.4
6,191,2022,4,45544.0,36584.22,80.3
6,191,2023,1,12239.0,13441.18,109.8
6,191,2023,2,26679.0,31648.54,118.6
6,191,2023,3,40663.0,38185.27,93.9
6,191,2023,4,47046.0,46091.55,98.0
9,192,2019,1,7031.0,7351.8,104.6
9,192,2019,2,17582.0,20099.3,114.3
9,192,2019,3,18255.0,18954.7,103.8
9,192,2019,4,16536.0,15817.35,95.7
9,192,2020,1,22113.0,21872.98,98.9
9,192,2020,2,2138.0,2310.39,108.1
9,192,2020,3,7773.0,8254.26,106.2
9,192,2020,4,11230.0,12768.27,113.7
9,192,2021,1,23991.0,21216.96,88.4
9,192,2021,2,18166.0,14607.74,80.4
9,192,2021,3,17147.0,13873.79,80.9
9,192,2021,4,15047.0,17625.59,117.1
9,192,2022,1,17265.0,15877.56,92.0
9,192,2022,2,16011.0,18786.94,117.3
9,192,2022,3,18479.0,16031.46,86.8
9,192,2022,4,19793.0,17057.07,86.2
9,192,2023,1,16053.0,13995.78,87.2
9,192,2023,2,20165.0,21604.01,107.1
9,192,2023,3,25972.0,23510.41,90.5
9,192,2023,4,29037.0,30734.82,105.8
7,201,2019,1,38133.0,37181.25,97.5
7,201,2019,2,21177.0,24360.31,115.0
7,201,2019,3,32428.0,28932.99,89.2
7,201,2019,4,30586.0,26644.91,87.1
7,201,2020,1,23336.0,19355.97,82.9
7,201,2020,2,16384.0,17584.23,107.3
7,201,2020,3,38998.0,32674.98,83.8
7,201,2020,4,33942.0,30014.59,88.4
7,201,2021,1,18623.0,21355.82,114.7
7,201,2021,2,21143.0,24630.69,116.5
7,201,2021,3,33709.0,27478.47,81.5
7,201,2021,4,28987.0,31834.7,109.8
7,201,2022,1,44581.0,39687.93,89.0
7,201,2022,2,24203.0,27620.86,114.1
7,201,2022,3,33385.0,29594.72,88.6
7,201,2022,4,36904.0,32894.62,89.1
7,201,2023,1,35618.0,32751.08,92.0
7,201,2023,2,21832.0,21309.71,97.6
7,201,2023,3,33653.0,36548.94,108.6
7,201,2023,4,35909.0,34811.77,96.9
3,205,2019,1,25228.0,28529.35,113.1
3,205,2019,2,29104.0,25940.72,89.1
3,205,2019,3,13021.0,12992.22,99.8
3,205,2019,4,20924.0,20549.67,98.2
3,205,2020,1,14907.0,16238.81,108.9
3,205,2020,2,15159.0,17159.45,113.2
3,205,2020,3,14607.0,13308.66,91.1
3,205,2020,4,21209.0,24845.56,117.1
3,205,2021,1,14796.0,14113.85,95.4
3,205,2021,2,9771.0,10936.48,111.9
3,205,2021,3,22411.0,26815.65,119.7
3,205,2021,4,27081.0,29897.1,110.4
3,205,2022,1,25640.0,27379.64,106.8
3,205,2022,2,23273.0,21426.19,92.1
3,205,2022,3,23286.0,22958.75,98.6
3,205,2022,4,22048.0,24278.96,110.1
3,205,2023,1,28972.0,24902.5,86.0
3,205,2023,2,20248.0,17646.75,87.2
3,205,2023,3,19059.0,22185.85,116.4
3,205,2023,4,20486.0,22717.5,110.9
3,208,2019,1,18200.0,17573.94,96.6
3,208,2019,2,21780.0,23873.19,109.6
3,208,2019,3,13106.0,13846.57,105.7
3,208,2019,4,14642.0,13399.19,91.5
3,208,2020,1,14780.0,17428.88,117.9
3,208,2020,2,10358.0,9397.63,90.7
3,208,2020,3,17940.0,15316.57,85.4
3,208,2020,4,19536.0,19153.94,98.0
3,208,2021,1,15590.0,15210.58,97.6
3,208,2021,2,18646.0,18903.98,101.4
3,208,2021,3,20815.0,21461.95,103.1
3,208,2021,4,22694.0,19742.46,87.0
3,208,2022,1,29423.0,26463.92,89.9
3,208,2022,2,24106.0,28645.69,118.8
3,208,2022,3,29505.0,29666.99,100.5
3,208,2022,4,31246.0,25982.52,83.2
3,208,2023,1,18463.0,15442.39,83.6
3,208,2023,2,26730.0,23197.29,86.8
3,208,2023,3,15989.0,15436.34,96.5
3,208,2023,4,21931.0,20847.1,95.1
8,210,2019,1,28388.0,32056.82,112.9
8,210,2019,2,33955.0,37406.56,110.2
8,210,2019,3,36204.0,33508.6,92.6
8,210,2019,4,47155.0,39803.75,84.4
8,210,2020,1,30103.0,24210.49,80.4
8,210,2020,2,14701.0,14437.35,98.2
8,210,2020,3,29358.0,23697.08,80.7
8,210,2020,4,41535.0,35706.09,86.0
8,210,2021,1,16028.0,18246.0,113.8
8,210,2021,2,41366.0,44580.77,107.8
8,210,2021,3,24521.0,28824.63,117.6
8,210,2021,4,22321.0,25693.21,115.1
8,210,2022,1,31892.0,36272.53,113.7
8,210,2022,2,46745.0,46087.78,98.6
8,210,2022,3,38680.0,35764.01,92.5
8,210,2022,4,43529.0,48871.68,112.3
8,210,2023,1,22402.0,26497.76,118.3
8,210,2023,2,43459.0,38448.72,88.5
8,210,2023,3,37199.0,33695.93,90.6
8,210,2023,4,50002.0,49058.59,98.1
2,214,2019,1,15880.0,15985.36,100.7
2,214,2019,2,35288.0,32897.85,93.2
2,214,2019,3,17505.0,20076.54,114.7
2,214,2019,4,31432.0,34072.17,108.4
2,214,2020,1,17946.0,20369.43,113.5
2,214,2020,2,16527.0,18918.76,114.5
2,214,2020,3,11293.0,10390.88,92.0
9,218,2019,1,17226.0,14641.8,85.0
9,218,2019,2,11320.0,11654.47,103.0
9,218,2019,3,13294.0,14378.42,108.2
9,218,2019,4,15656.0,16090.69,102.8
9,218,2020,1,20265.0,17961.74,88.6
9,218,2020,2,16104.0,13822.78,85.8
9,218,2020,3,14739.0,11963.04,81.2
9,218,2020,4,16389.0,14892.1,90.9
9,218,2021,1,17782.0,19044.69,107.1
9,218,2021,2,11687.0,13888.34,118.8
9,218,2021,3,12945.0,14355.32,110.9
9,218,2021,4,32481.0,26063.16,80.2
9,218,2022,1,26236.0,24565.75,93.6
9,218,2022,2,12613.0,12720.88,100.9
9,218,2022,3,21125.0,21926.33,103.8
9,218,2022,4,19753.0,20869.39,105.7
9,218,2023,1,20472.0,17748.24,86.7
9,218,2023,2,14591.0,15559.0,106.6
9,218,2023,3,11642.0,13739.19,118.0
9,218,2023,4,13080.0,12710.8,97.2
3,222,2019,1,17177.0,18337.05,106.8
3,222,2019,2,14437.0,14854.29,102.9
3,222,2019,3,20460.0,19581.66,95.7
3,222,2019,4,27683.0,22952.6,82.9
3,222,2020,1,18000.0,14462.26,80.3
3,222,2020,2,8405.0,7663.13,91.2
3,222,2020,3,23309.0,27938.4,119.9
3,222,2020,4,23747.0,27253.14,114.8
3,222,2021,1,16620.0,15064.45,90.6
3,222,2021,2,16766.0,18027.06,107.5
3,222,2021,3,19645.0,17729.04,90.2
3,222,2021,4,12160.0,12835.59,105.6
3,222,2022,1,26131.0,21503.73,82.3
3,222,2022,2,24626.0,21393.96,86.9
3,222,2022,3,25896.0,24564.74,94.9
3,222,2022,4,22535.0,24240.97,107.6
3,222,2023,1,17621.0,20901.98,118.6
3,222,2023,2,10987.0,12098.41,110.1
3,222,2023,3,16938.0,16845.36,99.5
3,222,2023,4,18081.0,17211.66,95.2
4,228,2019,1,26665.0,26950.1,101.1
4,228,2019,2,31077.0,36480.96,117.4
4,228,2019,3,30806.0,26670.15,86.6
4,228,2019,4,43156.0,38058.98,88.2
4,228,2020,1,18002.0,18386.25,102.1
4,228,2020,2,16161.0,16059.98,99.4
4,228,2020,3,25507.0,23807.17,93.3
4,228,2020,4,44514.0,39104.67,87.8
4,228,2021,1,32197.0,30126.01,93.6
4,228,2021,2,33572.0,35390.04,105.4
4,228,2021,3,45033.0,46735.51,103.8
4,228,2021,4,28775.0,32183.84,111.8
4,228,2022,1,28495.0,32310.58,113.4
4,228,2022,2,47116.0,41900.17,88.9
4,228,2022,3,29147.0,32281.57,110.8
4,228,2022,4,42959.0,36808.51,85.7
4,228,2023,1,47925.0,40388.42,84.3
4,228,2023,2,30378.0,32724.79,107.7
4,228,2023,3,33183.0,35195.45,106.1
4,228,2023,4,49483.0,47827.7,96.7
6,231,2019,1,24640.0,22072.63,89.6
6,231,2019,2,22845.0,20084.02,87.9
6,231,2019,3,22872.0,25600.1,111.9
6,231,2019,4,23214.0,25345.91,109.2
6,231,2020,1,29103.0,29342.73,100.8
6,231,2020,2,8178.0,8193.27,100.2
6,231,2020,3,23114.0,22323.9,96.6
6,231,2020,4,40428.0,38530.44,95.3
6,231,2021,1,42475.0,35003.04,82.4
6,231,2021,2,27081.0,29593.25,109.3
6,231,2021,3,33787.0,35351.64,104.6
6,231,2021,4,36147.0,33348.1,92.3
6,231,2022,1,27294.0,25964.46,95.1
6,231,2022,2,34146.0,32238.75,94.4
6,231,2022,3,21427.0,20417.82,95.3
6,231,2022,4,30894.0,33435.24,108.2
6,231,2023,1,21418.0,23483.32,109.6
6,231,2023,2,30167.0,27086.11,89.8
6,231,2023,3,39108.0,41170.27,105.3
6,231,2023,4,38349.0,40966.99,106.8
1,238,2019,1,49335.0,58686.43,119.0
1,238,2019,2,70009.0,59641.7,85.2
1,238,2019,3,57908.0,49280.34,85.1
1,238,2019,4,66052.0,61825.35,93.6
1,238,2020,1,56914.0,49898.83,87.7
1,238,2020,2,38606.0,40877.14,105.9
1,238,2020,3,55275.0,52271.46,94.6
1,238,2020,4,95132.0,85482.93,89.9
1,238,2021,1,91005.0,95411.11,104.8
1,238,2021,2,88227.0,80703.09,91.5
1,238,2021,3,87458.0,84260.11,96.3
1,238,2021,4,92574.0,88348.37,95.4
1,238,2022,1,93630.0,81496.67,87.0
1,238,2022,2,117365.0,106231.16,90.5
1,238,2022,3,80070.0,80904.9,101.0
1,238,2022,4,96953.0,106446.46,109.8
1,238,2023,1,94719.0,87124.1,92.0
1,238,2023,2,68575.0,76339.65,111.3
1,238,2023,3,89361.0,83726.26,93.7
1,238,2023,4,89910.0,86099.76,95.8
5,248,2019,1,19793.0,23594.35,119.2
5,248,2019,2,26528.0,25574.21,96.4
5,248,2019,3,24198.0,21821.76,90.2
5,248,2019,4,33086.0,27530.26,83.2
5,248,2020,1,22992.0,25768.35,112.1
5,248,2020,2,25922.0,20822.18,80.3
5,248,2020,3,23794.0,19115.62,80.3
5,248,2020,4,24625.0,20924.02,85.0
5,248,2021,1,24420.0,21176.26,86.7
5,248,2021,2,34496.0,30534.0,88.5
5,248,2021,3,23401.0,26714.13,114.2
5,248,2021,4,21886.0,22705.35,103.7
5,248,2022,1,39767.0,32880.28,82.7
5,248,2022,2,35354.0,39570.49,111.9
5,248,2022,3,22213.0,25537.98,115.0
5,248,2022,4,37050.0,43120.82,116.4
5,248,2023,1,27943.0,32141.65,115.0
5,248,2023,2,18516.0,20414.63,110.3
5,248,2023,3,32408.0,27511.72,84.9
5,248,2023,4,29782.0,35087.84,117.8
5,249,2019,1,22326.0,20432.54,91.5
5,249,2019,2,27109.0,26889.44,99.2
5,249,2019,3,34192.0,36315.16,106.2
5,249,2019,4,21060.0,20476.78,97.2
5,249,2020,1,17036.0,15038.11,88.3
5,249,2020,2,25997.0,25865.13,99.5
5,249,2020,3,19692.0,22179.43,112.6
5,249,2020,4,35280.0,29432.51,83.4
5,249,2021,1,16790.0,18680.99,111.3
5,249,2021,2,34883.0,31628.94,90.7
5,249,2021,3,34561.0,31717.21,91.8
5,249,2021,4,33987.0,28267.65,83.2
5,249,2022,1,26060.0,20963.37,80.4
5,249,2022,2,19975.0,18560.53,92.9
5,249,2022,3,34832.0,31505.34,90.4
5,249,2022,4,25192.0,24696.11,98.0
5,249,2023,1,18087.0,18165.32,100.4
5,249,2023,2,30836.0,32260.06,104.6
5,249,2023,3,22917.0,21352.14,93.2
5,249,2023,4,36814.0,38485.75,104.5
8,251,2019,1,30292.0,29583.04,97.7
8,251,2019,2,25710.0,28236.46,109.8
8,251,2019,3,36920.0,36151.35,97.9
8,251,2019,4,48652.0,47442.17,97.5
8,251,2020,1,31656.0,37397.86,118.1
8,251,2020,2,27299.0,23564.71,86.3
8,251,2020,3,23078.0,20908.45,90.6
8,251,2020,4,28827.0,25825.45,89.6
8,251,2021,1,30118.0,24397.83,81.0
8,251,2021,2,29396.0,29737.5,101.2
8,251,2021,3,38053.0,40383.12,106.1
8,251,2021,4,45858.0,48883.23,106.6
8,251,2022,1,40044.0,32568.94,81.3
8,251,2022,2,28804.0,32939.15,114.4
8,251,2022,3,36180.0,42707.27,118.0
8,251,2022,4,44503.0,45103.53,101.3
8,251,2023,1,36642.0,33893.1,92.5
8,251,2023,2,38111.0,34824.36,91.4
8,251,2023,3,52626.0,42209.63,80.2
8,251,2023,4,63131.0,51011.5,80.8
2,252,2019,1,25617.0,28069.74,109.6
2,252,2019,2,29472.0,24719.03,83.9
2,252,2019,3,25562.0,28622.43,112.0
2,252,2019,4,32307.0,32621.97,101.0
2,252,2020,1,22068.0,21302.3,96.5
2,252,2020,2,10713.0,10018.88,93.5
2,252,2020,3,15416.0,12340.93,80.1
3,254,2019,1,14167.0,16429.7,116.0
3,254,2019,2,24218.0,28220.62,116.5
3,254,2019,3,9093.0,10519.12,115.7
3,254,2019,4,27132.0,28703.7,105.8
3,254,2020,1,16362.0,18106.72,110.7
3,254,2020,2,16156.0,16892.13,104.6
3,254,2020,3,27136.0,21870.02,80.6
3,254,2020,4,17044.0,17376.74,102.0
3,254,2021,1,15047.0,17037.2,113.2
3,254,2021,2,16856.0,17069.28,101.3
3,254,2021,3,32977.0,27122.0,82.2
3,254,2021,4,29307.0,29323.67,100.1
3,254,2022,1,16419.0,15313.9,93.3
3,254,2022,2,17051.0,18960.96,111.2
3,254,2022,3,24719.0,22654.72,91.6
3,254,2022,4,17257.0,20186.36,117.0
3,254,2023,1,22723.0,21126.01,93.0
3,254,2023,2,23682.0,25915.6,109.4
3,254,2023,3,10003.0,11653.43,116.5
3,254,2023,4,39457.0,33190.44,84.1
6,259,2019,1,27017.0,26357.38,97.6
6,259,2019,2,23666.0,20357.07,86.0
6,259,2019,3,24971.0,23241.08,93.1
6,259,2019,4,24793.0,20033.66,80.8
6,259,2020,1,34897.0,33520.75,96.1
6,259,2020,2,15357.0,12777.64,83.2
6,259,2020,3,23314.0,23844.8,102.3
6,259,2020,4,25305.0,29932.64,118.3
6,259,2021,1,34210.0,34646.39,101.3
6,259,2021,2,20161.0,23818.01,118.1
6,259,2021,3,21561.0,21264.7,98.6
6,259,2021,4,21694.0,21556.34,99.4
6,259,2022,1,21216.0,24037.33,113.3
6,259,2022,2,25211.0,23425.42,92.9
6,259,2022,3,57581.0,50116.06,87.0
6,259,2022,4,28257.0,30111.71,106.6
6,259,2023,1,27773.0,29123.54,104.9
6,259,2023,2,24184.0,27907.44,115.4
6,259,2023,3,42346.0,36518.52,86.2
6,259,2023,4,36644.0,43844.38,119.6
9,260,2019,1,21497.0,17991.75,83.7
9,260,2019,2,14266.0,15662.24,109.8
9,260,2019,3,20097.0,19713.36,98.1
9,260,2019,4,15299.0,16102.76,105.3
9,260,2020,1,11840.0,14036.88,118.6
9,260,2020,2,9882.0,11409.47,115.5
9,260,2020,3,12924.0,13945.32,107.9
9,260,2020,4,21737.0,18476.72,85.0
9,260,2021,1,17356.0,19980.37,115.1
9,260,2021,2,17766.0,20850.07,117.4
9,260,2021,3,20030.0,19652.11,98.1
9,260,2021,4,23440.0,27478.49,117.2
9,260,2022,1,24390.0,20965.12,86.0
9,260,2022,2,25979.0,20796.87,80.1
9,260,2022,3,16677.0,15813.96,94.8
9,260,2022,4,17963.0,21150.83,117.7
9,260,2023,1,16672.0,18598.23,111.6
9,260,2023,2,28420.0,29377.87,103.4
9,260,2023,3,18356.0,19243.78,104.8
9,260,2023,4,34908.0,34497.8,98.8
2,265,2019,1,15250.0,14969.8,98.2
2,265,2019,2,20098.0,20459.94,101.8
2,265,2019,3,23061.0,25158.75,109.1
2,265,2019,4,21110.0,23357.15,110.6
2,265,2020,1,13422.0,15072.19,112.3
2,265,2020,2,23732.0,19310.27,81.4
2,265,2020,3,8082.0,8796.36,108.8
1,279,2019,1,40590.0,46881.89,115.5
1,279,2019,2,68405.0,69494.26,101.6
1,279,2019,3,48435.0,50147.79,103.5
1,279,2019,4,77673.0,65816.65,84.7
1,279,2020,1,57046.0,53103.16,93.1
1,279,2020,2,39910.0,41398.56,103.7
1,279,2020,3,33645.0,39032.1,116.0
1,279,2020,4,78218.0,92166.95,117.8
1,279,2021,1,91491.0,83424.33,91.2
1,279,2021,2,71597.0,78561.23,109.7
1,279,2021,3,94136.0,91206.84,96.9
1,279,2021,4,128135.0,107422.94,83.8
1,279,2022,1,64804.0,55132.72,85.1
1,279,2022,2,101687.0,90488.6,89.0
1,279,2022,3,81963.0,77761.65,94.9
1,279,2022,4,126043.0,112189.99,89.0
1,279,2023,1,91168.0,79018.94,86.7
1,279,2023,2,92536.0,79645.88,86.1
1,279,2023,3,81662.0,88781.18,108.7
1,279,2023,4,89344.0,95443.81,106.8
4,290,2019,1,49266.0,41253.38,83.7
4,290,2019,2,31558.0,25928.67,82.2
4,290,2019,3,31680.0,35517.75,112.1
4,290,2019,4,34606.0,38318.56,110.7
4,290,2020,1,31403.0,28355.81,90.3
4,290,2020,2,27467.0,26109.45,95.1
4,290,2020,3,27761.0,32575.69,117.3
4,290,2020,4,33025.0,34525.62,104.5
4,290,2021,1,39044.0,32629.42,83.6
4,290,2021,2,45011.0,37560.39,83.4
4,290,2021,3,52399.0,54812.89,104.6
4,290,2021,4,60975.0,49773.5,81.6
4,290,2022,1,42410.0,48403.95,114.1
4,290,2022,2,30522.0,35793.93,117.3
4,290,2022,3,37975.0,43552.66,114.7
4,290,2022,4,60859.0,61889.68,101.7
4,290,2023,1,35204.0,36862.3,104.7
4,290,2023,2,34886.0,36557.6,104.8
4,290,2023,3,52981.0,51340.36,96.9
4,290,2023,4,32563.0,38818.34,119.2
10,292,2019,1,42541.0,38658.62,90.9
10,292,2019,2,27349.0,25823.64,94.4
10,292,2019,3,46437.0,46537.26,100.2
10,292,2019,4,43965.0,43872.72,99.8
10,292,2020,1,33486.0,33274.22,99.4
10,292,2020,2,29913.0,24673.02,82.5
10,292,2020,3,49249.0,48975.42,99.4
10,292,2020,4,38992.0,45978.24,117.9
10,292,2021,1,51832.0,52533.19,101.4
10,292,2021,2,46893.0,53811.54,114.8
10,292,2021,3,52950.0,44561.39,84.2
10,292,2021,4,59553.0,63106.86,106.0
10,292,2022,1,63683.0,56694.14,89.0
10,292,2022,2,41686.0,42295.44,101.5
10,292,2022,3,44631.0,53233.52,119.3
10,292,2022,4,66984.0,57442.51,85.8
10,292,2023,1,44082.0,52505.78,119.1
10,292,2023,2,56588.0,46733.61,82.6
10,292,2023,3,81927.0,65645.65,80.1
10,292,2023,4,69606.0,61096.18,87.8
9,293,2019,1,20139.0,16298.32,80.9
9,293,2019,2,12635.0,14375.12,113.8
9,293,2019,3,25669.0,23229.1,90.5
9,293,2019,4,18902.0,16879.78,89.3
9,293,2020,1,19739.0,20477.42,103.7
9,293,2020,2,14278.0,11995.47,84.0
9,293,2020,3,11686.0,13076.93,111.9
9,293,2020,4,13927.0,13714.71,98.5
9,293,2021,1,17339.0,17227.86,99.4
9,293,2021,2,17869.0,19164.99,107.3
9,293,2021,3,13965.0,16467.02,117.9
9,293,2021,4,21420.0,19058.4,89.0
9,293,2022,1,12308.0,11264.41,91.5
9,293,2022,2,20978.0,18816.78,89.7
9,293,2022,3,16586.0,18080.03,109.0
9,293,2022,4,30019.0,27380.27,91.2
9,293,2023,1,15573.0,15074.28,96.8
9,293,2023,2,12780.0,11307.7,88.5
9,293,2023,3,27154.0,24542.19,90.4
9,293,2023,4,20987.0,20299.67,96.7
9,301,2019,1,16346.0,18068.76,110.5
9,301,2019,2,18009.0,17816.15,98.9
9,301,2019,3,20371.0,22199.67,109.0
9,301,2019,4,30675.0,25995.26,84.7
9,301,2020,1,15912.0,18912.96,118.9
9,301,2020,2,11130.0,9446.23,84.9
9,301,2020,3,10518.0,11491.71,109.3
9,301,2020,4,24585.0,26444.88,107.6
9,301,2021,1,16728.0,15318.29,91.6
9,301,2021,2,25693.0,23837.25,92.8
9,301,2021,3,15111.0,17598.42,116.5
9,301,2021,4,28592.0,23980.46,83.9
9,301,2022,1,13969.0,13343.7,95.5
9,301,2022,2,13501.0,15435.63,114.3
9,301,2022,3,16471.0,16233.04,98.6
9,301,2022,4,14569.0,15977.66,109.7
9,301,2023,1,19809.0,16491.47,83.3
9,301,2023,2,7263.0,6314.35,86.9
9,301,2023,3,30772.0,28067.94,91.2
9,301,2023,4,33930.0,36448.93,107.4
4,304,2019,1,29998.0,35603.31,118.7
4,304,2019,2,35475.0,31904.33,89.9
4,304,2019,3,28657.0,30999.42,108.2
4,304,2019,4,39376.0,43954.48,111.6
4,304,2020,1,29609.0,29705.65,100.3
4,304,2020,2,13985.0,11295.94,80.8
4,304,2020,3,18861.0,21619.42,114.6
4,304,2020,4,32534.0,35978.2,110.6
4,304,2021,1,28228.0,26427.17,93.6
4,304,2021,2,41156.0,43896.44,106.7
4,304,2021,3,36637.0,35514.9,96.9
4,304,2021,4,47695.0,47423.07,99.4
4,304,2022,1,35685.0,38851.31,108.9
4,304,2022,2,39206.0,41761.94,106.5
4,304,2022,3,46573.0,38609.57,82.9
4,304,2022,4,46460.0,46913.82,101.0
4,304,2023,1,31607.0,33429.2,105.8
4,304,2023,2,24489.0,28592.25,116.8
4,304,2023,3,30990.0,36554.39,118.0
4,304,2023,4,50433.0,54042.04,107.2
2,306,2019,1,22855.0,25487.15,111.5
2,306,2019,2,32448.0,28508.03,87.9
2,306,2019,3,24980.0,25426.18,101.8
2,306,2019,4,25498.0,27408.24,107.5
2,306,2020,1,21541.0,25216.46,117.1
2,306,2020,2,15973.0,18426.37,115.4
2,306,2020,3,5731.0,5339.12,93.2
2,317,2019,1,30118.0,31885.82,105.9
2,317,2019,2,17437.0,19087.77,109.5
2,317,2019,3,21606.0,25633.47,118.6
2,317,2019,4,37134.0,31753.27,85.5
2,317,2020,1,27492.0,22146.7,80.6
2,317,2020,2,30915.0,26675.33,86.3
2,317,2020,3,10930.0,12603.67,115.3
2,333,2019,1,24304.0,20199.98,83.1
2,333,2019,2,13672.0,14569.06,106.6
2,333,2019,3,20793.0,23674.07,113.9
2,333,2019,4,28732.0,30401.81,105.8
2,333,2020,1,40528.0,37465.96,92.4
2,333,2020,2,14280.0,15228.15,106.6
2,333,2020,3,10624.0,8936.81,84.1
6,336,2019,1,29206.0,27662.56,94.7
6,336,2019,2,13412.0,15557.86,116.0
6,336,2019,3,39855.0,35487.58,89.0
6,336,2019,4,25193.0,29394.47,116.7
6,336,2020,1,24726.0,23061.21,93.3
6,336,2020,2,16820.0,19616.25,116.6
6,336,2020,3,23242.0,21853.86,94.0
6,336,2020,4,36099.0,36740.89,101.8
6,336,2021,1,12848.0,12698.07,98.8
6,336,2021,2,27475.0,23557.42,85.7
6,336,2021,3,22471.0,23151.99,103.0
6,336,2021,4,39323.0,39715.06,101.0
6,336,2022,1,26653.0,25263.51,94.8
6,336,2022,2,25080.0,28592.67,114.0
6,336,2022,3,29957.0,26630.62,88.9
6,336,2022,4,24980.0,23987.46,96.0
6,336,2023,1,34575.0,28450.57,82.3
6,336,2023,2,31325.0,35018.67,111.8
6,336,2023,3,21803.0,25583.25,117.3
6,336,2023,4,24402.0,26635.1,109.2
10,354,2019,1,49132.0,46574.72,94.8
10,354,2019,2,32516.0,31912.69,98.1
10,354,2019,3,47478.0,51435.99,108.3
10,354,2019,4,66139.0,62199.82,94.0
10,354,2020,1,43205.0,36247.2,83.9
10,354,2020,2,27678.0,30486.76,110.1
10,354,2020,3,35064.0,31221.95,89.0
10,354,2020,4,52182.0,52808.75,101.2
10,354,2021,1,38651.0,45276.99,117.1
10,354,2021,2,50180.0,59849.6,119.3
10,354,2021,3,52803.0,56684.34,107.4
10,354,2021,4,46467.0,40748.03,87.7
10,354,2022,1,43340.0,45790.76,105.7
10,354,2022,2,55257.0,54852.61,99.3
10,354,2022,3,49354.0,52063.54,105.5
10,354,2022,4,64553.0,51764.99,80.2
10,354,2023,1,36001.0,36526.36,101.5
10,354,2023,2,42032.0,36205.23,86.1
10,354,2023,3,42577.0,37747.67,88.7
10,354,2023,4,71312.0,73200.75,102.6
2,357,2019,1,26574.0,21319.46,80.2
2,357,2019,2,20439.0,22207.39,108.7
2,357,2019,3,31880.0,33223.66,104.2
2,357,2019,4,23208.0,26665.21,114.9
2,357,2020,1,13772.0,15327.84,111.3
2,357,2020,2,9388.0,9510.16,101.3
2,357,2020,3,10802.0,11278.86,104.4
4,358,2019,1,48584.0,49271.68,101.4
4,358,2019,2,31581.0,32143.15,101.8
4,358,2019,3,30561.0,28091.18,91.9
4,358,2019,4,50274.0,49876.99,99.2
4,358,2020,1,44489.0,41072.72,92.3
4,358,2020,2,26561.0,30200.96,113.7
4,358,2020,3,26568.0,29117.03,109.6
4,358,2020,4,46796.0,38786.86,82.9
4,358,2021,1,47624.0,38986.61,81.9
4,358,2021,2,34865.0,28094.45,80.6
4,358,2021,3,41278.0,44744.71,108.4
4,358,2021,4,44220.0,41601.23,94.1
4,358,2022,1,24476.0,28853.89,117.9
4,358,2022,2,33793.0,36777.19,108.8
4,358,2022,3,31884.0,36945.83,115.9
4,358,2022,4,36275.0,37305.56,102.8
4,358,2023,1,55257.0,50334.46,91.1
4,358,2023,2,28827.0,32571.19,113.0
4,358,2023,3,30467.0,31565.01,103.6
4,358,2023,4,33285.0,38772.79,116.5
8,362,2019,1,29381.0,26692.33,90.8
8,362,2019,2,47063.0,41458.31,88.1
8,362,2019,3,28395.0,28287.36,99.6
8,362,2019,4,52019.0,46626.2,89.6
8,362,2020,1,45181.0,36631.68,81.1
8,362,2020,2,17581.0,17463.84,99.3
8,362,2020,3,43824.0,38751.21,88.4
8,362,2020,4,35027.0,40609.32,115.9
8,362,2021,1,31259.0,32645.01,104.4
8,362,2021,2,37940.0,33766.76,89.0
8,362,2021,3,29775.0,33103.52,111.2
8,362,2021,4,38404.0,33648.94,87.6
8,362,2022,1,28122.0,33466.54,119.0
8,362,2022,2,34610.0,34136.77,98.6
8,362,2022,3,39956.0,40007.44,100.1
8,362,2022,4,34519.0,29408.16,85.2
8,362,2023,1,46966.0,38397.58,81.8
8,362,2023,2,43701.0,36693.12,84.0
8,362,2023,3,41517.0,34989.27,84.3
8,362,2023,4,63577.0,67435.27,106.1
5,370,2019,1,24198.0,25393.6,104.9
5,370,2019,2,18466.0,16366.24,88.6
5,370,2019,3,10652.0,10633.24,99.8
5,370,2019,4,34410.0,27849.58,80.9
5,370,2020,1,16443.0,13994.69,85.1
5,370,2020,2,14657.0,13613.79,92.9
5,370,2020,3,15690.0,16158.17,103.0
5,370,2020,4,23841.0,26275.84,110.2
5,370,2021,1,20344.0,20594.8,101.2
5,370,2021,2,13827.0,16057.31,116.1
5,370,2021,3,39503.0,35172.98,89.0
5,370,2021,4,22393.0,25808.19,115.3
5,370,2022,1,27750.0,23739.04,85.5
5,370,2022,2,43206.0,35780.68,82.8
5,370,2022,3,28478.0,28178.1,98.9
5,370,2022,4,28846.0,27540.13,95.5
