ORDER_NO,CUST_ID,BRANCH,ORDER_DT,SHIP_DT,STATUS,AMT
ORD0005166,1141,10,11/10/2022,11/11/2022,FULFILLED,$772.30
ORD0020833,1123,3,02/16/2021,02/17/2021,RETURNED,$193.60
ORD0032265,2072,5,12/13/2019,12/18/2019,FULFILLED,$969.74
ORD0062827,1634,9,08/21/2020,08/26/2020,FULFILLED,"$1,031.48"
ORD0018236,561,8,04/16/2019,04/18/2019,FULFILLED,$274.41
ORD0019465,66,9,02/26/2019,02/27/2019,FULFILLED,$450.97
ORD0041526,478,10,02/15/2019,02/20/2019,FULFILLED,$428.04
ORD0002241,480,10,03/17/2020,03/19/2020,FULFILLED,"$1,732.04"
ORD0031149,620,6,11/06/2019,11/08/2019,FULFILLED,$847.80
ORD0000900,1028,10,03/23/2023,03/27/2023,FULFILLED,$938.54
ORD0070150,531,10,07/14/2023,07/17/2023,FULFILLED,$129.06
ORD0058084,1706,9,04/16/2019,04/20/2019,FULFILLED,$190.57
ORD0042381,179,6,07/06/2022,07/07/2022,FULFILLED,$38.14
ORD0046263,1082,1,12/28/2020,01/01/2021,FULFILLED,"$1,367.43"
ORD0002323,707,1,04/07/2022,04/11/2022,FULFILLED,"$1,173.62"
ORD0054324,166,1,01/03/2022,01/04/2022,FULFILLED,"$2,647.16"
ORD0058236,1292,7,10/13/2019,10/15/2019,FULFILLED,"$1,040.47"
ORD0047295,1612,8,12/12/2022,12/13/2022,FULFILLED,$44.85
ORD0070335,25,4,02/04/2019,02/05/2019,FULFILLED,$363.66
ORD0041838,1753,6,04/03/2021,04/05/2021,FULFILLED,$991.41
ORD0023532,1307,4,09/03/2023,09/05/2023,FULFILLED,"$1,066.73"
ORD0059382,1634,7,02/21/2020,02/22/2020,FULFILLED,"$1,040.70"
ORD0045634,569,4,05/09/2019,05/10/2019,FULFILLED,"$1,776.90"
ORD0071351,1212,5,08/17/2023,08/21/2023,FULFILLED,"$1,003.82"
ORD0056363,1882,6,02/23/2023,02/27/2023,FULFILLED,$227.86
ORD0059671,1428,9,07/20/2019,07/24/2019,FULFILLED,$562.64
ORD0065574,2308,9,02/25/2021,03/01/2021,FULFILLED,$727.59
ORD0060398,299,5,12/18/2023,12/20/2023,RETURNED,"$2,094.09"
ORD0068250,1139,9,08/24/2022,08/27/2022,FULFILLED,$354.80
ORD0031916,868,7,11/27/2023,11/28/2023,FULFILLED,$362.95
ORD0000749,1165,1,10/04/2021,10/06/2021,FULFILLED,$184.93
ORD0050164,2068,5,09/17/2023,09/20/2023,FULFILLED,"$1,153.39"
ORD0013972,2486,9,08/05/2019,08/10/2019,FULFILLED,$376.40
ORD0047530,1205,3,10/20/2023,10/23/2023,FULFILLED,$425.83
ORD0019795,1682,8,05/24/2019,05/28/2019,FULFILLED,"$1,857.21"
ORD0056185,779,8,11/30/2020,12/04/2020,FULFILLED,$641.87
ORD0003372,970,1,05/03/2020,05/04/2020,FULFILLED,$832.60
ORD0022765,2242,10,06/21/2022,06/24/2022,RETURNED,$666.41
ORD0012657,1007,5,08/17/2023,08/18/2023,FULFILLED,$369.32
ORD0070255,455,1,12/16/2020,12/18/2020,FULFILLED,$110.88
ORD0022858,519,4,07/12/2019,07/15/2019,FULFILLED,"$1,531.63"
ORD0015355,1944,4,11/22/2019,11/23/2019,FULFILLED,$819.47
ORD0010727,2090,1,07/26/2023,,CANCELLED,"$1,080.07"
ORD0006607,301,4,12/01/2020,12/06/2020,FULFILLED,$531.08
ORD0047012,1661,1,10/05/2023,10/09/2023,FULFILLED,"$1,207.33"
ORD0054398,1022,1,10/03/2020,10/04/2020,FULFILLED,"$1,755.48"
ORD0036160,431,1,02/16/2022,02/18/2022,FULFILLED,$321.88
ORD0008149,977,5,05/11/2023,05/16/2023,FULFILLED,"$1,633.75"
ORD0068992,2460,3,01/05/2022,01/10/2022,FULFILLED,$88.76
ORD0033336,1469,1,06/15/2022,06/17/2022,FULFILLED,$921.96
ORD0036697,1516,4,12/09/2022,12/13/2022,FULFILLED,"$1,377.50"
ORD0009135,193,9,06/22/2023,06/24/2023,FULFILLED,$413.74
ORD0050362,1053,1,05/25/2021,05/26/2021,FULFILLED,$821.24
ORD0056748,422,4,08/27/2022,08/31/2022,FULFILLED,$523.74
ORD0066402,2322,1,12/05/2019,12/06/2019,FULFILLED,$542.41
ORD0026665,591,6,02/10/2022,02/13/2022,RETURNED,$735.03
ORD0052909,2110,9,07/18/2021,07/19/2021,FULFILLED,$521.18
ORD0065486,1175,8,06/09/2023,06/14/2023,FULFILLED,$493.76
ORD0057616,2077,3,11/15/2022,11/19/2022,FULFILLED,$711.53
ORD0050553,2062,3,01/14/2020,01/18/2020,RETURNED,$815.04
ORD0024423,1169,7,01/10/2022,01/13/2022,FULFILLED,"$1,057.28"
ORD0028962,1527,6,12/02/2020,12/04/2020,FULFILLED,$362.15
ORD0008959,1708,1,03/18/2022,03/21/2022,FULFILLED,$267.92
ORD0014305,709,3,05/04/2021,05/05/2021,FULFILLED,$661.08
ORD0021150,47,1,10/22/2019,10/24/2019,FULFILLED,"$1,193.05"
ORD0008791,896,1,10/04/2019,10/06/2019,FULFILLED,$200.25
ORD0012296,2244,1,11/27/2019,12/01/2019,FULFILLED,$149.31
ORD0045147,556,9,05/30/2019,06/02/2019,FULFILLED,$171.57
ORD0001850,101,9,08/18/2020,08/19/2020,RETURNED,"$2,499.82"
ORD0070147,818,8,05/24/2021,05/26/2021,FULFILLED,$746.95
ORD0060760,1078,1,04/08/2019,,CANCELLED,$154.83
ORD0046870,2130,7,11/21/2019,,CANCELLED,$958.36
ORD0001061,355,3,06/05/2019,06/10/2019,FULFILLED,$703.32
ORD0045309,636,10,07/06/2022,07/09/2022,FULFILLED,"$1,679.08"
ORD0066853,2277,7,12/08/2022,12/11/2022,FULFILLED,$490.76
ORD0039211,1469,1,12/16/2023,,CANCELLED,"$2,306.12"
ORD0027531,1149,8,12/17/2022,12/18/2022,FULFILLED,$635.80
ORD0064591,2147,6,10/27/2023,10/28/2023,FULFILLED,$472.44
ORD0038137,528,7,10/31/2019,11/05/2019,FULFILLED,$712.97
ORD0064971,2261,1,11/20/2023,11/24/2023,RETURNED,"$1,458.46"
ORD0026766,2107,9,04/18/2019,04/23/2019,FULFILLED,"$2,651.45"
ORD0022091,890,1,07/10/2023,07/12/2023,FULFILLED,$19.36
ORD0031155,846,7,10/21/2019,10/22/2019,FULFILLED,$647.76
ORD0058616,1115,7,09/19/2022,09/21/2022,FULFILLED,"$2,175.56"
ORD0021161,735,1,03/23/2021,03/27/2021,FULFILLED,"$1,316.92"
ORD0054272,2433,8,05/13/2021,05/15/2021,FULFILLED,$655.04
ORD0051735,2321,3,05/02/2022,05/06/2022,FULFILLED,$353.34
ORD0061330,2467,2,11/26/2019,11/29/2019,FULFILLED,$467.00
ORD0044432,2325,6,08/15/2023,,CANCELLED,$128.18
ORD0033688,295,1,02/19/2020,02/23/2020,FULFILLED,$255.96
ORD0050540,1639,8,03/07/2023,03/12/2023,FULFILLED,$856.45
ORD0010584,420,1,11/15/2022,11/19/2022,FULFILLED,"$2,555.44"
ORD0070333,1139,5,01/15/2021,01/19/2021,FULFILLED,$53.52
ORD0016685,1451,1,12/20/2022,12/22/2022,FULFILLED,$571.98
ORD0037970,901,1,08/04/2021,08/05/2021,RETURNED,$80.85
ORD0062879,1736,1,04/10/2023,04/15/2023,FULFILLED,$169.18
ORD0055575,550,1,06/02/2021,06/06/2021,FULFILLED,"$1,831.62"
ORD0027590,1334,2,01/07/2020,01/11/2020,FULFILLED,$557.90
ORD0069522,2165,8,11/27/2020,11/29/2020,FULFILLED,"$1,043.18"
ORD0062444,1078,1,12/22/2022,12/23/2022,FULFILLED,$709.82
ORD0025387,1219,1,12/06/2020,12/08/2020,FULFILLED,"$1,493.82"
ORD0049048,145,6,11/11/2021,11/16/2021,FULFILLED,$373.36
ORD0001725,321,8,06/04/2021,06/05/2021,RETURNED,"$1,674.70"
ORD0000720,2024,3,08/10/2021,,CANCELLED,$366.88
ORD0056052,3,4,11/28/2019,12/02/2019,FULFILLED,"$1,748.14"
ORD0065005,633,1,04/24/2022,,CANCELLED,"$2,020.44"
ORD0001567,429,3,10/06/2020,10/11/2020,FULFILLED,$204.14
ORD0046746,391,1,09/22/2020,09/24/2020,FULFILLED,$566.58
ORD0068455,618,4,07/21/2022,07/23/2022,FULFILLED,$875.54
ORD0069056,1966,1,09/03/2022,09/05/2022,FULFILLED,"$1,635.23"
ORD0047266,593,8,12/03/2020,12/04/2020,FULFILLED,$369.92
ORD0042112,141,4,04/06/2022,04/11/2022,FULFILLED,$860.48
ORD0048318,754,4,06/14/2021,06/19/2021,FULFILLED,$129.75
ORD0028990,650,1,09/13/2022,09/14/2022,FULFILLED,$631.47
ORD0016299,371,3,09/08/2021,09/12/2021,FULFILLED,$805.77
ORD0051167,2016,1,05/09/2022,05/12/2022,FULFILLED,$850.64
ORD0002582,1358,1,09/15/2021,09/17/2021,FULFILLED,$473.12
ORD0035930,267,4,03/10/2019,03/13/2019,FULFILLED,$597.25
ORD0066678,177,2,06/30/2020,07/01/2020,FULFILLED,"$1,110.76"
ORD0014988,1110,3,11/20/2023,11/21/2023,FULFILLED,$755.40
ORD0041295,1878,3,05/20/2020,05/23/2020,FULFILLED,$593.94
ORD0055449,6,1,11/28/2019,12/03/2019,RETURNED,"$1,583.89"
ORD0024242,2052,3,06/03/2022,06/08/2022,FULFILLED,$544.88
ORD0071608,1750,1,01/27/2023,01/31/2023,FULFILLED,$163.30
ORD0043851,741,9,11/09/2020,11/12/2020,FULFILLED,"$1,266.45"
ORD0012925,385,4,08/30/2019,09/04/2019,RETURNED,"$1,836.27"
ORD0025932,1225,4,10/24/2019,10/29/2019,FULFILLED,$453.27
ORD0052606,1542,5,08/12/2022,08/17/2022,FULFILLED,$320.75
ORD0026430,646,1,12/11/2019,12/13/2019,FULFILLED,"$1,050.83"
ORD0029809,868,7,07/20/2022,07/25/2022,FULFILLED,$179.24
ORD0035902,323,1,10/27/2023,10/31/2023,FULFILLED,"$1,218.99"
ORD0024756,639,4,02/13/2023,02/14/2023,FULFILLED,"$1,469.50"
ORD0069408,2096,1,04/05/2021,04/07/2021,FULFILLED,$15.50
ORD0003017,663,1,08/10/2022,08/15/2022,FULFILLED,"$1,458.88"
ORD0056157,1525,10,02/22/2021,02/26/2021,FULFILLED,$630.56
ORD0055510,1359,3,01/09/2020,01/12/2020,FULFILLED,"$3,276.49"
ORD0010038,1568,1,05/03/2023,05/05/2023,FULFILLED,$650.12
ORD0011287,808,6,09/09/2021,09/11/2021,FULFILLED,"$1,043.57"
ORD0050696,1236,1,01/04/2021,01/06/2021,FULFILLED,$677.66
ORD0068963,1804,9,11/16/2023,11/18/2023,FULFILLED,$604.32
ORD0049627,860,6,10/15/2019,10/17/2019,RETURNED,$252.09
ORD0006837,2216,1,03/05/2023,03/08/2023,FULFILLED,"$1,080.04"
ORD0035889,1813,1,05/10/2021,05/15/2021,FULFILLED,$199.36
ORD0068130,837,8,02/26/2021,03/01/2021,FULFILLED,$61.62
ORD0053785,1048,1,03/16/2022,03/18/2022,FULFILLED,"$1,114.51"
ORD0011227,423,6,03/17/2020,03/18/2020,FULFILLED,$376.92
ORD0027385,2046,1,06/23/2022,06/26/2022,FULFILLED,"$1,883.99"
ORD0016326,781,10,09/12/2021,,CANCELLED,$542.52
ORD0065869,1712,4,01/10/2020,01/12/2020,FULFILLED,$724.60
ORD0045983,414,4,11/26/2021,12/01/2021,FULFILLED,"$1,184.42"
ORD0027667,711,9,04/14/2021,04/19/2021,FULFILLED,$621.32
ORD0061140,1784,8,08/31/2023,09/03/2023,FULFILLED,$331.40
ORD0033114,292,4,09/10/2023,09/15/2023,FULFILLED,$173.40
ORD0041486,1643,3,06/08/2021,06/10/2021,FULFILLED,"$1,386.05"
ORD0068048,594,7,07/24/2020,07/26/2020,FULFILLED,"$2,278.28"
ORD0021108,1063,5,03/09/2023,03/11/2023,FULFILLED,$986.36
ORD0016702,1695,4,12/28/2022,01/01/2023,FULFILLED,$605.30
ORD0042147,1592,3,01/30/2022,02/03/2022,FULFILLED,$186.56
ORD0068298,1827,6,03/10/2020,03/14/2020,FULFILLED,"$1,028.15"
ORD0003852,2383,5,05/21/2019,05/26/2019,FULFILLED,$581.11
ORD0011184,376,4,11/17/2021,11/18/2021,FULFILLED,$713.79
ORD0063327,1846,8,06/26/2023,07/01/2023,FULFILLED,$438.07
ORD0062831,560,8,11/11/2022,11/15/2022,FULFILLED,"$1,166.98"
ORD0014416,24,6,12/20/2022,12/22/2022,FULFILLED,$768.68
ORD0020330,538,7,06/24/2019,06/25/2019,FULFILLED,"$1,471.15"
ORD0059394,410,1,07/03/2020,07/04/2020,FULFILLED,$127.11
ORD0042782,1087,8,02/26/2021,03/01/2021,FULFILLED,"$1,735.44"
ORD0006471,902,10,04/21/2020,,CANCELLED,$352.35
ORD0017338,1196,1,04/17/2023,04/20/2023,FULFILLED,$275.52
ORD0024234,2281,5,03/25/2022,03/27/2022,FULFILLED,$348.29
ORD0001825,1187,6,07/13/2020,07/14/2020,FULFILLED,$428.80
ORD0059523,2126,3,11/25/2021,11/27/2021,FULFILLED,"$1,403.90"
ORD0032430,2218,5,10/22/2023,10/27/2023,FULFILLED,$248.05
ORD0021517,1013,7,08/28/2023,08/29/2023,FULFILLED,$182.78
ORD0063163,1598,6,12/14/2020,12/16/2020,FULFILLED,$162.45
ORD0026756,144,4,10/16/2021,10/19/2021,FULFILLED,$425.43
ORD0035009,951,7,12/07/2022,12/09/2022,FULFILLED,$742.20
ORD0039214,2034,4,03/30/2021,04/01/2021,FULFILLED,$473.97
ORD0037284,1902,1,03/30/2023,04/03/2023,FULFILLED,$252.14
ORD0053099,619,4,03/24/2023,03/26/2023,RETURNED,$745.27
ORD0003761,1737,5,01/15/2019,01/17/2019,FULFILLED,"$1,252.01"
ORD0022232,2302,4,08/15/2023,08/17/2023,FULFILLED,$387.28
ORD0050469,2173,1,05/31/2019,06/02/2019,FULFILLED,"$1,762.90"
ORD0056893,1045,9,11/25/2021,11/26/2021,FULFILLED,$342.66
ORD0027629,989,1,04/07/2023,04/08/2023,FULFILLED,"$1,155.66"
ORD0037451,1856,1,09/28/2021,10/01/2021,FULFILLED,$989.73
ORD0054599,1918,3,03/07/2023,03/08/2023,FULFILLED,"$1,211.34"
ORD0054640,1104,4,06/02/2022,06/07/2022,FULFILLED,$607.93
ORD0055659,258,5,04/12/2019,04/17/2019,FULFILLED,$398.06
ORD0063005,2067,5,03/08/2019,03/09/2019,FULFILLED,"$1,990.59"
ORD0023223,541,5,01/18/2020,01/19/2020,FULFILLED,$129.03
ORD0026370,942,5,11/06/2019,11/09/2019,FULFILLED,"$2,692.65"
ORD0008227,631,1,10/20/2021,10/22/2021,FULFILLED,$187.02
ORD0055894,417,3,03/22/2021,,CANCELLED,"$1,797.30"
ORD0027654,190,6,11/03/2020,11/06/2020,FULFILLED,$802.14
ORD0045653,378,5,09/08/2023,09/10/2023,FULFILLED,$158.27
ORD0012434,896,3,08/13/2020,08/16/2020,FULFILLED,$171.00
ORD0006128,1108,1,09/15/2022,09/16/2022,FULFILLED,$31.80
ORD0007848,2210,1,10/28/2020,11/02/2020,FULFILLED,"$1,761.80"
ORD0067637,158,1,08/30/2019,09/04/2019,FULFILLED,$580.46
ORD0028119,2024,8,07/17/2020,07/19/2020,FULFILLED,"$1,587.51"
ORD0067707,598,5,04/02/2019,04/06/2019,RETURNED,$129.65
ORD0064095,2441,1,04/30/2020,,CANCELLED,$371.82
ORD0001664,1758,6,08/17/2021,08/20/2021,FULFILLED,"$1,181.62"
ORD0004889,1929,5,06/12/2019,06/15/2019,FULFILLED,"$1,615.52"
ORD0006530,434,1,02/17/2021,02/19/2021,FULFILLED,"$2,113.28"
ORD0025069,158,6,12/08/2020,12/12/2020,FULFILLED,"$1,366.45"
ORD0004340,2366,6,11/29/2022,12/03/2022,FULFILLED,$295.43
ORD0039145,1682,4,05/22/2021,05/26/2021,FULFILLED,$168.14
ORD0025712,945,10,09/05/2019,09/09/2019,FULFILLED,"$1,722.91"
ORD0005920,2483,4,08/03/2021,08/04/2021,FULFILLED,"$1,279.51"
ORD0040273,1029,5,05/16/2023,05/18/2023,FULFILLED,$271.76
ORD0015520,1906,1,09/23/2019,09/28/2019,FULFILLED,$768.97
ORD0012146,90,8,12/03/2021,12/04/2021,FULFILLED,"$1,705.42"
ORD0014200,1001,1,05/31/2022,06/05/2022,FULFILLED,"$1,208.27"
ORD0037431,843,5,07/28/2021,07/29/2021,FULFILLED,$560.74
ORD0059288,2010,4,02/14/2020,02/16/2020,FULFILLED,"$2,133.85"
ORD0029161,1253,7,10/12/2020,10/14/2020,FULFILLED,$670.15
ORD0040741,1009,10,01/24/2023,01/25/2023,FULFILLED,"$1,398.50"
ORD0048263,1570,1,08/12/2022,08/13/2022,FULFILLED,$975.26
ORD0032459,769,6,06/02/2022,06/03/2022,FULFILLED,$975.96
ORD0001453,934,5,11/08/2020,11/10/2020,FULFILLED,"$2,086.57"
ORD0028443,1228,4,08/04/2023,08/09/2023,FULFILLED,$592.13
ORD0025037,202,9,05/10/2022,05/12/2022,FULFILLED,"$1,487.11"
ORD0015001,456,1,09/04/2021,09/08/2021,FULFILLED,$927.41
ORD0039896,703,7,10/27/2022,10/31/2022,FULFILLED,"$1,098.25"
ORD0042490,891,9,10/26/2019,10/31/2019,FULFILLED,"$1,666.01"
ORD0000546,1627,5,07/10/2019,07/14/2019,FULFILLED,$398.36
ORD0061486,2497,8,09/22/2021,09/24/2021,FULFILLED,$529.13
ORD0027787,1917,10,08/25/2021,08/29/2021,FULFILLED,$158.58
ORD0007484,2169,10,02/21/2023,02/22/2023,FULFILLED,$497.44
ORD0060665,1106,1,01/18/2023,01/21/2023,FULFILLED,"$1,333.80"
ORD0048073,2304,8,06/25/2021,06/26/2021,FULFILLED,$761.98
ORD0002043,1523,1,04/11/2023,04/15/2023,FULFILLED,$160.03
ORD0006740,1474,3,01/13/2020,01/15/2020,FULFILLED,"$1,064.37"
ORD0014670,2222,1,12/14/2021,12/18/2021,FULFILLED,"$1,042.80"
ORD0020949,263,9,10/01/2020,10/04/2020,FULFILLED,$647.66
ORD0069582,2120,9,03/21/2023,03/24/2023,FULFILLED,$290.16
ORD0011595,69,3,05/22/2023,05/27/2023,FULFILLED,$235.05
ORD0019937,2115,5,12/31/2020,01/05/2021,FULFILLED,$515.93
ORD0001294,607,1,04/16/2023,04/21/2023,FULFILLED,$605.55
ORD0055770,2059,4,08/17/2023,08/20/2023,FULFILLED,$650.63
ORD0016773,443,4,03/14/2023,03/16/2023,FULFILLED,$544.53
ORD0031952,1188,1,11/02/2022,11/07/2022,FULFILLED,$993.65
ORD0029056,2138,1,12/10/2023,12/14/2023,FULFILLED,"$2,262.73"
ORD0070544,1518,3,07/02/2019,07/06/2019,FULFILLED,$565.19
ORD0015828,1618,3,08/17/2022,08/22/2022,FULFILLED,$739.44
ORD0013977,1769,1,08/28/2021,09/02/2021,FULFILLED,$146.72
ORD0042353,1938,1,10/18/2023,10/22/2023,FULFILLED,$533.27
ORD0022133,1214,9,12/25/2020,12/29/2020,FULFILLED,"$3,122.95"
ORD0024396,2414,7,05/06/2020,05/10/2020,FULFILLED,$292.85
ORD0037578,97,4,09/02/2020,09/03/2020,FULFILLED,$735.45
ORD0007249,785,1,11/01/2021,11/06/2021,FULFILLED,$512.96
ORD0044492,792,8,12/23/2020,12/25/2020,FULFILLED,$655.95
ORD0034637,297,7,10/15/2023,10/16/2023,FULFILLED,"$1,449.27"
ORD0008045,2346,8,02/03/2020,02/04/2020,FULFILLED,$426.37
ORD0055693,1485,6,09/30/2022,10/02/2022,FULFILLED,$504.56
ORD0022698,30,3,05/06/2023,05/11/2023,FULFILLED,"$1,536.19"
ORD0059684,1791,4,01/13/2020,01/17/2020,FULFILLED,$294.37
ORD0052862,2085,1,10/08/2021,10/11/2021,FULFILLED,$757.41
ORD0041359,1032,7,12/17/2021,12/20/2021,FULFILLED,"$1,035.48"
ORD0014967,625,9,07/01/2019,07/03/2019,FULFILLED,$766.50
ORD0020018,811,10,04/04/2022,04/09/2022,RETURNED,$967.33
ORD0006937,223,1,10/19/2022,10/21/2022,FULFILLED,$641.83
ORD0005923,128,1,09/17/2019,09/18/2019,FULFILLED,"$1,512.69"
ORD0010804,2204,4,01/30/2019,02/04/2019,FULFILLED,$433.35
ORD0033415,86,8,11/07/2022,11/09/2022,FULFILLED,$369.72
ORD0029055,700,8,02/03/2020,02/06/2020,FULFILLED,$298.52
ORD0009104,2035,6,01/31/2021,02/01/2021,FULFILLED,$180.18
ORD0001847,1334,5,09/10/2021,09/15/2021,FULFILLED,$753.66
ORD0046343,128,3,02/11/2019,02/15/2019,FULFILLED,$479.15
ORD0035841,1755,9,11/29/2023,12/04/2023,FULFILLED,$910.29
ORD0015944,395,1,07/01/2019,07/06/2019,FULFILLED,$624.19
ORD0010173,147,9,04/28/2023,,CANCELLED,$781.30
ORD0044918,776,2,04/19/2019,04/22/2019,FULFILLED,$919.81
ORD0067649,377,1,07/15/2021,07/17/2021,FULFILLED,$369.28
ORD0038784,906,6,04/01/2022,04/02/2022,FULFILLED,"$1,282.12"
ORD0036764,192,7,06/01/2021,06/06/2021,RETURNED,"$1,192.03"
ORD0007341,276,7,09/11/2020,,CANCELLED,"$2,105.93"
ORD0028566,1343,1,02/09/2021,02/10/2021,FULFILLED,$937.86
ORD0025259,2430,1,04/19/2023,04/23/2023,FULFILLED,$214.06
ORD0036505,2409,4,03/02/2023,03/04/2023,FULFILLED,$669.84
ORD0014687,958,9,10/26/2021,10/30/2021,RETURNED,$783.06
ORD0036191,28,4,10/26/2023,10/28/2023,FULFILLED,$642.77
ORD0008084,335,1,08/27/2021,08/28/2021,FULFILLED,"$1,769.02"
ORD0026004,2013,1,10/19/2022,10/23/2022,FULFILLED,"$1,284.82"
ORD0014313,1751,4,07/20/2023,07/25/2023,RETURNED,$415.45
ORD0025670,246,1,09/19/2023,09/23/2023,FULFILLED,"$2,424.85"
ORD0038653,288,9,03/01/2021,03/03/2021,FULFILLED,$805.77
ORD0024013,1671,9,09/19/2019,09/23/2019,FULFILLED,"$1,304.07"
ORD0000754,1141,1,12/20/2022,12/21/2022,FULFILLED,$164.27
ORD0053079,1784,4,10/19/2023,10/24/2023,FULFILLED,$733.39
ORD0055172,1410,1,02/09/2019,02/10/2019,FULFILLED,$816.95
ORD0068694,2085,3,02/27/2020,03/02/2020,FULFILLED,$125.40
ORD0020664,188,1,09/03/2022,09/06/2022,FULFILLED,$867.92
ORD0025641,1102,8,01/07/2022,01/10/2022,FULFILLED,$44.38
ORD0020446,2325,7,09/02/2021,09/03/2021,FULFILLED,"$1,576.56"
ORD0000567,1059,1,03/13/2020,03/14/2020,FULFILLED,$280.06
ORD0003920,1429,5,03/15/2021,03/20/2021,FULFILLED,$298.28
ORD0023636,671,1,03/04/2020,03/05/2020,FULFILLED,$139.48
ORD0069919,618,9,05/29/2023,06/02/2023,FULFILLED,$453.76
ORD0018313,696,6,05/26/2023,05/27/2023,FULFILLED,$76.16
ORD0011076,1646,10,09/17/2019,09/19/2019,FULFILLED,"$1,144.81"
ORD0069163,1170,8,01/01/2022,,CANCELLED,$566.10
ORD0061502,807,1,07/06/2021,07/07/2021,FULFILLED,$928.03
ORD0029756,1803,7,05/21/2019,05/25/2019,FULFILLED,$368.97
ORD0057241,486,9,07/05/2020,07/06/2020,FULFILLED,$463.34
ORD0006379,1018,8,07/04/2021,07/09/2021,FULFILLED,"$1,601.58"
ORD0061676,1512,3,11/06/2019,11/08/2019,FULFILLED,$444.29
ORD0035051,2297,5,05/12/2021,05/13/2021,FULFILLED,$626.45
ORD0052400,1005,10,01/12/2023,01/13/2023,FULFILLED,$968.44
ORD0003627,2056,10,11/11/2020,11/13/2020,FULFILLED,$202.47
ORD0010665,1340,5,12/05/2022,12/07/2022,FULFILLED,$345.90
ORD0020259,1901,1,12/15/2022,12/17/2022,FULFILLED,"$1,029.59"
ORD0029923,1646,4,11/25/2022,,CANCELLED,$285.97
ORD0055634,1832,3,09/21/2023,09/25/2023,FULFILLED,$987.25
ORD0037222,302,1,03/04/2019,03/09/2019,FULFILLED,"$2,170.62"
ORD0001668,1452,6,10/29/2021,10/30/2021,FULFILLED,$185.71
ORD0025593,1328,6,09/01/2021,09/02/2021,FULFILLED,$422.10
ORD0047166,572,1,12/11/2023,12/12/2023,FULFILLED,$559.24
ORD0057808,194,6,08/27/2020,08/31/2020,FULFILLED,"$1,400.68"
ORD0042491,1805,8,05/25/2019,05/29/2019,FULFILLED,"$3,056.36"
ORD0007692,863,1,08/15/2019,08/17/2019,FULFILLED,$521.76
ORD0030720,1326,9,05/01/2019,05/02/2019,FULFILLED,$225.98
ORD0018897,1222,6,08/29/2023,09/01/2023,FULFILLED,$285.95
ORD0035920,336,5,11/04/2019,11/06/2019,FULFILLED,$333.44
ORD0054621,2218,8,01/26/2021,01/31/2021,FULFILLED,$139.88
ORD0009365,712,1,02/11/2021,02/15/2021,FULFILLED,"$1,248.88"
ORD0009872,287,3,08/05/2023,08/09/2023,FULFILLED,$333.48
ORD0069035,1805,3,11/16/2020,11/19/2020,FULFILLED,$328.29
ORD0045322,804,5,08/20/2021,,CANCELLED,"$1,419.77"
ORD0061917,191,4,08/14/2023,08/18/2023,FULFILLED,$682.61
ORD0067359,2245,4,02/19/2021,02/23/2021,FULFILLED,"$1,484.37"
ORD0055382,1875,1,01/24/2022,01/25/2022,FULFILLED,"$2,674.01"
ORD0040681,1646,8,04/05/2019,04/06/2019,FULFILLED,$398.35
ORD0046854,1258,3,09/18/2023,09/21/2023,FULFILLED,$651.53
ORD0027433,2022,7,03/12/2019,03/17/2019,FULFILLED,"$1,056.96"
ORD0024851,2205,10,09/27/2023,09/28/2023,FULFILLED,$471.47
ORD0016168,587,5,11/30/2021,12/05/2021,FULFILLED,$884.38
ORD0055385,1652,8,12/23/2019,12/27/2019,FULFILLED,$887.83
ORD0026391,236,5,11/03/2019,11/05/2019,FULFILLED,$322.91
ORD0025588,1617,3,01/14/2021,01/16/2021,FULFILLED,$420.74
ORD0053568,402,1,08/03/2021,08/04/2021,FULFILLED,$643.48
ORD0011619,1553,1,12/08/2020,,CANCELLED,"$1,151.15"
ORD0011942,1815,3,11/24/2022,11/27/2022,RETURNED,"$1,047.58"
ORD0030549,1474,7,04/05/2022,04/06/2022,FULFILLED,$302.22
ORD0015449,1923,1,07/08/2021,07/12/2021,FULFILLED,$632.76
ORD0049130,1286,5,07/02/2022,07/04/2022,FULFILLED,$737.78
ORD0030191,626,7,04/25/2019,04/30/2019,FULFILLED,"$1,636.44"
ORD0043502,1537,1,12/08/2020,,CANCELLED,$268.77
ORD0039420,1851,5,07/07/2022,07/11/2022,FULFILLED,$747.14
ORD0002265,2068,4,11/11/2020,11/12/2020,FULFILLED,$773.93
ORD0023512,2360,6,10/16/2023,10/19/2023,FULFILLED,$213.72
ORD0059773,417,1,02/20/2023,02/23/2023,FULFILLED,$600.84
ORD0071035,587,8,10/26/2023,10/28/2023,FULFILLED,"$1,334.46"
ORD0054295,451,10,12/24/2020,12/25/2020,FULFILLED,"$1,307.75"
ORD0060035,341,8,10/21/2022,10/22/2022,FULFILLED,$204.25
ORD0031355,2418,8,02/26/2019,02/28/2019,FULFILLED,$563.82
ORD0045163,1636,1,07/03/2022,07/08/2022,FULFILLED,$832.41
ORD0027985,840,3,12/02/2020,12/06/2020,FULFILLED,$999.73
ORD0057900,1493,4,12/12/2019,12/14/2019,FULFILLED,"$1,096.24"
ORD0049299,2004,3,11/21/2023,11/25/2023,FULFILLED,$874.06
