event_id,machine_id,event_date,event_type,failure_mode,downtime_hours,repair_cost
530,7,2021-09-30,Preventive,,3.2,744.59
531,7,2021-11-01,Preventive,,3.5,540.76
532,7,2021-11-28,Preventive,,3.0,447.58
533,7,2021-12-26,Preventive,,1.7,383.96
534,7,2022-01-06,Failure,Blade dull,2.2,4308.49
535,7,2022-01-09,Failure,Roller misalignment,6.2,2994.2
536,7,2022-01-25,Preventive,,2.4,717.52
537,7,2022-02-28,Preventive,,3.6,237.54
538,7,2022-03-26,Preventive,,1.3,388.19
539,7,2022-04-25,Preventive,,2.4,384.81
540,7,2022-04-26,Failure,Blade dull,3.4,2891.69
541,7,2022-05-24,Preventive,,3.8,708.58
542,7,2022-06-26,Preventive,,2.7,586.33
543,7,2022-07-24,Failure,Roller misalignment,6.4,1154.43
544,7,2022-07-26,Preventive,,2.1,795.46
545,7,2022-08-23,Preventive,,2.8,852.29
546,7,2022-09-13,Failure,Bearing wear,5.6,1532.61
547,7,2022-09-21,Preventive,,3.6,828.82
548,7,2022-10-11,Failure,Roller misalignment,6.9,1146.84
549,7,2022-10-18,Preventive,,3.4,724.25
550,7,2022-11-20,Preventive,,1.8,616.77
551,7,2022-12-24,Preventive,,2.4,556.86
552,7,2023-01-07,Failure,Roller misalignment,4.2,454.93
553,7,2023-01-17,Failure,Hydraulic leak,0.8,3715.1
554,7,2023-01-25,Preventive,,2.3,721.5
555,7,2023-02-28,Preventive,,3.1,496.24
556,7,2023-04-01,Preventive,,1.4,432.46
557,7,2023-05-02,Preventive,,1.6,544.7
558,7,2023-05-11,Failure,Hydraulic leak,4.9,3243.08
559,7,2023-05-31,Preventive,,1.1,485.59
560,7,2023-06-19,Failure,Hydraulic leak,8.5,361.79
561,7,2023-07-02,Preventive,,1.8,351.96
562,7,2023-08-04,Preventive,,3.5,319.16
563,7,2023-08-05,Failure,Roller misalignment,3.6,1216.63
564,7,2023-09-04,Preventive,,2.1,558.08
565,7,2023-10-04,Preventive,,2.4,712.94
566,7,2023-11-07,Preventive,,1.7,741.73
567,7,2023-12-11,Preventive,,1.6,831.72
568,7,2023-12-17,Failure,Control fault,3.1,1726.47
569,8,2019-01-06,Preventive,,1.9,520.06
570,8,2019-01-23,Failure,Bearing wear,3.4,1450.66
571,8,2019-02-08,Preventive,,2.2,572.93
572,8,2019-03-07,Preventive,,3.4,278.75
573,8,2019-04-03,Preventive,,3.7,392.76
574,8,2019-05-07,Preventive,,2.0,785.91
575,8,2019-05-10,Failure,Web break,2.2,1551.72
576,8,2019-05-20,Failure,Roller misalignment,4.4,2031.66
577,8,2019-06-04,Preventive,,3.0,447.56
578,8,2019-07-01,Preventive,,1.9,223.15
579,8,2019-07-19,Failure,Roller misalignment,1.6,1062.03
580,8,2019-07-29,Preventive,,2.8,290.61
581,8,2019-08-30,Preventive,,2.4,567.31
582,8,2019-09-13,Failure,Motor overheat,1.4,1891.22
583,8,2019-09-25,Preventive,,1.8,867.36
584,8,2019-10-28,Preventive,,3.1,700.26
585,8,2019-11-26,Preventive,,1.0,587.3
586,8,2019-12-22,Preventive,,3.8,331.68
587,8,2020-01-20,Preventive,,2.3,443.1
588,8,2020-01-27,Failure,Hydraulic leak,7.0,3051.13
589,8,2020-02-22,Preventive,,3.7,441.64
590,8,2020-03-26,Preventive,,1.1,421.0
591,8,2020-04-21,Preventive,,1.7,621.12
592,8,2020-05-24,Preventive,,3.7,353.33
593,8,2020-06-16,Failure,Control fault,3.8,500.89
594,8,2020-06-23,Preventive,,2.4,603.81
595,8,2020-07-23,Preventive,,1.2,640.57
596,8,2020-08-15,Failure,Hydraulic leak,2.8,1684.65
597,8,2020-08-18,Preventive,,3.1,859.6
598,8,2020-08-24,Failure,Web break,4.1,1769.02
599,8,2020-09-13,Preventive,,1.5,566.98
600,8,2020-10-10,Preventive,,2.2,276.43
601,8,2020-11-10,Preventive,,1.8,838.59
602,8,2020-12-05,Failure,Hydraulic leak,4.0,2554.25
603,8,2020-12-08,Failure,Control fault,7.2,780.01
604,8,2020-12-13,Preventive,,1.3,597.74
605,8,2021-01-13,Preventive,,1.5,322.69
606,8,2021-01-26,Failure,Control fault,4.3,1099.65
607,8,2021-01-31,Failure,Control fault,2.1,1056.29
608,8,2021-02-11,Preventive,,1.7,406.85
609,8,2021-03-16,Preventive,,2.4,341.39
610,8,2021-04-06,Failure,Roller misalignment,4.3,1323.88
611,8,2021-04-19,Preventive,,2.0,258.48
612,8,2021-05-23,Preventive,,1.0,570.59
613,8,2021-06-10,Failure,Motor overheat,6.8,2674.09
614,8,2021-06-10,Failure,Bearing wear,2.9,2330.79
615,8,2021-06-17,Failure,Hydraulic leak,3.3,1010.07
616,8,2021-06-18,Preventive,,2.8,612.8
617,8,2021-07-20,Preventive,,2.9,899.17
618,8,2021-08-17,Preventive,,2.8,411.54
619,8,2021-09-20,Preventive,,3.5,887.69
620,8,2021-10-16,Preventive,,3.9,314.78
621,8,2021-11-19,Preventive,,1.6,672.49
622,8,2021-12-20,Preventive,,1.7,415.75
623,8,2022-01-15,Preventive,,1.6,251.99
624,8,2022-01-23,Failure,Bearing wear,3.0,1697.43
625,8,2022-02-17,Preventive,,3.8,886.43
626,8,2022-03-17,Preventive,,1.8,529.84
627,8,2022-03-28,Failure,Hydraulic leak,2.0,3277.01
628,8,2022-04-20,Preventive,,1.4,369.9
629,8,2022-05-10,Failure,Roller misalignment,6.9,1598.53
630,8,2022-05-20,Preventive,,3.1,802.65
631,8,2022-06-18,Preventive,,2.8,879.54
632,8,2022-06-18,Failure,Web break,1.7,1153.45
633,8,2022-07-16,Preventive,,1.5,740.28
634,8,2022-08-17,Preventive,,3.7,520.3
635,8,2022-08-30,Failure,Roller misalignment,3.2,1162.08
636,8,2022-09-13,Preventive,,2.3,481.85
637,8,2022-09-14,Failure,Roller misalignment,3.5,2405.26
638,8,2022-10-16,Preventive,,3.5,338.6
639,8,2022-11-16,Preventive,,1.9,369.5
640,8,2022-12-19,Preventive,,2.3,336.87
641,8,2023-01-14,Preventive,,3.5,411.75
642,8,2023-02-14,Preventive,,3.0,799.88
643,8,2023-03-13,Preventive,,1.6,675.8
644,8,2023-03-17,Failure,Bearing wear,4.2,1948.04
645,8,2023-04-10,Preventive,,1.6,341.51
646,8,2023-05-09,Preventive,,2.8,499.88
647,8,2023-06-06,Preventive,,3.2,245.09
648,8,2023-06-30,Failure,Roller misalignment,1.2,662.68
649,8,2023-07-06,Preventive,,3.0,655.42
650,8,2023-08-01,Preventive,,1.4,420.21
651,8,2023-08-30,Preventive,,1.9,458.26
652,8,2023-10-01,Preventive,,1.1,622.76
653,8,2023-11-03,Preventive,,2.8,273.77
654,8,2023-11-07,Failure,Control fault,4.7,1263.77
655,8,2023-11-12,Failure,Motor overheat,3.5,1628.77
656,8,2023-11-22,Failure,Bearing wear,2.7,2381.32
657,8,2023-12-03,Preventive,,3.6,669.02
658,9,2019-01-26,Preventive,,3.6,672.82
659,9,2019-02-07,Failure,Bearing wear,5.7,646.05
660,9,2019-02-23,Preventive,,3.8,424.81
661,9,2019-03-12,Failure,Web break,5.8,4204.2
662,9,2019-03-25,Preventive,,1.4,709.5
663,9,2019-04-23,Preventive,,3.6,503.6
664,9,2019-05-23,Preventive,,3.5,228.06
665,9,2019-06-22,Preventive,,2.1,430.46
666,9,2019-07-18,Preventive,,1.6,308.49
667,9,2019-07-30,Failure,Blade dull,3.3,2275.3
668,9,2019-08-20,Failure,Roller misalignment,6.1,4221.13
669,9,2019-08-21,Preventive,,3.3,267.97
670,9,2019-09-20,Preventive,,2.8,752.14
671,9,2019-09-27,Failure,Roller misalignment,2.2,2835.36
672,9,2019-10-16,Preventive,,2.6,576.6
673,9,2019-11-14,Preventive,,2.6,503.09
674,9,2019-12-14,Preventive,,3.4,812.43
675,9,2020-01-12,Preventive,,2.1,711.16
676,9,2020-02-13,Preventive,,1.2,272.35
677,9,2020-03-10,Preventive,,1.4,793.22
678,9,2020-03-26,Failure,Roller misalignment,4.9,465.08
679,9,2020-04-06,Preventive,,1.0,843.43
680,9,2020-05-03,Preventive,,2.4,673.67
681,9,2020-06-01,Preventive,,1.9,344.53
682,9,2020-06-25,Failure,Web break,3.5,6087.04
683,9,2020-07-05,Preventive,,2.5,395.72
684,9,2020-08-04,Preventive,,2.8,475.91
685,9,2020-09-01,Preventive,,1.3,451.24
686,9,2020-10-05,Preventive,,3.6,660.49
687,9,2020-11-02,Preventive,,2.9,886.37
688,9,2020-12-02,Preventive,,2.6,510.25
689,9,2020-12-16,Failure,Hydraulic leak,5.9,3612.4
690,9,2021-01-04,Preventive,,2.7,801.31
691,9,2021-01-11,Failure,Web break,2.7,3000.01
692,9,2021-01-12,Failure,Blade dull,4.2,761.77
693,9,2021-01-31,Preventive,,2.1,848.75
694,9,2021-02-27,Preventive,,2.2,794.81
695,9,2021-03-25,Preventive,,1.4,730.84
696,9,2021-04-20,Preventive,,4.0,455.53
697,9,2021-05-16,Preventive,,3.3,871.81
698,9,2021-06-15,Failure,Bearing wear,2.6,1859.62
699,9,2021-06-17,Preventive,,3.4,292.19
700,9,2021-07-14,Preventive,,2.0,788.56
701,9,2021-07-29,Failure,Control fault,3.0,1782.47
702,9,2021-08-16,Preventive,,2.7,219.76
703,9,2021-08-20,Failure,Bearing wear,2.8,2605.14
704,9,2021-09-11,Preventive,,3.1,861.58
705,9,2021-10-14,Preventive,,2.7,409.21
706,9,2021-11-13,Preventive,,1.3,211.08
707,9,2021-12-17,Preventive,,3.9,671.56
708,9,2022-01-04,Failure,Hydraulic leak,2.6,1812.35
709,9,2022-01-19,Preventive,,3.7,632.79
710,9,2022-02-15,Preventive,,2.9,694.51
711,9,2022-03-16,Preventive,,1.7,795.99
712,9,2022-03-24,Failure,Bearing wear,3.7,1300.3
713,9,2022-04-19,Preventive,,3.8,684.86
714,9,2022-05-17,Preventive,,1.9,722.64
715,9,2022-06-05,Failure,Roller misalignment,3.3,1518.23
716,9,2022-06-15,Preventive,,1.6,473.07
717,9,2022-07-11,Preventive,,2.6,640.25
718,9,2022-08-11,Preventive,,3.8,480.12
719,9,2022-09-10,Preventive,,2.4,263.17
720,9,2022-10-06,Preventive,,3.9,791.2
721,9,2022-11-05,Preventive,,3.8,227.9
722,9,2022-12-06,Preventive,,4.0,586.52
723,9,2023-01-03,Preventive,,2.3,572.76
724,9,2023-01-22,Failure,Web break,3.3,1845.65
725,9,2023-01-30,Preventive,,2.9,271.72
726,9,2023-03-02,Preventive,,2.8,272.17
727,9,2023-03-12,Failure,Control fault,3.3,4608.52
728,9,2023-03-30,Failure,Motor overheat,1.0,7984.04
729,9,2023-03-31,Preventive,,1.9,569.53
730,9,2023-04-26,Preventive,,1.2,718.6
731,9,2023-05-27,Preventive,,2.5,731.76
732,9,2023-06-23,Preventive,,1.9,852.84
733,9,2023-07-25,Preventive,,2.1,387.87
734,9,2023-08-22,Preventive,,1.1,808.83
735,9,2023-08-25,Failure,Blade dull,1.6,440.22
736,9,2023-09-17,Preventive,,3.1,538.95
737,9,2023-10-15,Preventive,,3.0,697.18
738,9,2023-10-25,Failure,Roller misalignment,2.6,2063.28
739,9,2023-11-03,Failure,Blade dull,4.4,1036.48
740,9,2023-11-14,Preventive,,1.5,443.7
741,9,2023-12-10,Preventive,,1.8,874.45
742,10,2019-01-13,Preventive,,1.3,857.14
743,10,2019-02-08,Preventive,,3.5,302.84
744,10,2019-03-10,Failure,Control fault,6.6,2968.01
745,10,2019-03-13,Preventive,,2.0,681.89
746,10,2019-04-12,Preventive,,2.8,479.35
747,10,2019-05-09,Preventive,,1.0,710.7
748,10,2019-06-06,Preventive,,3.6,267.54
749,10,2019-07-07,Preventive,,3.8,474.48
750,10,2019-08-06,Preventive,,3.0,261.86
751,10,2019-09-07,Preventive,,3.3,332.26
752,10,2019-10-05,Preventive,,3.8,347.11
753,10,2019-10-15,Failure,Blade dull,6.5,1338.11
754,10,2019-11-01,Preventive,,3.9,208.91
755,10,2019-11-28,Preventive,,1.8,715.11
756,10,2019-12-28,Preventive,,2.7,716.82
757,10,2020-01-29,Preventive,,3.5,204.53
758,10,2020-02-25,Preventive,,1.5,538.39
759,10,2020-03-29,Preventive,,4.0,845.56
760,10,2020-04-27,Preventive,,1.9,580.85
761,10,2020-05-24,Preventive,,1.8,598.83
762,10,2020-06-19,Preventive,,2.5,561.0
763,10,2020-07-15,Preventive,,2.3,820.78
764,10,2020-08-18,Preventive,,3.6,262.59
765,10,2020-09-11,Failure,Web break,6.4,2806.55
766,10,2020-09-21,Preventive,,3.5,601.5
767,10,2020-09-28,Failure,Bearing wear,1.6,2253.14
768,10,2020-10-19,Preventive,,2.3,737.74
769,10,2020-11-16,Preventive,,3.6,465.66
770,10,2020-12-12,Preventive,,1.3,252.8
771,10,2021-01-11,Preventive,,1.4,449.85
772,10,2021-02-12,Preventive,,2.3,698.06
773,10,2021-02-23,Failure,Blade dull,23.8,1639.74
774,10,2021-03-17,Preventive,,2.0,474.71
775,10,2021-04-14,Preventive,,1.7,554.02
776,10,2021-05-15,Preventive,,1.7,241.06
777,10,2021-06-02,Failure,Motor overheat,4.0,1099.46
778,10,2021-06-13,Preventive,,2.9,684.21
779,10,2021-06-21,Failure,Blade dull,1.3,1442.15
780,10,2021-07-10,Preventive,,2.0,360.03
781,10,2021-07-29,Failure,Hydraulic leak,1.4,707.73
782,10,2021-08-05,Preventive,,3.6,312.33
783,10,2021-08-17,Failure,Motor overheat,3.3,2496.89
784,10,2021-09-06,Preventive,,2.8,857.96
785,10,2021-10-09,Preventive,,2.4,266.24
786,10,2021-10-12,Failure,Roller misalignment,6.1,4048.98
787,10,2021-11-06,Failure,Bearing wear,2.1,1712.83
788,10,2021-11-11,Preventive,,1.2,302.34
789,10,2021-12-15,Preventive,,2.9,560.01
790,10,2022-01-13,Preventive,,1.9,373.22
791,10,2022-02-14,Preventive,,3.0,261.68
792,10,2022-03-16,Preventive,,1.7,764.56
793,10,2022-04-18,Preventive,,2.3,238.51
794,10,2022-05-22,Preventive,,1.4,609.76
795,10,2022-06-19,Preventive,,3.4,369.82
796,10,2022-07-22,Preventive,,1.2,441.54
797,10,2022-08-23,Preventive,,4.0,689.16
798,10,2022-09-21,Preventive,,1.9,832.05
799,10,2022-10-22,Preventive,,2.0,860.64
800,10,2022-11-18,Preventive,,2.8,828.64
801,10,2022-12-16,Preventive,,1.6,772.31
802,10,2023-01-13,Preventive,,2.3,761.13
803,10,2023-02-12,Preventive,,2.2,540.05
804,10,2023-03-17,Preventive,,1.4,636.86
805,10,2023-04-15,Preventive,,1.7,839.01
806,10,2023-05-15,Preventive,,2.3,443.1
807,10,2023-06-11,Preventive,,1.8,793.89
808,10,2023-07-09,Preventive,,3.7,577.82
809,10,2023-07-13,Failure,Motor overheat,3.6,753.31
810,10,2023-08-09,Preventive,,1.8,510.29
811,10,2023-09-05,Failure,Roller misalignment,2.3,315.38
812,10,2023-09-06,Preventive,,1.5,437.29
813,10,2023-10-06,Preventive,,1.2,611.52
814,10,2023-11-08,Preventive,,3.3,727.64
815,10,2023-12-06,Preventive,,3.8,327.38
816,11,2019-01-03,Preventive,,1.9,744.62
817,11,2019-02-05,Preventive,,1.4,650.4
818,11,2019-03-10,Preventive,,1.7,743.92
819,11,2019-04-08,Preventive,,3.4,578.66
820,11,2019-05-11,Preventive,,3.3,456.86
821,11,2019-06-12,Preventive,,2.2,251.65
822,11,2019-07-06,Failure,Web break,7.8,933.41
823,11,2019-07-14,Preventive,,3.6,670.43
824,11,2019-07-26,Failure,Motor overheat,3.4,475.25
825,11,2019-08-10,Preventive,,2.5,221.54
826,11,2019-09-12,Preventive,,3.4,597.88
827,11,2019-10-07,Failure,Bearing wear,4.8,2032.83
828,11,2019-10-14,Preventive,,1.3,778.65
829,11,2019-11-12,Preventive,,3.8,365.05
830,11,2019-12-10,Preventive,,3.1,695.39
831,11,2020-01-12,Preventive,,2.1,370.66
832,11,2020-01-19,Failure,Hydraulic leak,1.8,1771.69
833,11,2020-01-20,Failure,Roller misalignment,7.7,4107.13
834,11,2020-01-21,Failure,Bearing wear,2.1,1261.23
835,11,2020-02-14,Preventive,,1.6,710.28
836,11,2020-03-14,Preventive,,2.5,648.56
837,11,2020-04-16,Preventive,,2.7,575.62
838,11,2020-05-16,Preventive,,3.8,228.99
839,11,2020-06-13,Preventive,,3.8,820.84
840,11,2020-07-17,Preventive,,1.9,848.53
841,11,2020-08-04,Failure,Web break,6.0,6182.47
842,11,2020-08-19,Preventive,,1.5,736.71
843,11,2020-09-21,Preventive,,1.4,219.89
844,11,2020-10-17,Preventive,,3.7,688.86
845,11,2020-11-18,Preventive,,2.4,481.62
846,11,2020-12-19,Preventive,,1.2,691.01
847,11,2021-01-15,Preventive,,2.8,304.07
848,11,2021-01-29,Failure,Web break,3.1,525.17
849,11,2021-02-11,Failure,Motor overheat,12.9,1979.59
850,11,2021-02-16,Preventive,,2.2,459.69
851,11,2021-03-21,Preventive,,1.9,859.7
852,11,2021-04-16,Preventive,,3.8,811.63
853,11,2021-05-19,Preventive,,4.0,667.11
854,11,2021-05-24,Failure,Blade dull,4.9,1850.54
855,11,2021-06-14,Preventive,,3.1,286.49
856,11,2021-06-26,Failure,Web break,4.5,566.43
857,11,2021-07-17,Preventive,,1.9,353.62
858,11,2021-08-16,Preventive,,1.9,855.82
859,11,2021-09-13,Preventive,,1.8,610.2
860,11,2021-10-13,Preventive,,3.2,405.57
861,11,2021-11-13,Preventive,,1.9,526.51
862,11,2021-12-10,Failure,Control fault,1.0,937.45
863,11,2021-12-16,Preventive,,2.5,528.53
864,11,2022-01-14,Preventive,,3.5,446.74
865,11,2022-02-17,Preventive,,1.1,380.34
866,11,2022-02-25,Failure,Roller misalignment,3.4,2377.17
867,11,2022-03-19,Preventive,,2.3,297.27
868,11,2022-04-18,Preventive,,1.9,712.63
869,11,2022-05-21,Preventive,,1.4,740.94
870,11,2022-06-12,Failure,Motor overheat,2.9,788.39
871,11,2022-06-18,Preventive,,3.7,284.41
872,11,2022-06-22,Failure,Roller misalignment,3.7,2899.04
873,11,2022-07-15,Preventive,,2.3,847.1
874,11,2022-08-15,Preventive,,1.8,524.39
875,11,2022-09-11,Preventive,,1.7,416.01
876,11,2022-10-07,Preventive,,2.6,372.33
877,11,2022-11-07,Preventive,,1.3,459.18
878,11,2022-12-05,Preventive,,1.7,329.64
879,11,2023-01-02,Preventive,,3.8,305.87
880,11,2023-02-05,Preventive,,1.9,330.94
881,11,2023-03-11,Preventive,,2.1,373.44
882,11,2023-04-12,Preventive,,2.4,488.71
883,11,2023-05-12,Preventive,,1.3,435.6
884,11,2023-05-20,Failure,Motor overheat,1.5,836.84
885,11,2023-06-14,Preventive,,1.6,587.23
886,11,2023-07-13,Preventive,,3.2,547.34
887,11,2023-08-05,Failure,Web break,12.4,1915.13
888,11,2023-08-09,Preventive,,1.1,683.07
889,11,2023-09-01,Failure,Bearing wear,3.5,2137.73
890,11,2023-09-01,Failure,Roller misalignment,4.1,4456.5
891,11,2023-09-04,Preventive,,1.4,488.68
892,11,2023-10-03,Preventive,,1.6,209.97
893,11,2023-11-05,Preventive,,1.4,542.86
894,11,2023-12-01,Preventive,,1.7,208.59
895,11,2023-12-09,Failure,Motor overheat,4.0,974.03
896,11,2023-12-27,Preventive,,3.4,380.81
897,12,2019-01-08,Preventive,,1.1,815.59
898,12,2019-02-06,Preventive,,1.8,891.91
899,12,2019-03-11,Preventive,,3.9,475.98
900,12,2019-04-12,Preventive,,2.3,638.11
901,12,2019-05-13,Preventive,,3.2,390.51
902,12,2019-06-11,Preventive,,3.9,764.28
903,12,2019-06-25,Failure,Roller misalignment,8.0,3204.88
904,12,2019-07-09,Preventive,,1.2,873.62
905,12,2019-07-11,Failure,Blade dull,2.3,1958.81
906,12,2019-08-11,Preventive,,1.4,631.17
907,12,2019-09-09,Preventive,,2.0,879.06
908,12,2019-09-14,Failure,Web break,7.4,1995.18
909,12,2019-10-02,Failure,Roller misalignment,6.0,950.82
910,12,2019-10-09,Preventive,,3.4,375.99
911,12,2019-10-28,Failure,Hydraulic leak,4.8,5150.49
912,12,2019-11-05,Failure,Control fault,8.0,930.36
913,12,2019-11-11,Preventive,,1.4,834.99
914,12,2019-11-22,Failure,Bearing wear,3.6,1864.15
915,12,2019-12-12,Preventive,,1.5,256.72
916,12,2020-01-08,Preventive,,1.3,715.9
917,12,2020-02-06,Preventive,,2.2,420.31
918,12,2020-03-05,Preventive,,3.1,839.76
919,12,2020-03-28,Failure,Blade dull,0.7,2514.45
920,12,2020-04-03,Preventive,,2.8,845.14
921,12,2020-04-03,Failure,Web break,4.4,2148.45
922,12,2020-05-04,Preventive,,2.9,673.22
923,12,2020-06-01,Preventive,,1.2,443.35
924,12,2020-07-04,Preventive,,3.3,820.63
925,12,2020-08-03,Preventive,,1.5,386.61
926,12,2020-09-05,Preventive,,1.9,519.56
927,12,2020-10-01,Preventive,,3.7,298.39
928,12,2020-10-10,Failure,Bearing wear,8.8,486.68
929,12,2020-11-04,Preventive,,2.8,361.81
930,12,2020-11-30,Preventive,,1.7,405.91
931,12,2021-01-03,Preventive,,3.3,848.48
932,12,2021-01-20,Failure,Motor overheat,1.7,1734.07
933,12,2021-01-30,Preventive,,2.8,558.89
934,12,2021-03-03,Preventive,,1.3,886.82
935,12,2021-04-04,Preventive,,2.8,200.99
936,12,2021-04-22,Failure,Hydraulic leak,3.9,1419.13
937,12,2021-05-03,Preventive,,3.1,661.78
938,12,2021-05-29,Preventive,,2.2,610.03
939,12,2021-06-09,Failure,Roller misalignment,2.0,1702.11
940,12,2021-06-26,Preventive,,3.8,807.66
941,12,2021-07-23,Failure,Bearing wear,2.0,1622.15
942,12,2021-07-24,Failure,Motor overheat,6.1,908.16
943,12,2021-07-26,Preventive,,3.2,371.17
944,12,2021-08-24,Failure,Blade dull,2.2,1135.58
945,12,2021-08-27,Preventive,,1.8,558.37
946,12,2021-09-29,Preventive,,1.9,665.03
947,12,2021-10-30,Preventive,,1.1,429.69
948,12,2021-11-29,Preventive,,2.8,505.57
949,12,2022-01-01,Preventive,,2.5,748.26
950,12,2022-01-02,Failure,Bearing wear,1.8,487.99
951,12,2022-01-29,Preventive,,2.0,690.94
952,12,2022-02-24,Preventive,,3.1,661.81
953,12,2022-03-27,Preventive,,1.2,816.79
954,12,2022-04-24,Preventive,,1.0,294.51
955,12,2022-05-27,Preventive,,2.1,621.43
956,12,2022-06-25,Preventive,,3.5,735.77
957,12,2022-07-26,Preventive,,1.8,245.8
958,12,2022-08-22,Preventive,,1.3,712.32
959,12,2022-09-17,Failure,Control fault,7.1,6272.72
960,12,2022-09-25,Preventive,,3.6,386.17
961,12,2022-10-23,Preventive,,2.0,827.02
962,12,2022-11-23,Preventive,,4.0,601.81
963,12,2022-12-19,Preventive,,3.1,585.41
964,12,2023-01-02,Failure,Control fault,4.7,652.31
965,12,2023-01-17,Preventive,,3.8,323.68
966,12,2023-02-12,Failure,Bearing wear,4.7,4983.89
967,12,2023-02-19,Preventive,,1.0,755.0
968,12,2023-03-20,Preventive,,3.8,559.91
969,12,2023-03-26,Failure,Hydraulic leak,1.7,1121.39
970,12,2023-04-21,Preventive,,3.9,826.65
971,12,2023-04-30,Failure,Motor overheat,5.9,796.58
972,12,2023-05-24,Preventive,,3.1,227.13
973,12,2023-05-24,Failure,Hydraulic leak,3.7,1906.68
974,12,2023-06-22,Preventive,,3.7,451.24
975,12,2023-07-22,Preventive,,2.6,225.59
976,12,2023-08-24,Preventive,,2.9,321.57
977,12,2023-09-21,Preventive,,3.7,254.97
978,12,2023-10-23,Preventive,,3.4,815.5
979,12,2023-10-30,Failure,Control fault,2.1,1087.1
980,12,2023-11-22,Preventive,,1.8,817.9
981,12,2023-12-01,Failure,Bearing wear,3.4,3973.61
982,12,2023-12-18,Preventive,,1.8,392.73
983,13,2019-01-09,Preventive,,2.8,756.76
984,13,2019-02-11,Preventive,,3.6,504.16
985,13,2019-03-11,Preventive,,3.8,846.31
986,13,2019-04-14,Preventive,,2.9,862.06
987,13,2019-05-14,Preventive,,2.1,864.52
988,13,2019-06-10,Preventive,,2.0,422.96
989,13,2019-07-10,Preventive,,3.6,795.09
990,13,2019-08-09,Preventive,,2.1,851.36
991,13,2019-09-12,Preventive,,1.4,538.77
992,13,2019-09-13,Failure,Hydraulic leak,2.6,961.89
993,13,2019-10-16,Preventive,,3.4,307.2
994,13,2019-11-19,Preventive,,1.7,324.25
995,13,2019-12-16,Preventive,,3.1,567.8
996,13,2020-01-11,Preventive,,3.7,471.76
997,13,2020-02-12,Preventive,,3.0,628.02
998,13,2020-03-12,Preventive,,1.4,888.69
999,13,2020-04-13,Preventive,,2.0,796.3
1000,13,2020-04-30,Failure,Hydraulic leak,6.4,910.64
1001,13,2020-05-15,Preventive,,1.3,312.6
1002,13,2020-06-16,Preventive,,3.9,651.58
1003,13,2020-07-18,Preventive,,3.9,582.54
1004,13,2020-08-16,Preventive,,3.5,306.93
1005,13,2020-09-05,Failure,Roller misalignment,1.5,4232.66
1006,13,2020-09-15,Preventive,,3.0,421.87
1007,13,2020-10-16,Preventive,,2.5,777.96
1008,13,2020-11-10,Failure,Control fault,4.5,2686.88
1009,13,2020-11-15,Preventive,,1.3,271.92
1010,13,2020-12-17,Preventive,,2.6,811.65
1011,13,2021-01-19,Preventive,,3.2,339.9
1012,13,2021-02-20,Preventive,,1.7,575.13
1013,13,2021-03-18,Preventive,,2.4,375.41
1014,13,2021-04-08,Failure,Roller misalignment,1.8,1670.85
1015,13,2021-04-15,Preventive,,3.5,704.46
1016,13,2021-05-16,Preventive,,1.6,402.51
1017,13,2021-06-12,Preventive,,1.6,475.48
1018,13,2021-07-12,Preventive,,3.8,370.72
1019,13,2021-08-07,Preventive,,2.4,880.89
1020,13,2021-08-14,Failure,Blade dull,6.3,2788.96
1021,13,2021-09-02,Preventive,,2.4,340.88
1022,13,2021-09-20,Failure,Blade dull,1.0,8686.42
1023,13,2021-10-02,Preventive,,3.8,331.46
1024,13,2021-11-05,Preventive,,1.9,213.02
1025,13,2021-12-07,Preventive,,1.9,256.54
1026,13,2022-01-07,Preventive,,3.4,610.16
1027,13,2022-01-08,Failure,Hydraulic leak,3.6,3514.09
1028,13,2022-01-10,Failure,Hydraulic leak,4.1,1911.19
1029,13,2022-02-04,Preventive,,3.9,341.22
1030,13,2022-03-08,Preventive,,2.2,202.63
1031,13,2022-04-08,Preventive,,1.3,269.97
1032,13,2022-05-06,Preventive,,3.0,620.82
1033,13,2022-06-04,Preventive,,2.6,218.16
1034,13,2022-06-06,Failure,Web break,1.3,880.16
1035,13,2022-07-03,Preventive,,1.4,320.84
1036,13,2022-07-26,Failure,Roller misalignment,2.4,1604.62
1037,13,2022-07-31,Preventive,,2.6,371.84
1038,13,2022-08-22,Failure,Web break,1.7,2113.65
1039,13,2022-08-29,Preventive,,3.2,369.89
1040,13,2022-09-11,Failure,Bearing wear,7.0,1541.87
1041,13,2022-10-01,Preventive,,1.1,704.17
1042,13,2022-11-02,Preventive,,1.9,696.41
1043,13,2022-11-29,Preventive,,3.2,620.76
1044,13,2022-12-28,Preventive,,3.7,852.73
1045,13,2023-01-25,Preventive,,2.0,241.37
1046,13,2023-02-20,Failure,Bearing wear,2.1,599.99
1047,13,2023-02-27,Preventive,,2.9,487.98
1048,13,2023-03-30,Preventive,,2.2,512.71
1049,13,2023-04-08,Failure,Motor overheat,4.2,846.0
1050,13,2023-04-30,Preventive,,3.1,835.63
1051,13,2023-05-02,Failure,Bearing wear,9.6,1944.08
1052,13,2023-05-31,Preventive,,3.5,765.08
1053,13,2023-06-16,Failure,Web break,2.6,1005.23
1054,13,2023-06-28,Preventive,,3.0,783.11
