order_id,order_date,customer_id,branch_id,sales_rep_employee_id,channel,order_status,ship_date,discount_pct
14152,2022-01-27,1239,1,18,Field Sales,Fulfilled,2022-01-30,0.05
14153,2022-01-09,2405,1,7,Field Sales,Fulfilled,2022-01-13,0.0
14169,2022-04-26,1826,1,104,Online,Fulfilled,2022-04-27,0.05
14196,2022-03-15,1152,1,18,Online,Fulfilled,2022-03-18,0.05
14200,2022-05-31,1001,1,3,Phone,Fulfilled,2022-06-05,0.05
14218,2022-12-08,180,1,5,Field Sales,Fulfilled,2022-12-11,0.1
14241,2022-03-30,1831,1,2,Phone,Fulfilled,2022-03-31,0.0
14257,2022-04-01,1800,1,161,Field Sales,Fulfilled,2022-04-02,0.05
14271,2022-10-05,701,1,279,Phone,Fulfilled,2022-10-06,0.05
14276,2022-10-24,1206,1,238,Field Sales,Fulfilled,2022-10-26,0.05
14286,2022-01-10,2401,1,7,Field Sales,Fulfilled,2022-01-11,0.0
14295,2022-02-01,691,1,18,Field Sales,Fulfilled,2022-02-06,0.0
14311,2022-10-27,1098,1,7,Phone,Fulfilled,2022-10-28,0.0
14318,2022-06-13,2026,1,104,Field Sales,Fulfilled,2022-06-18,0.1
14337,2022-10-26,1367,1,5,Phone,Fulfilled,2022-10-28,0.0
14339,2022-08-22,421,1,279,Field Sales,Fulfilled,2022-08-24,0.05
14341,2022-01-23,403,1,3,Phone,Fulfilled,2022-01-24,0.0
14382,2022-05-24,2217,1,3,Field Sales,Fulfilled,2022-05-29,0.15
14389,2022-10-05,2254,1,161,Online,Fulfilled,2022-10-06,0.05
14437,2022-06-21,2219,1,3,Field Sales,Fulfilled,2022-06-24,0.05
14456,2022-10-03,2345,1,161,Field Sales,Fulfilled,2022-10-04,0.0
14460,2022-12-08,452,1,3,Field Sales,Fulfilled,2022-12-11,0.0
14461,2022-06-17,369,1,161,Phone,Fulfilled,2022-06-20,0.0
14465,2022-12-21,1994,1,238,Online,Fulfilled,2022-12-23,0.05
14468,2022-10-17,2102,1,104,Phone,Fulfilled,2022-10-18,0.0
14472,2022-06-13,2057,1,161,Field Sales,Fulfilled,2022-06-16,0.0
14482,2022-02-18,388,1,161,Field Sales,Fulfilled,2022-02-23,0.0
14506,2022-12-20,1844,1,83,Field Sales,Cancelled,,0.0
14518,2022-03-14,14,1,6,Field Sales,Fulfilled,2022-03-19,0.0
14520,2022-12-07,2375,1,18,Field Sales,Returned,2022-12-09,0.1
14524,2022-11-17,853,1,161,Online,Fulfilled,2022-11-20,0.05
14531,2022-07-01,1918,1,18,Field Sales,Fulfilled,2022-07-05,0.1
14542,2022-12-11,1703,1,18,Field Sales,Returned,2022-12-16,0.05
14563,2022-07-22,1977,1,6,Online,Fulfilled,2022-07-27,0.0
14594,2022-08-02,2010,1,279,Field Sales,Fulfilled,2022-08-04,0.0
14612,2022-02-16,916,1,7,Phone,Fulfilled,2022-02-18,0.0
14656,2022-05-23,1358,1,104,Field Sales,Fulfilled,2022-05-28,0.0
14662,2022-07-20,1478,1,279,Phone,Fulfilled,2022-07-24,0.1
14712,2022-06-01,1105,1,18,Field Sales,Fulfilled,2022-06-02,0.0
14714,2022-08-12,923,1,238,Field Sales,Returned,2022-08-14,0.0
14723,2022-10-25,1035,1,104,Online,Fulfilled,2022-10-28,0.05
14736,2022-02-10,1207,1,161,Field Sales,Fulfilled,2022-02-11,0.0
14741,2022-08-14,2030,1,161,Field Sales,Fulfilled,2022-08-19,0.05
14764,2022-08-19,608,1,3,Online,Returned,2022-08-21,0.0
14773,2022-06-09,1146,1,6,Phone,Fulfilled,2022-06-13,0.0
14790,2022-06-13,2196,1,6,Field Sales,Fulfilled,2022-06-17,0.0
14810,2022-01-06,241,1,2,Field Sales,Fulfilled,2022-01-08,0.0
14815,2022-03-15,1304,1,6,Phone,Returned,2022-03-16,0.0
14836,2022-04-01,1102,1,6,Online,Fulfilled,2022-04-03,0.0
14854,2022-11-21,167,1,279,Phone,Fulfilled,2022-11-22,0.0
14859,2022-07-30,1363,1,7,Phone,Fulfilled,2022-08-01,0.0
14879,2022-01-31,2162,1,18,Field Sales,Fulfilled,2022-02-03,0.0
14892,2022-07-17,865,1,104,Field Sales,Cancelled,,0.1
14911,2022-02-25,1656,1,5,Field Sales,Fulfilled,2022-03-02,0.1
14914,2022-11-01,81,1,3,Field Sales,Fulfilled,2022-11-05,0.0
14926,2022-01-18,692,1,5,Phone,Fulfilled,2022-01-19,0.1
14937,2022-02-03,2488,1,3,Phone,Fulfilled,2022-02-07,0.0
14966,2022-02-21,1513,1,2,Phone,Fulfilled,2022-02-22,0.05
14994,2022-10-08,2035,1,6,Field Sales,Fulfilled,2022-10-10,0.05
15030,2022-02-03,989,1,2,Phone,Fulfilled,2022-02-07,0.05
15033,2022-08-17,1421,1,161,Field Sales,Fulfilled,2022-08-18,0.05
15039,2022-12-16,588,1,7,Field Sales,Fulfilled,2022-12-17,0.0
15047,2022-05-23,1311,1,18,Field Sales,Fulfilled,2022-05-27,0.0
15051,2022-07-06,1710,1,5,Field Sales,Fulfilled,2022-07-07,0.05
15060,2022-04-04,564,1,279,Field Sales,Fulfilled,2022-04-07,0.0
15114,2022-01-12,1974,1,5,Field Sales,Fulfilled,2022-01-16,0.1
15119,2022-09-07,2389,1,3,Field Sales,Fulfilled,2022-09-08,0.0
15131,2022-04-07,532,1,18,Field Sales,Fulfilled,2022-04-10,0.05
15174,2022-11-28,613,1,2,Field Sales,Fulfilled,2022-12-02,0.0
15175,2022-02-17,1338,1,18,Field Sales,Fulfilled,2022-02-18,0.0
15179,2022-01-31,180,1,3,Phone,Fulfilled,2022-02-01,0.0
15183,2022-11-27,1198,1,3,Phone,Fulfilled,2022-11-30,0.0
15187,2022-05-17,906,1,18,Phone,Fulfilled,2022-05-22,0.05
15198,2022-10-24,1491,1,83,Field Sales,Fulfilled,2022-10-26,0.1
15199,2022-07-07,880,1,7,Online,Fulfilled,2022-07-12,0.0
15211,2022-10-27,768,1,238,Field Sales,Returned,2022-10-29,0.0
15212,2022-03-26,1760,1,2,Phone,Fulfilled,2022-03-28,0.1
15216,2022-01-10,903,1,3,Online,Fulfilled,2022-01-15,0.0
15228,2022-05-19,2365,1,279,Field Sales,Fulfilled,2022-05-23,0.1
15232,2022-08-04,713,1,2,Field Sales,Fulfilled,2022-08-08,0.0
15263,2022-04-30,1864,1,5,Phone,Fulfilled,2022-05-01,0.1
15268,2022-05-05,1242,1,7,Field Sales,Fulfilled,2022-05-09,0.05
15279,2022-05-04,1254,1,104,Phone,Fulfilled,2022-05-06,0.15
15285,2022-06-16,245,1,104,Phone,Fulfilled,2022-06-17,0.0
15304,2022-07-29,782,1,2,Field Sales,Fulfilled,2022-07-31,0.05
15380,2022-11-03,618,1,3,Field Sales,Fulfilled,2022-11-05,0.1
15395,2022-09-12,2294,1,5,Field Sales,Fulfilled,2022-09-15,0.0
15437,2022-01-15,244,1,2,Field Sales,Fulfilled,2022-01-18,0.0
15439,2022-12-28,169,1,5,Field Sales,Fulfilled,2023-01-02,0.0
15441,2022-04-12,986,1,83,Field Sales,Fulfilled,2022-04-13,0.05
15457,2022-05-04,1173,1,161,Field Sales,Fulfilled,2022-05-07,0.1
15486,2022-05-27,953,1,3,Field Sales,Fulfilled,2022-05-29,0.1
15489,2022-07-12,424,1,161,Online,Fulfilled,2022-07-16,0.15
15504,2022-04-27,1121,1,2,Field Sales,Fulfilled,2022-04-30,0.1
15537,2022-08-21,960,1,238,Field Sales,Fulfilled,2022-08-24,0.1
15539,2022-01-30,115,1,83,Field Sales,Fulfilled,2022-02-02,0.0
15544,2022-02-13,2457,1,161,Online,Fulfilled,2022-02-14,0.0
15554,2022-04-26,435,1,83,Phone,Fulfilled,2022-04-27,0.0
15589,2022-11-25,1283,1,161,Field Sales,Fulfilled,2022-11-29,0.05
15590,2022-04-19,724,1,6,Field Sales,Fulfilled,2022-04-21,0.05
15604,2022-03-28,1763,1,161,Field Sales,Fulfilled,2022-03-29,0.0
15610,2022-06-14,1434,1,83,Field Sales,Fulfilled,2022-06-19,0.1
15612,2022-11-04,292,1,6,Phone,Fulfilled,2022-11-09,0.0
15620,2022-03-06,134,1,5,Online,Fulfilled,2022-03-09,0.0
15639,2022-07-12,723,1,6,Field Sales,Fulfilled,2022-07-14,0.1
15649,2022-11-15,930,1,238,Field Sales,Fulfilled,2022-11-17,0.05
15657,2022-06-21,218,1,5,Field Sales,Fulfilled,2022-06-22,0.0
15686,2022-01-14,1045,1,3,Field Sales,Fulfilled,2022-01-19,0.05
15689,2022-10-09,1405,1,2,Field Sales,Fulfilled,2022-10-13,0.1
15692,2022-07-27,214,1,279,Online,Fulfilled,2022-08-01,0.1
15699,2022-12-30,1307,1,104,Online,Fulfilled,2023-01-01,0.0
15701,2022-06-27,1165,1,161,Field Sales,Fulfilled,2022-07-01,0.0
15703,2022-12-22,1316,1,6,Field Sales,Fulfilled,2022-12-25,0.1
15711,2022-09-27,1357,1,2,Field Sales,Fulfilled,2022-09-28,0.05
15713,2022-09-29,2327,1,6,Phone,Fulfilled,2022-10-03,0.0
15717,2022-04-18,1194,1,238,Phone,Fulfilled,2022-04-22,0.1
15743,2022-11-29,2329,1,18,Phone,Cancelled,,0.05
15753,2022-09-14,1203,1,104,Phone,Fulfilled,2022-09-19,0.0
15758,2022-05-13,1006,1,6,Phone,Fulfilled,2022-05-18,0.05
15801,2022-11-18,1807,1,2,Field Sales,Fulfilled,2022-11-19,0.1
15809,2022-02-07,1039,1,6,Phone,Fulfilled,2022-02-10,0.1
15815,2022-10-26,13,1,2,Phone,Fulfilled,2022-10-29,0.05
15834,2022-09-26,113,1,3,Phone,Fulfilled,2022-10-01,0.1
15842,2022-09-18,1549,1,83,Field Sales,Fulfilled,2022-09-19,0.0
15854,2022-01-27,334,1,279,Field Sales,Fulfilled,2022-01-28,0.0
15861,2022-11-04,551,1,83,Phone,Fulfilled,2022-11-07,0.0
15862,2022-01-10,675,1,6,Field Sales,Fulfilled,2022-01-13,0.1
15867,2022-05-25,1195,1,104,Field Sales,Fulfilled,2022-05-26,0.0
15881,2022-01-30,107,1,5,Phone,Fulfilled,2022-02-02,0.05
15935,2022-04-21,1465,1,83,Field Sales,Fulfilled,2022-04-22,0.15
15945,2022-11-03,43,1,3,Field Sales,Fulfilled,2022-11-06,0.0
15965,2022-09-30,1127,1,279,Phone,Fulfilled,2022-10-01,0.05
15967,2022-11-09,1979,1,238,Field Sales,Fulfilled,2022-11-10,0.05
15971,2022-12-06,1279,1,2,Field Sales,Fulfilled,2022-12-07,0.1
15976,2022-09-12,451,1,5,Field Sales,Fulfilled,2022-09-15,0.1
15978,2022-09-23,1045,1,161,Field Sales,Fulfilled,2022-09-27,0.0
15988,2022-03-08,424,1,161,Phone,Fulfilled,2022-03-11,0.0
15993,2022-12-21,1518,1,238,Field Sales,Fulfilled,2022-12-23,0.1
16050,2022-04-20,1446,1,5,Field Sales,Fulfilled,2022-04-22,0.1
16069,2022-02-22,1073,1,83,Phone,Fulfilled,2022-02-27,0.0
16113,2022-06-07,875,1,5,Phone,Fulfilled,2022-06-11,0.05
16131,2022-01-07,14,1,279,Field Sales,Returned,2022-01-09,0.0
16181,2022-05-29,2350,1,6,Phone,Fulfilled,2022-06-02,0.1
16193,2022-12-29,1981,1,5,Field Sales,Fulfilled,2023-01-02,0.1
16207,2022-09-12,423,1,18,Phone,Fulfilled,2022-09-17,0.0
16234,2022-11-08,671,1,6,Phone,Fulfilled,2022-11-11,0.1
16265,2022-11-10,1682,1,2,Field Sales,Fulfilled,2022-11-15,0.0
16266,2022-01-05,2296,1,5,Phone,Fulfilled,2022-01-08,0.05
16278,2022-03-13,1010,1,6,Phone,Fulfilled,2022-03-15,0.1
16289,2022-07-22,1110,1,104,Phone,Fulfilled,2022-07-24,0.0
16292,2022-12-13,2267,1,5,Phone,Fulfilled,2022-12-16,0.0
16310,2022-03-23,477,1,238,Online,Fulfilled,2022-03-27,0.05
16314,2022-12-16,1929,1,279,Field Sales,Fulfilled,2022-12-20,0.05
16334,2022-03-27,1622,1,104,Field Sales,Fulfilled,2022-03-30,0.0
16342,2022-09-29,2470,1,104,Online,Fulfilled,2022-10-04,0.0
16355,2022-08-16,247,1,5,Online,Fulfilled,2022-08-19,0.0
16370,2022-09-22,195,1,18,Phone,Fulfilled,2022-09-24,0.0
16377,2022-08-23,1408,1,18,Field Sales,Fulfilled,2022-08-25,0.1
16393,2022-09-12,1559,1,6,Phone,Fulfilled,2022-09-15,0.0
16403,2022-08-04,1783,1,6,Field Sales,Fulfilled,2022-08-07,0.05
16431,2022-10-10,751,1,104,Phone,Fulfilled,2022-10-15,0.05
16436,2022-01-02,1611,1,279,Phone,Fulfilled,2022-01-06,0.05
16445,2022-06-12,800,1,7,Phone,Fulfilled,2022-06-16,0.0
16485,2022-08-12,2206,1,2,Online,Fulfilled,2022-08-13,0.05
16503,2022-11-04,1983,1,6,Online,Fulfilled,2022-11-07,0.0
16510,2022-03-02,1468,1,279,Field Sales,Fulfilled,2022-03-07,0.1
16511,2022-05-23,2057,1,5,Field Sales,Returned,2022-05-26,0.15
16558,2022-05-27,48,1,7,Phone,Fulfilled,2022-06-01,0.0
16562,2022-03-31,71,1,83,Phone,Fulfilled,2022-04-01,0.0
16590,2022-02-16,1124,1,104,Phone,Fulfilled,2022-02-20,0.1
16619,2022-08-07,579,1,3,Field Sales,Fulfilled,2022-08-08,0.1
16624,2022-06-29,1263,1,6,Online,Fulfilled,2022-07-04,0.15
16625,2022-05-18,1994,1,5,Online,Fulfilled,2022-05-21,0.0
16647,2022-11-05,95,1,83,Field Sales,Fulfilled,2022-11-06,0.05
16671,2022-03-27,2083,1,2,Phone,Fulfilled,2022-04-01,0.05
16672,2022-08-22,558,1,161,Field Sales,Returned,2022-08-27,0.0
16685,2022-12-20,1451,1,83,Field Sales,Fulfilled,2022-12-22,0.0
16695,2022-07-19,143,1,3,Field Sales,Fulfilled,2022-07-24,0.05
16699,2022-02-18,810,1,6,Field Sales,Cancelled,,0.05
16704,2022-06-30,1017,1,2,Phone,Fulfilled,2022-07-04,0.15
16708,2022-04-20,1337,1,5,Field Sales,Returned,2022-04-24,0.1
16709,2022-12-09,863,1,104,Field Sales,Fulfilled,2022-12-10,0.0
16724,2022-12-09,606,1,6,Field Sales,Fulfilled,2022-12-10,0.0
16727,2022-07-28,621,1,7,Phone,Fulfilled,2022-08-02,0.0
16731,2022-08-29,1595,1,161,Field Sales,Fulfilled,2022-09-01,0.0
16740,2022-11-09,143,1,3,Phone,Fulfilled,2022-11-14,0.1
16747,2022-12-22,1263,1,279,Online,Fulfilled,2022-12-27,0.05
16777,2022-10-13,575,1,18,Field Sales,Fulfilled,2022-10-17,0.05
16778,2022-04-27,2012,1,161,Field Sales,Fulfilled,2022-04-29,0.0
16808,2022-09-09,1512,1,279,Phone,Fulfilled,2022-09-11,0.05
16826,2022-04-14,1880,1,238,Field Sales,Returned,2022-04-17,0.0
16868,2022-04-27,408,1,5,Phone,Fulfilled,2022-04-30,0.0
16881,2022-10-03,152,1,83,Field Sales,Fulfilled,2022-10-06,0.1
16914,2022-09-09,77,1,83,Field Sales,Fulfilled,2022-09-12,0.1
16931,2022-11-06,450,1,279,Phone,Fulfilled,2022-11-11,0.0
16961,2022-08-26,454,1,18,Phone,Fulfilled,2022-08-27,0.05
16967,2022-12-01,2289,1,104,Phone,Fulfilled,2022-12-06,0.0
16970,2022-02-26,708,1,161,Field Sales,Fulfilled,2022-03-01,0.05
16987,2022-06-09,1963,1,18,Field Sales,Fulfilled,2022-06-10,0.0
16995,2022-11-11,1816,1,5,Field Sales,Fulfilled,2022-11-16,0.0
17005,2022-03-09,585,1,6,Field Sales,Fulfilled,2022-03-10,0.0
17013,2022-01-13,1093,1,2,Field Sales,Fulfilled,2022-01-14,0.0
17028,2022-11-14,350,1,6,Field Sales,Fulfilled,2022-11-19,0.0
17049,2022-10-10,2302,1,83,Phone,Fulfilled,2022-10-14,0.05
17067,2022-05-28,1488,1,2,Phone,Returned,2022-06-01,0.15
17069,2022-03-04,1084,1,2,Phone,Fulfilled,2022-03-07,0.0
17071,2022-05-21,2044,1,83,Online,Returned,2022-05-24,0.0
17107,2022-02-24,726,1,161,Phone,Fulfilled,2022-02-28,0.0
17128,2022-10-24,701,1,5,Field Sales,Fulfilled,2022-10-28,0.0
17134,2022-10-11,130,1,7,Phone,Fulfilled,2022-10-13,0.0
17143,2022-02-01,531,1,238,Online,Fulfilled,2022-02-06,0.0
17146,2022-02-18,1870,1,104,Field Sales,Fulfilled,2022-02-23,0.05
17159,2022-04-01,587,1,279,Phone,Fulfilled,2022-04-06,0.0
17183,2022-03-08,1922,1,238,Phone,Fulfilled,2022-03-12,0.0
17201,2022-02-28,1336,1,7,Phone,Fulfilled,2022-03-02,0.0
17208,2022-04-05,391,1,238,Phone,Fulfilled,2022-04-08,0.0
17211,2022-10-21,2224,1,6,Phone,Fulfilled,2022-10-22,0.1
17256,2022-07-12,257,1,5,Online,Fulfilled,2022-07-16,0.05
17261,2022-04-28,833,1,161,Phone,Fulfilled,2022-04-30,0.0
17285,2022-03-04,1082,1,7,Field Sales,Returned,2022-03-09,0.0
17287,2022-06-02,1964,1,6,Phone,Fulfilled,2022-06-04,0.0
17300,2022-05-16,2437,1,279,Field Sales,Fulfilled,2022-05-18,0.0
17302,2022-05-19,822,1,161,Field Sales,Fulfilled,2022-05-22,0.0
17304,2022-11-16,1798,1,238,Field Sales,Fulfilled,2022-11-17,0.0
17309,2022-09-22,574,1,18,Online,Fulfilled,2022-09-25,0.1
17317,2022-02-28,1899,1,5,Field Sales,Returned,2022-03-01,0.1
17325,2022-05-16,183,1,83,Field Sales,Fulfilled,2022-05-18,0.0
17337,2022-06-15,1059,1,83,Field Sales,Fulfilled,2022-06-19,0.1
17372,2022-09-14,516,1,279,Phone,Fulfilled,2022-09-15,0.1
17417,2022-01-24,213,1,238,Phone,Fulfilled,2022-01-26,0.0
17432,2022-03-19,896,1,7,Field Sales,Fulfilled,2022-03-20,0.0
17436,2022-10-24,2054,1,238,Field Sales,Fulfilled,2022-10-29,0.15
17438,2022-04-22,2388,1,83,Field Sales,Fulfilled,2022-04-24,0.0
17439,2022-11-14,915,1,238,Phone,Fulfilled,2022-11-17,0.15
17446,2022-10-17,1796,1,7,Online,Fulfilled,2022-10-21,0.0
17450,2022-06-15,2358,1,161,Online,Fulfilled,2022-06-16,0.0
17484,2022-02-11,1157,1,3,Field Sales,Fulfilled,2022-02-12,0.0
17497,2022-05-19,1954,1,7,Phone,Fulfilled,2022-05-20,0.15
17525,2022-01-03,1451,1,104,Phone,Fulfilled,2022-01-08,0.1
17533,2022-03-04,2373,1,18,Field Sales,Fulfilled,2022-03-06,0.05
17559,2022-05-23,1450,1,161,Field Sales,Fulfilled,2022-05-27,0.0
17561,2022-11-08,460,1,6,Field Sales,Fulfilled,2022-11-09,0.05
17594,2022-04-29,614,1,279,Field Sales,Fulfilled,2022-04-30,0.0
17603,2022-10-03,700,1,104,Phone,Fulfilled,2022-10-04,0.0
17609,2022-06-30,438,1,238,Phone,Fulfilled,2022-07-02,0.05
17619,2022-07-01,2067,1,6,Field Sales,Fulfilled,2022-07-02,0.0
17656,2022-04-27,1365,1,5,Phone,Fulfilled,2022-04-28,0.0
17665,2022-04-04,1735,1,7,Field Sales,Fulfilled,2022-04-08,0.0
17668,2022-08-09,1898,1,5,Phone,Fulfilled,2022-08-11,0.15
17723,2022-04-07,603,1,7,Field Sales,Fulfilled,2022-04-11,0.0
17734,2022-08-13,863,1,279,Field Sales,Returned,2022-08-18,0.0
17776,2022-10-21,22,1,279,Field Sales,Fulfilled,2022-10-22,0.1
17777,2022-02-03,1600,1,6,Online,Fulfilled,2022-02-08,0.05
17802,2022-01-05,1671,1,5,Phone,Fulfilled,2022-01-10,0.05
17806,2022-12-07,1983,1,104,Field Sales,Fulfilled,2022-12-09,0.05
17835,2022-12-06,319,1,18,Online,Fulfilled,2022-12-09,0.1
17838,2022-08-08,804,1,2,Online,Returned,2022-08-09,0.1
17851,2022-02-21,678,1,7,Online,Fulfilled,2022-02-25,0.1
17859,2022-06-14,2281,1,2,Phone,Fulfilled,2022-06-16,0.0
17870,2022-07-20,1575,1,161,Field Sales,Fulfilled,2022-07-25,0.0
17871,2022-02-14,2443,1,3,Field Sales,Fulfilled,2022-02-17,0.0
17884,2022-03-23,1419,1,5,Field Sales,Fulfilled,2022-03-27,0.0
17885,2022-02-11,1003,1,238,Field Sales,Fulfilled,2022-02-15,0.05
17889,2022-03-01,2108,1,279,Field Sales,Returned,2022-03-05,0.0
17892,2022-08-22,1643,1,104,Field Sales,Fulfilled,2022-08-26,0.0
17898,2022-09-14,212,1,83,Field Sales,Returned,2022-09-16,0.15
17904,2022-06-05,1770,1,3,Phone,Fulfilled,2022-06-07,0.05
17912,2022-08-07,1232,1,7,Field Sales,Fulfilled,2022-08-11,0.1
17917,2022-05-16,426,1,279,Field Sales,Fulfilled,2022-05-21,0.1
17931,2022-10-03,1430,1,83,Field Sales,Cancelled,,0.0
17938,2022-10-19,672,1,238,Field Sales,Fulfilled,2022-10-22,0.1
17956,2022-10-29,1849,1,5,Phone,Returned,2022-10-30,0.0
17976,2022-02-16,1652,1,18,Field Sales,Fulfilled,2022-02-21,0.05
17990,2022-06-20,598,1,279,Field Sales,Fulfilled,2022-06-25,0.05
18001,2022-10-01,2122,1,18,Field Sales,Fulfilled,2022-10-05,0.05
18021,2022-09-28,1611,1,104,Online,Fulfilled,2022-10-01,0.0
18033,2022-06-06,600,1,104,Online,Fulfilled,2022-06-08,0.05
18061,2022-05-14,1176,1,279,Field Sales,Fulfilled,2022-05-17,0.05
18065,2022-02-11,1586,1,83,Phone,Fulfilled,2022-02-16,0.05
18076,2022-03-30,1734,1,3,Field Sales,Fulfilled,2022-04-01,0.0
18081,2022-09-23,336,1,3,Phone,Fulfilled,2022-09-28,0.05
18084,2022-10-19,2074,1,83,Phone,Fulfilled,2022-10-24,0.05
18091,2022-03-28,1663,1,7,Phone,Fulfilled,2022-03-30,0.15
18108,2022-02-11,2413,1,279,Field Sales,Fulfilled,2022-02-15,0.0
18113,2022-07-18,613,1,5,Online,Fulfilled,2022-07-20,0.0
18115,2022-12-20,2181,1,18,Phone,Fulfilled,2022-12-24,0.1
18125,2022-02-08,375,1,5,Phone,Fulfilled,2022-02-13,0.0
18127,2022-02-10,1869,1,18,Phone,Fulfilled,2022-02-12,0.0
18130,2022-10-31,821,1,7,Field Sales,Fulfilled,2022-11-04,0.0
18132,2022-12-30,1339,1,2,Field Sales,Fulfilled,2022-12-31,0.0
18133,2022-09-30,867,1,279,Phone,Fulfilled,2022-10-05,0.1
18151,2022-12-17,1497,1,2,Phone,Fulfilled,2022-12-19,0.0
18159,2022-04-19,433,1,6,Field Sales,Fulfilled,2022-04-24,0.05
18161,2022-07-12,2250,1,2,Phone,Cancelled,,0.0
18175,2022-11-24,832,1,279,Field Sales,Fulfilled,2022-11-25,0.0
18180,2022-11-21,569,1,7,Phone,Fulfilled,2022-11-24,0.0
18187,2022-11-02,690,1,104,Field Sales,Fulfilled,2022-11-04,0.0
18217,2022-12-05,575,1,161,Field Sales,Fulfilled,2022-12-08,0.0
18222,2022-08-06,1516,1,2,Field Sales,Fulfilled,2022-08-11,0.05
18228,2022-08-29,2441,1,2,Phone,Fulfilled,2022-09-03,0.05
18254,2022-09-12,1070,1,2,Field Sales,Cancelled,,0.0
18258,2022-04-09,1056,1,7,Phone,Fulfilled,2022-04-13,0.0
18345,2022-09-28,1087,1,2,Phone,Fulfilled,2022-09-30,0.0
18346,2022-08-01,869,1,161,Phone,Fulfilled,2022-08-04,0.0
18385,2022-09-27,509,1,238,Field Sales,Fulfilled,2022-09-30,0.0
18399,2022-11-16,923,1,7,Phone,Fulfilled,2022-11-20,0.0
18400,2022-07-19,142,1,6,Field Sales,Returned,2022-07-21,0.0
18406,2022-09-03,1015,1,6,Field Sales,Fulfilled,2022-09-05,0.1
18410,2022-07-13,2281,1,161,Phone,Fulfilled,2022-07-16,0.05
18414,2022-03-31,1910,1,18,Online,Fulfilled,2022-04-03,0.0
18419,2022-02-16,548,1,2,Field Sales,Returned,2022-02-18,0.0
18426,2022-11-11,1253,1,104,Phone,Fulfilled,2022-11-13,0.0
18431,2022-10-03,562,1,161,Phone,Fulfilled,2022-10-04,0.05
18439,2022-01-31,2176,1,3,Field Sales,Fulfilled,2022-02-05,0.0
18443,2022-09-19,11,1,104,Phone,Fulfilled,2022-09-23,0.0
18445,2022-03-29,477,1,18,Phone,Fulfilled,2022-03-31,0.1
18451,2022-01-06,2271,1,2,Online,Fulfilled,2022-01-10,0.0
18466,2022-03-01,792,1,6,Field Sales,Fulfilled,2022-03-05,0.1
18499,2022-09-05,601,1,279,Field Sales,Fulfilled,2022-09-09,0.0
18500,2022-01-17,295,1,279,Field Sales,Cancelled,,0.1
18519,2022-07-13,1949,1,104,Field Sales,Fulfilled,2022-07-17,0.0
18523,2022-09-29,504,1,3,Online,Returned,2022-10-04,0.1
18553,2022-03-05,1920,1,18,Phone,Fulfilled,2022-03-06,0.0
18566,2022-08-18,1240,1,3,Phone,Fulfilled,2022-08-20,0.0
18576,2022-12-19,576,1,238,Field Sales,Fulfilled,2022-12-23,0.15
18579,2022-02-06,1901,1,5,Field Sales,Fulfilled,2022-02-11,0.1
18581,2022-06-16,661,1,279,Field Sales,Fulfilled,2022-06-20,0.0
18593,2022-09-11,2006,1,3,Phone,Returned,2022-09-15,0.0
18639,2022-08-19,2219,1,2,Field Sales,Fulfilled,2022-08-23,0.0
18646,2022-10-23,2095,1,5,Phone,Fulfilled,2022-10-27,0.05
18681,2022-12-12,470,1,6,Online,Fulfilled,2022-12-15,0.0
18689,2022-04-05,377,1,161,Online,Fulfilled,2022-04-06,0.1
18750,2022-10-06,527,1,238,Field Sales,Cancelled,,0.15
18754,2022-10-27,725,1,18,Phone,Fulfilled,2022-10-30,0.15
18826,2022-08-12,186,1,7,Online,Fulfilled,2022-08-14,0.0
18847,2022-12-27,878,1,7,Field Sales,Fulfilled,2022-12-30,0.0
18853,2022-09-16,623,1,104,Phone,Fulfilled,2022-09-18,0.05
18887,2022-11-15,1802,1,83,Field Sales,Fulfilled,2022-11-17,0.05
18891,2022-10-20,1561,1,7,Field Sales,Fulfilled,2022-10-24,0.0
18900,2022-10-11,2006,1,83,Field Sales,Fulfilled,2022-10-13,0.0
18944,2022-10-15,1588,1,5,Online,Fulfilled,2022-10-20,0.0
18946,2022-12-22,1525,1,6,Phone,Fulfilled,2022-12-26,0.05
19003,2022-05-11,2026,1,279,Online,Fulfilled,2022-05-12,0.0
19038,2022-05-12,1555,1,279,Field Sales,Fulfilled,2022-05-16,0.1
19048,2022-12-05,1771,1,5,Phone,Fulfilled,2022-12-06,0.0
19050,2022-12-19,2028,1,161,Field Sales,Fulfilled,2022-12-22,0.0
19082,2022-08-23,739,1,161,Field Sales,Fulfilled,2022-08-26,0.0
19089,2022-03-02,1659,1,5,Field Sales,Fulfilled,2022-03-06,0.05
19101,2022-03-07,810,1,5,Phone,Fulfilled,2022-03-10,0.0
19104,2022-12-12,354,1,7,Phone,Fulfilled,2022-12-14,0.1
19123,2022-06-27,765,1,279,Field Sales,Fulfilled,2022-07-02,0.05
19130,2022-11-16,505,1,2,Field Sales,Fulfilled,2022-11-20,0.0
19133,2022-05-04,2350,1,3,Phone,Fulfilled,2022-05-07,0.0
19139,2022-11-11,956,1,238,Field Sales,Returned,2022-11-16,0.05
19150,2022-11-15,314,1,83,Phone,Fulfilled,2022-11-19,0.0
19202,2022-12-19,2080,1,5,Online,Fulfilled,2022-12-20,0.0
