machine_id,date,temp_mean,vib_mean,pres_mean,cur_mean,hum_mean,temp_mean_roll7,temp_mean_roll7_std,vib_mean_roll7,vib_mean_roll7_std,pres_mean_roll7,pres_mean_roll7_std,cur_mean_roll7,cur_mean_roll7_std,units_produced,scrap_units,machine_type,criticality,rated_capacity_units_hr,machine_age_days,days_since_maintenance,failed_within_7_days
13,2022-10-22,67.64,2.619,91.547,31.857,46.1,66.693,0.705,2.825,0.122,91.175,0.764,33.135,1.108,2168.0,23.0,Sheeter,4,600,1871,21.0,0
13,2022-10-23,65.863,2.944,88.94,33.55,40.9,66.771,0.536,2.83,0.127,90.822,1.123,32.953,0.863,1933.0,42.0,Sheeter,4,600,1872,22.0,0
13,2022-10-24,64.66,2.63,91.43,33.643,45.233,66.463,0.959,2.814,0.145,90.883,1.146,33.104,0.88,1870.0,32.0,Sheeter,4,600,1873,23.0,0
13,2022-10-25,65.54,3.0,91.62,33.517,41.5,66.289,1.006,2.843,0.161,90.883,1.146,33.236,0.86,4212.0,46.0,Sheeter,4,600,1874,24.0,0
13,2022-10-26,66.447,2.883,90.107,33.237,41.833,66.265,0.999,2.853,0.161,90.79,1.184,33.17,0.837,1450.0,38.0,Sheeter,4,600,1875,25.0,0
13,2022-10-27,66.433,2.714,92.097,34.28,43.2,66.238,0.99,2.815,0.157,91.124,1.174,33.183,0.855,5417.0,109.0,Sheeter,4,600,1876,26.0,0
13,2022-10-28,65.483,2.804,91.337,32.797,41.833,66.01,0.946,2.799,0.151,91.011,1.097,33.269,0.766,4744.0,118.0,Sheeter,4,600,1877,27.0,0
13,2022-10-29,65.623,2.723,90.853,34.67,43.167,65.721,0.616,2.814,0.134,90.912,1.072,33.67,0.627,6737.0,191.0,Sheeter,4,600,1878,28.0,0
13,2022-10-30,66.307,2.787,94.36,31.733,38.6,65.785,0.655,2.792,0.122,91.686,1.335,33.411,0.968,0.0,0.0,Sheeter,4,600,1879,29.0,0
13,2022-10-31,66.57,2.703,90.753,32.807,39.933,66.058,0.484,2.802,0.108,91.59,1.381,33.291,0.986,0.0,0.0,Sheeter,4,600,1880,30.0,0
13,2022-11-01,65.917,2.829,91.89,33.277,41.133,66.111,0.435,2.778,0.067,91.628,1.385,33.257,0.982,0.0,0.0,Sheeter,4,600,1881,31.0,0
13,2022-11-02,66.753,2.906,91.813,33.367,44.267,66.155,0.487,2.781,0.074,91.872,1.212,33.276,0.982,3958.0,101.0,Sheeter,4,600,1882,0.0,0
13,2022-11-03,67.387,2.831,89.217,32.767,41.833,66.291,0.675,2.798,0.069,91.46,1.562,33.06,0.886,0.0,0.0,Sheeter,4,600,1883,1.0,0
13,2022-11-04,66.783,2.851,91.18,32.473,38.567,66.477,0.589,2.804,0.072,91.438,1.565,33.013,0.91,5365.0,111.0,Sheeter,4,600,1884,2.0,0
13,2022-11-05,66.97,2.713,90.393,33.03,40.467,66.67,0.471,2.803,0.074,91.372,1.603,32.779,0.554,6769.0,149.0,Sheeter,4,600,1885,3.0,0
13,2022-11-06,67.317,2.963,91.017,34.093,41.8,66.814,0.496,2.828,0.095,90.895,0.915,33.116,0.529,0.0,0.0,Sheeter,4,600,1886,4.0,0
13,2022-11-07,66.05,2.86,91.743,33.38,38.9,66.74,0.571,2.85,0.077,91.036,0.964,33.198,0.518,2477.0,35.0,Sheeter,4,600,1887,5.0,0
13,2022-11-08,65.9,2.774,89.103,33.727,40.967,66.737,0.576,2.843,0.082,90.638,1.116,33.262,0.556,2764.0,62.0,Sheeter,4,600,1888,6.0,0
13,2022-11-09,66.0,2.764,92.017,33.053,38.667,66.63,0.639,2.822,0.081,90.667,1.154,33.218,0.559,3483.0,56.0,Sheeter,4,600,1889,7.0,0
13,2022-11-10,66.427,2.84,88.703,32.947,39.867,66.492,0.546,2.824,0.082,90.594,1.272,33.243,0.538,5592.0,152.0,Sheeter,4,600,1890,8.0,0
13,2022-11-11,66.113,2.97,94.53,33.06,36.4,66.397,0.545,2.841,0.099,91.072,1.969,33.327,0.434,0.0,0.0,Sheeter,4,600,1891,9.0,0
13,2022-11-12,66.717,2.796,89.62,33.087,42.7,66.36,0.507,2.853,0.085,90.962,2.034,33.335,0.428,3837.0,57.0,Sheeter,4,600,1892,10.0,0
13,2022-11-13,67.357,2.718,90.287,33.37,40.033,66.366,0.52,2.818,0.083,90.858,2.049,33.232,0.274,3892.0,83.0,Sheeter,4,600,1893,11.0,0
13,2022-11-14,65.62,2.834,90.04,33.89,37.833,66.305,0.585,2.814,0.081,90.614,2.027,33.305,0.371,4405.0,77.0,Sheeter,4,600,1894,12.0,0
13,2022-11-15,65.56,2.982,90.297,33.8,35.5,66.256,0.636,2.843,0.1,90.785,1.927,33.315,0.385,5264.0,145.0,Sheeter,4,600,1895,13.0,0
13,2022-11-16,65.84,2.98,88.43,32.863,38.167,66.233,0.65,2.874,0.105,90.272,2.019,33.288,0.412,5154.0,104.0,Sheeter,4,600,1896,14.0,0
13,2022-11-17,66.247,2.661,89.44,33.737,40.067,66.208,0.644,2.849,0.133,90.378,1.942,33.401,0.412,2151.0,25.0,Sheeter,4,600,1897,15.0,0
13,2022-11-18,66.317,2.9,90.997,31.99,36.833,66.237,0.644,2.839,0.124,89.873,0.814,33.248,0.674,0.0,0.0,Sheeter,4,600,1898,16.0,0
13,2022-11-19,65.707,2.74,90.533,33.727,34.333,66.092,0.631,2.831,0.129,90.003,0.839,33.34,0.692,4083.0,87.0,Sheeter,4,600,1899,17.0,0
13,2022-11-20,65.557,2.833,89.193,33.57,39.633,65.835,0.321,2.847,0.119,89.847,0.879,33.368,0.697,0.0,0.0,Sheeter,4,600,1900,18.0,0
13,2022-11-21,66.343,2.925,91.41,32.217,38.033,65.939,0.355,2.86,0.123,90.043,1.062,33.129,0.772,3353.0,99.0,Sheeter,4,600,1901,19.0,0
13,2022-11-22,66.53,2.728,90.373,32.153,33.967,66.077,0.371,2.824,0.118,90.054,1.066,32.894,0.784,5189.0,112.0,Sheeter,4,600,1902,20.0,0
13,2022-11-23,67.223,2.973,90.753,33.45,37.067,66.275,0.549,2.823,0.116,90.386,0.806,32.978,0.811,2474.0,66.0,Sheeter,4,600,1903,21.0,0
13,2022-11-24,65.98,2.673,90.74,33.75,37.8,66.237,0.561,2.824,0.113,90.571,0.693,32.98,0.813,0.0,0.0,Sheeter,4,600,1904,22.0,0
13,2022-11-25,66.693,2.817,90.22,32.947,36.533,66.29,0.587,2.813,0.108,90.46,0.676,33.116,0.69,0.0,0.0,Sheeter,4,600,1905,23.0,0
13,2022-11-26,65.837,2.762,89.08,33.71,37.2,66.309,0.567,2.816,0.106,90.253,0.851,33.114,0.688,0.0,0.0,Sheeter,4,600,1906,24.0,0
13,2022-11-27,67.64,2.89,93.59,34.39,39.033,66.607,0.648,2.824,0.11,90.881,1.39,33.231,0.833,2431.0,48.0,Sheeter,4,600,1907,25.0,0
13,2022-11-28,66.59,2.871,91.457,33.847,35.533,66.642,0.638,2.816,0.103,90.888,1.393,33.464,0.722,0.0,0.0,Sheeter,4,600,1908,26.0,0
13,2022-11-29,66.317,2.723,92.26,33.93,37.867,66.611,0.649,2.815,0.104,91.157,1.458,33.718,0.444,4770.0,99.0,Sheeter,4,600,1909,0.0,0
13,2022-11-30,65.443,2.909,93.81,31.91,38.7,66.357,0.714,2.806,0.09,91.594,1.746,33.498,0.82,3077.0,77.0,Sheeter,4,600,1910,1.0,0
13,2022-12-01,64.717,2.769,94.917,31.207,38.4,66.177,0.947,2.82,0.072,92.19,2.086,33.134,1.176,4039.0,65.0,Sheeter,4,600,1911,2.0,0
13,2022-12-02,64.793,2.751,92.19,32.593,35.0,65.905,1.042,2.81,0.076,92.472,1.901,33.084,1.193,2365.0,53.0,Sheeter,4,600,1912,3.0,0
13,2022-12-03,66.687,2.673,91.42,33.377,34.167,66.027,1.081,2.798,0.092,92.806,1.323,33.036,1.17,3379.0,75.0,Sheeter,4,600,1913,4.0,0
13,2022-12-04,66.553,2.747,88.027,33.52,35.6,65.871,0.868,2.777,0.083,92.011,2.172,32.912,1.042,0.0,0.0,Sheeter,4,600,1914,5.0,0
13,2022-12-05,66.68,2.733,91.857,32.53,35.8,65.884,0.881,2.758,0.073,92.069,2.16,32.724,0.96,1969.0,29.0,Sheeter,4,600,1915,6.0,0
13,2022-12-06,65.367,2.726,90.047,34.283,37.3,65.749,0.877,2.758,0.073,91.752,2.286,32.774,1.04,2239.0,58.0,Sheeter,4,600,1916,7.0,0
13,2022-12-07,66.27,3.006,90.56,34.613,35.0,65.867,0.884,2.772,0.107,91.288,2.122,33.16,1.161,2116.0,22.0,Sheeter,4,600,1917,8.0,0
13,2022-12-08,64.963,2.976,89.547,33.113,30.267,65.902,0.834,2.801,0.132,90.521,1.459,33.433,0.791,2497.0,65.0,Sheeter,4,600,1918,9.0,0
13,2022-12-09,66.427,2.717,89.37,33.67,30.167,66.135,0.688,2.797,0.135,90.118,1.302,33.587,0.699,3503.0,78.0,Sheeter,4,600,1919,10.0,0
13,2022-12-10,65.907,2.602,90.687,34.853,33.933,66.024,0.646,2.787,0.148,90.013,1.206,33.798,0.835,4298.0,60.0,Sheeter,4,600,1920,11.0,0
13,2022-12-11,66.57,2.792,92.287,33.367,34.6,66.026,0.648,2.793,0.147,90.622,1.107,33.776,0.846,4395.0,85.0,Sheeter,4,600,1921,12.0,0
13,2022-12-12,65.643,2.872,91.82,32.723,34.767,65.878,0.59,2.813,0.147,90.617,1.101,33.803,0.8,4633.0,66.0,Sheeter,4,600,1922,13.0,0
13,2022-12-13,66.843,2.906,92.14,33.463,33.967,66.089,0.639,2.839,0.145,90.916,1.2,33.686,0.778,0.0,0.0,Sheeter,4,600,1923,14.0,0
13,2022-12-14,66.04,2.72,91.023,34.72,38.8,66.056,0.634,2.798,0.129,90.982,1.19,33.701,0.8,0.0,0.0,Sheeter,4,600,1924,15.0,0
13,2022-12-15,65.793,2.769,89.437,32.247,31.6,66.175,0.444,2.768,0.102,90.966,1.212,33.578,0.957,1775.0,38.0,Sheeter,4,600,1925,16.0,0
13,2022-12-16,66.397,2.756,92.113,33.25,33.667,66.17,0.442,2.774,0.1,91.358,1.042,33.518,0.964,1819.0,28.0,Sheeter,4,600,1926,17.0,0
13,2022-12-17,66.927,2.844,91.38,34.047,35.067,66.316,0.504,2.808,0.067,91.457,0.999,33.402,0.814,5434.0,153.0,Sheeter,4,600,1927,18.0,0
13,2022-12-18,66.217,2.948,94.367,32.883,33.867,66.266,0.492,2.831,0.085,91.754,1.481,33.333,0.838,3710.0,93.0,Sheeter,4,600,1928,19.0,0
13,2022-12-19,67.08,2.863,91.65,32.073,34.6,66.471,0.489,2.83,0.084,91.73,1.481,33.24,0.946,6831.0,167.0,Sheeter,4,600,1929,20.0,0
13,2022-12-20,67.107,2.805,89.71,32.777,34.867,66.509,0.53,2.815,0.077,91.383,1.644,33.142,0.954,3995.0,99.0,Sheeter,4,600,1930,21.0,0
13,2022-12-21,66.243,2.811,89.75,34.033,33.967,66.538,0.505,2.828,0.065,91.201,1.757,33.044,0.785,3585.0,73.0,Sheeter,4,600,1931,22.0,0
13,2022-12-22,65.843,2.583,89.193,32.417,36.133,66.545,0.493,2.802,0.113,91.166,1.8,33.069,0.759,7044.0,160.0,Sheeter,4,600,1932,23.0,0
13,2022-12-23,66.28,2.778,91.243,32.96,32.0,66.528,0.501,2.805,0.112,91.042,1.753,33.027,0.755,1563.0,43.0,Sheeter,4,600,1933,24.0,0
13,2022-12-24,67.467,2.881,90.857,33.593,34.567,66.605,0.604,2.81,0.115,90.967,1.747,32.962,0.668,4420.0,86.0,Sheeter,4,600,1934,25.0,0
13,2022-12-25,67.337,2.821,90.997,33.393,31.833,66.765,0.631,2.792,0.098,90.486,0.926,33.035,0.685,4111.0,117.0,Sheeter,4,600,1935,26.0,0
13,2022-12-26,65.583,2.863,91.717,32.997,31.567,66.551,0.749,2.792,0.098,90.495,0.94,33.167,0.543,5717.0,113.0,Sheeter,4,600,1936,27.0,0
13,2022-12-27,65.61,2.872,90.103,32.91,33.5,66.338,0.778,2.801,0.103,90.551,0.896,33.186,0.529,0.0,0.0,Sheeter,4,600,1937,28.0,0
13,2022-12-28,66.523,2.58,91.593,34.64,35.367,66.378,0.779,2.768,0.132,90.815,0.892,33.273,0.71,1417.0,18.0,Sheeter,4,600,1938,0.0,0
13,2022-12-29,67.627,2.598,88.3,32.22,32.733,66.632,0.862,2.77,0.129,90.687,1.18,33.245,0.752,3863.0,46.0,Sheeter,4,600,1939,1.0,0
13,2022-12-30,66.597,3.028,93.727,33.967,31.967,66.678,0.849,2.806,0.162,91.042,1.653,33.389,0.784,1249.0,12.0,Sheeter,4,600,1940,2.0,0
13,2022-12-31,66.303,2.836,91.53,30.733,33.8,66.511,0.78,2.8,0.159,91.138,1.66,32.98,1.26,7948.0,143.0,Sheeter,4,600,1941,3.0,0
14,2022-01-01,61.3,2.479,88.097,40.373,30.7,60.694,0.288,2.401,0.107,90.433,1.518,40.766,0.827,0.0,0.0,Paper Machine,3,1500,6022,21.0,0
14,2022-01-02,61.143,2.434,92.66,40.29,32.7,60.78,0.322,2.382,0.082,90.578,1.692,40.63,0.814,0.0,0.0,Paper Machine,3,1500,6023,22.0,0
14,2022-01-03,61.563,2.382,90.067,40.367,33.367,60.928,0.413,2.372,0.076,90.514,1.703,40.562,0.813,8813.0,104.0,Paper Machine,3,1500,6024,23.0,0
14,2022-01-04,60.503,2.463,89.993,42.003,32.033,60.91,0.43,2.399,0.068,90.42,1.713,40.784,0.974,6968.0,143.0,Paper Machine,3,1500,6025,24.0,0
14,2022-01-05,60.3,2.559,88.263,40.687,30.833,60.837,0.489,2.421,0.091,90.166,1.9,40.544,0.682,11026.0,139.0,Paper Machine,3,1500,6026,25.0,0
14,2022-01-06,60.68,2.327,90.51,40.09,32.233,60.853,0.48,2.427,0.082,90.337,1.864,40.537,0.687,17733.0,411.0,Paper Machine,3,1500,6027,26.0,0
14,2022-01-07,61.347,2.118,90.337,40.007,32.367,60.977,0.48,2.395,0.142,89.99,1.533,40.545,0.679,8105.0,236.0,Paper Machine,3,1500,6028,27.0,0
14,2022-01-08,61.937,2.408,91.193,41.473,35.967,61.068,0.598,2.384,0.138,90.432,1.328,40.702,0.756,9929.0,249.0,Paper Machine,3,1500,6029,28.0,0
14,2022-01-09,61.017,2.175,90.973,40.41,30.267,61.05,0.597,2.348,0.156,90.191,0.958,40.72,0.746,10235.0,276.0,Paper Machine,3,1500,6030,0.0,0
14,2022-01-10,61.06,2.497,90.613,40.543,35.133,60.978,0.553,2.364,0.166,90.269,0.969,40.745,0.735,0.0,0.0,Paper Machine,3,1500,6031,1.0,0
14,2022-01-11,61.27,2.487,90.367,40.577,30.767,61.087,0.519,2.367,0.168,90.322,0.961,40.541,0.483,0.0,0.0,Paper Machine,3,1500,6032,2.0,0
14,2022-01-12,62.417,2.58,88.42,40.663,33.567,61.39,0.595,2.37,0.172,90.345,0.906,40.538,0.482,11444.0,232.0,Paper Machine,3,1500,6033,3.0,0
14,2022-01-13,60.113,2.576,92.243,40.913,31.867,61.309,0.73,2.406,0.187,90.592,1.16,40.655,0.454,0.0,0.0,Paper Machine,3,1500,6034,4.0,0
14,2022-01-14,60.007,2.492,88.507,40.033,33.8,61.117,0.879,2.459,0.138,90.331,1.407,40.659,0.447,0.0,0.0,Paper Machine,3,1500,6035,5.0,0
14,2022-01-15,61.33,2.445,92.063,39.3,31.8,61.03,0.812,2.465,0.137,90.455,1.529,40.349,0.534,0.0,0.0,Paper Machine,3,1500,6036,6.0,0
14,2022-01-16,61.513,2.272,90.667,41.22,32.533,61.101,0.832,2.478,0.103,90.411,1.516,40.464,0.629,12147.0,194.0,Paper Machine,3,1500,6037,7.0,0
14,2022-01-17,61.173,2.542,90.767,41.76,34.267,61.118,0.833,2.485,0.106,90.433,1.52,40.638,0.799,8093.0,152.0,Paper Machine,3,1500,6038,8.0,0
14,2022-01-18,60.437,2.554,90.333,40.203,36.267,60.999,0.866,2.494,0.109,90.429,1.521,40.585,0.816,11921.0,291.0,Paper Machine,3,1500,6039,9.0,0
14,2022-01-19,60.56,2.697,90.393,40.263,32.567,60.733,0.604,2.511,0.131,90.71,1.244,40.528,0.824,12629.0,263.0,Paper Machine,3,1500,6040,10.0,0
14,2022-01-20,61.547,2.456,89.787,40.23,33.5,60.938,0.602,2.494,0.129,90.36,1.074,40.43,0.811,0.0,0.0,Paper Machine,3,1500,6041,11.0,0
14,2022-01-21,62.263,2.399,90.15,42.027,34.0,61.26,0.624,2.481,0.134,90.594,0.725,40.715,0.981,5429.0,56.0,Paper Machine,3,1500,6042,12.0,0
14,2022-01-22,60.55,2.397,91.647,40.8,31.967,61.149,0.677,2.474,0.138,90.535,0.588,40.929,0.759,18383.0,330.0,Paper Machine,3,1500,6043,13.0,0
14,2022-01-23,60.19,2.382,91.383,41.007,32.033,60.96,0.74,2.49,0.115,90.637,0.671,40.899,0.749,10190.0,102.0,Paper Machine,3,1500,6044,14.0,0
14,2022-01-24,60.447,2.388,91.087,40.17,36.567,60.856,0.756,2.468,0.118,90.683,0.692,40.671,0.683,9150.0,93.0,Paper Machine,3,1500,6045,15.0,0
14,2022-01-25,61.387,2.494,90.913,39.78,30.667,60.992,0.753,2.459,0.113,90.766,0.678,40.611,0.747,5585.0,138.0,Paper Machine,3,1500,6046,16.0,0
14,2022-01-26,60.213,2.58,90.677,40.873,31.567,60.942,0.796,2.442,0.073,90.806,0.66,40.698,0.735,4620.0,121.0,Paper Machine,3,1500,6047,17.0,0
14,2022-01-27,60.06,2.393,91.157,39.907,33.0,60.73,0.806,2.433,0.075,91.002,0.488,40.652,0.778,16846.0,386.0,Paper Machine,3,1500,6048,18.0,0
14,2022-01-28,61.667,2.452,90.767,39.467,34.9,60.645,0.63,2.441,0.074,91.09,0.343,40.286,0.607,0.0,0.0,Paper Machine,3,1500,6049,19.0,0
14,2022-01-29,61.613,2.54,89.643,40.14,36.567,60.797,0.724,2.461,0.079,90.804,0.565,40.192,0.564,13359.0,257.0,Paper Machine,3,1500,6050,20.0,1
14,2022-01-30,61.42,2.641,92.61,40.917,34.767,60.972,0.701,2.498,0.095,90.979,0.878,40.179,0.543,7137.0,128.0,Paper Machine,3,1500,6051,21.0,1
14,2022-01-31,62.697,2.876,95.963,41.213,35.067,61.294,0.906,2.568,0.158,91.676,2.084,40.328,0.669,0.0,0.0,Paper Machine,3,1500,6052,22.0,1
14,2022-02-01,62.54,2.915,98.133,41.517,33.0,61.459,1.023,2.628,0.2,92.707,3.155,40.576,0.749,13267.0,211.0,Paper Machine,3,1500,6053,23.0,1
14,2022-02-02,63.3,3.121,100.16,42.147,32.667,61.9,1.061,2.705,0.27,94.062,4.048,40.758,0.958,0.0,0.0,Paper Machine,3,1500,6054,24.0,1
14,2022-02-03,64.19,3.274,99.937,42.143,33.967,62.49,1.015,2.831,0.304,95.316,4.347,41.078,0.999,6526.0,507.0,Paper Machine,3,1500,6055,25.0,1
14,2022-02-04,63.81,3.523,104.993,42.2,36.233,62.796,1.048,2.984,0.347,97.349,5.122,41.468,0.773,10571.0,832.0,Paper Machine,3,1500,6056,26.0,1
14,2022-02-05,61.303,2.533,88.627,41.697,33.967,62.751,1.111,2.983,0.349,97.203,5.385,41.69,0.505,4108.0,337.0,Paper Machine,3,1500,6057,0.0,0
14,2022-02-06,60.753,2.382,89.557,40.74,34.2,62.656,1.263,2.946,0.401,96.767,5.916,41.665,0.552,7462.0,541.0,Paper Machine,3,1500,6058,1.0,0
14,2022-02-07,60.71,2.559,91.62,41.613,35.133,62.372,1.46,2.901,0.427,96.147,6.234,41.722,0.517,7262.0,508.0,Paper Machine,3,1500,6059,2.0,0
14,2022-02-08,60.76,2.51,89.817,41.66,34.233,62.118,1.576,2.843,0.452,94.959,6.575,41.743,0.511,8921.0,767.0,Paper Machine,3,1500,6060,0.0,0
14,2022-02-09,60.793,2.53,91.487,39.79,33.9,61.76,1.547,2.759,0.447,93.72,6.24,41.406,0.858,15881.0,256.0,Paper Machine,3,1500,6061,1.0,0
14,2022-02-10,60.357,2.434,88.56,40.727,33.267,61.212,1.178,2.639,0.395,92.094,5.818,41.204,0.822,16908.0,320.0,Paper Machine,3,1500,6062,2.0,0
14,2022-02-11,60.85,2.462,90.85,41.07,33.467,60.79,0.278,2.487,0.063,90.074,1.272,41.042,0.695,8678.0,214.0,Paper Machine,3,1500,6063,3.0,0
14,2022-02-12,61.357,2.48,91.263,40.86,35.067,60.797,0.295,2.48,0.06,90.45,1.157,40.923,0.633,0.0,0.0,Paper Machine,3,1500,6064,4.0,0
14,2022-02-13,60.753,2.399,92.153,41.287,36.367,60.797,0.295,2.482,0.056,90.821,1.237,41.001,0.64,13819.0,173.0,Paper Machine,3,1500,6065,5.0,0
14,2022-02-14,60.377,2.365,88.763,41.44,37.7,60.75,0.335,2.454,0.059,90.413,1.391,40.976,0.615,11317.0,320.0,Paper Machine,3,1500,6066,6.0,0
14,2022-02-15,60.94,2.579,88.823,39.023,37.833,60.775,0.343,2.464,0.074,90.271,1.508,40.6,0.878,4117.0,80.0,Paper Machine,3,1500,6067,7.0,0
14,2022-02-16,61.567,2.358,90.553,40.473,36.2,60.886,0.456,2.44,0.077,90.138,1.421,40.697,0.808,8902.0,153.0,Paper Machine,3,1500,6068,8.0,0
14,2022-02-17,60.047,2.435,89.25,40.847,37.867,60.841,0.525,2.44,0.077,90.237,1.313,40.714,0.81,0.0,0.0,Paper Machine,3,1500,6069,9.0,0
14,2022-02-18,61.39,2.328,92.95,40.837,35.667,60.919,0.565,2.421,0.086,90.537,1.668,40.681,0.798,0.0,0.0,Paper Machine,3,1500,6070,10.0,0
14,2022-02-19,60.52,2.181,89.51,40.433,34.467,60.799,0.545,2.378,0.12,90.286,1.673,40.62,0.798,11772.0,154.0,Paper Machine,3,1500,6071,11.0,0
14,2022-02-20,60.67,2.6,90.86,39.35,37.167,60.787,0.547,2.407,0.147,90.101,1.494,40.343,0.862,11563.0,208.0,Paper Machine,3,1500,6072,12.0,0
14,2022-02-21,60.92,2.373,90.887,41.377,38.233,60.865,0.517,2.408,0.146,90.405,1.389,40.334,0.848,10879.0,162.0,Paper Machine,3,1500,6073,13.0,0
14,2022-02-22,62.283,2.411,91.253,40.183,38.433,61.057,0.747,2.384,0.126,90.752,1.221,40.5,0.636,6557.0,115.0,Paper Machine,3,1500,6074,14.0,0
14,2022-02-23,60.787,2.344,92.403,40.573,35.733,60.945,0.716,2.382,0.127,91.016,1.363,40.514,0.637,0.0,0.0,Paper Machine,3,1500,6075,15.0,0
14,2022-02-24,60.26,2.517,89.847,40.773,35.5,60.976,0.675,2.394,0.136,91.101,1.248,40.504,0.631,0.0,0.0,Paper Machine,3,1500,6076,16.0,0
14,2022-02-25,62.233,2.501,93.87,41.407,38.333,61.096,0.821,2.418,0.138,91.233,1.499,40.585,0.713,0.0,0.0,Paper Machine,3,1500,6077,17.0,0
14,2022-02-26,60.62,2.279,90.39,39.113,37.267,61.11,0.81,2.432,0.112,91.359,1.36,40.397,0.908,10762.0,200.0,Paper Machine,3,1500,6078,18.0,0
14,2022-02-27,61.87,2.472,92.253,40.22,36.333,61.282,0.828,2.414,0.088,91.558,1.377,40.521,0.793,10604.0,261.0,Paper Machine,3,1500,6079,19.0,0
14,2022-02-28,60.723,2.433,90.813,40.8,36.667,61.254,0.845,2.422,0.086,91.547,1.383,40.439,0.715,5247.0,58.0,Paper Machine,3,1500,6080,20.0,0
14,2022-03-01,60.607,2.598,91.193,41.563,35.2,61.014,0.735,2.449,0.108,91.539,1.386,40.636,0.816,18932.0,285.0,Paper Machine,3,1500,6081,21.0,0
14,2022-03-02,59.707,2.366,90.78,41.627,34.433,60.86,0.889,2.452,0.105,91.307,1.352,40.786,0.896,0.0,0.0,Paper Machine,3,1500,6082,22.0,0
14,2022-03-03,61.287,2.406,90.843,39.8,40.267,61.007,0.857,2.436,0.102,91.449,1.219,40.647,0.971,4719.0,128.0,Paper Machine,3,1500,6083,23.0,0
14,2022-03-04,60.893,2.345,90.977,39.283,40.133,60.815,0.666,2.414,0.102,91.036,0.589,40.344,1.024,0.0,0.0,Paper Machine,3,1500,6084,24.0,0
14,2022-03-05,60.62,2.256,90.997,40.653,37.1,60.815,0.666,2.411,0.108,91.122,0.518,40.564,0.869,15162.0,189.0,Paper Machine,3,1500,6085,25.0,0
14,2022-03-06,61.503,2.404,93.58,39.723,39.667,60.763,0.578,2.401,0.104,91.312,1.01,40.493,0.921,0.0,0.0,Paper Machine,3,1500,6086,26.0,0
14,2022-03-07,61.5,2.548,90.84,41.457,37.0,60.874,0.64,2.418,0.118,91.316,1.008,40.587,0.988,4377.0,91.0,Paper Machine,3,1500,6087,27.0,0
14,2022-03-08,62.51,2.3,90.283,40.443,39.0,61.146,0.87,2.375,0.093,91.186,1.082,40.427,0.889,4424.0,105.0,Paper Machine,3,1500,6088,28.0,0
14,2022-03-09,60.94,2.227,89.69,39.54,37.033,61.322,0.619,2.355,0.109,91.03,1.22,40.129,0.761,0.0,0.0,Paper Machine,3,1500,6089,29.0,0
14,2022-03-10,61.597,2.462,90.373,42.513,40.733,61.366,0.627,2.363,0.115,90.963,1.245,40.516,1.155,8056.0,224.0,Paper Machine,3,1500,6090,30.0,0
14,2022-03-11,60.083,2.394,89.93,39.047,40.7,61.25,0.784,2.37,0.115,90.813,1.304,40.482,1.199,0.0,0.0,Paper Machine,3,1500,6091,0.0,0
14,2022-03-12,61.26,2.354,91.06,38.72,37.433,61.342,0.734,2.384,0.105,90.822,1.306,40.206,1.365,6198.0,82.0,Paper Machine,3,1500,6092,1.0,0
14,2022-03-13,60.553,2.584,91.313,40.64,38.833,61.206,0.785,2.41,0.129,90.499,0.596,40.337,1.355,10331.0,197.0,Paper Machine,3,1500,6093,2.0,0
14,2022-03-14,61.73,2.488,91.267,40.64,38.133,61.239,0.804,2.401,0.121,90.56,0.656,40.22,1.275,8984.0,157.0,Paper Machine,3,1500,6094,3.0,0
14,2022-03-15,60.347,2.485,90.073,40.753,38.833,60.93,0.631,2.428,0.115,90.53,0.675,40.265,1.289,11233.0,234.0,Paper Machine,3,1500,6095,4.0,0
14,2022-03-16,60.78,2.511,92.177,41.417,39.3,60.907,0.634,2.468,0.076,90.885,0.802,40.533,1.308,7953.0,105.0,Paper Machine,3,1500,6096,5.0,0
14,2022-03-17,61.093,2.442,90.83,39.943,41.7,60.835,0.568,2.465,0.076,90.95,0.772,40.166,0.979,12280.0,304.0,Paper Machine,3,1500,6097,6.0,0
14,2022-03-18,60.31,2.404,88.05,40.253,40.667,60.868,0.522,2.467,0.075,90.681,1.319,40.338,0.846,0.0,0.0,Paper Machine,3,1500,6098,7.0,0
14,2022-03-19,61.31,2.504,89.143,41.493,42.567,60.875,0.529,2.488,0.057,90.408,1.422,40.734,0.565,8720.0,182.0,Paper Machine,3,1500,6099,8.0,0
14,2022-03-20,60.78,2.443,93.35,39.697,41.133,60.907,0.513,2.468,0.039,90.699,1.797,40.6,0.69,3509.0,66.0,Paper Machine,3,1500,6100,9.0,0
14,2022-03-21,61.41,2.436,89.89,40.693,41.4,60.861,0.436,2.461,0.04,90.502,1.8,40.607,0.691,0.0,0.0,Paper Machine,3,1500,6101,10.0,0
14,2022-03-22,61.467,2.37,92.567,40.953,41.867,61.021,0.42,2.444,0.05,90.858,1.942,40.636,0.702,17333.0,482.0,Paper Machine,3,1500,6102,11.0,0
14,2022-03-23,61.007,2.34,88.837,40.943,43.667,61.054,0.407,2.42,0.054,90.381,1.974,40.568,0.634,0.0,0.0,Paper Machine,3,1500,6103,12.0,0
