order_line_id,order_id,product_id,quantity,unit_price,line_total,unit_cost,margin
42200,14153,27,12,7.88,94.56,5.07,33.72
42201,14153,25,22,7.13,156.86,4.39,60.28
42232,14169,21,11,5.73,63.03,3.92,19.91
42233,14169,79,9,9.94,89.46,6.97,26.73
42234,14169,112,62,8.22,509.64,6.13,129.58
42235,14169,22,3,6.69,20.07,4.58,6.33
42316,14196,61,13,6.75,87.75,4.72,26.39
42329,14200,77,111,10.29,1142.19,6.61,408.48
42330,14200,117,8,8.26,66.08,6.0,18.08
42383,14218,83,63,6.56,413.28,4.21,148.05
42384,14218,64,27,9.84,265.68,7.52,62.64
42452,14241,106,23,18.32,421.36,10.34,183.54
42453,14241,44,7,17.06,119.42,11.28,40.46
42501,14257,49,5,9.24,46.2,6.8,12.2
42502,14257,76,10,11.91,119.1,7.24,46.7
42547,14271,69,14,8.33,116.62,5.27,42.84
42548,14271,110,30,15.31,459.3,11.52,113.7
42549,14271,42,14,16.65,233.1,12.13,63.28
42563,14276,3,48,8.92,428.16,5.9,144.96
42564,14276,80,15,8.81,132.15,6.26,38.25
42565,14276,95,16,3.67,58.72,2.3,21.92
42594,14286,61,7,7.11,49.77,4.72,16.73
42625,14295,109,19,15.53,295.07,9.91,106.78
42626,14295,42,28,17.53,490.84,12.13,151.2
42627,14295,12,44,4.73,208.12,3.35,60.72
42628,14295,45,25,16.72,418.0,11.87,121.25
42629,14295,60,23,10.53,242.19,7.32,73.83
42681,14311,9,6,5.23,31.38,3.67,9.36
42682,14311,49,43,9.73,418.39,6.8,125.99
42683,14311,42,4,17.53,70.12,12.13,21.6
42704,14318,112,6,7.79,46.74,6.13,9.96
42752,14337,22,22,7.04,154.88,4.58,54.12
42753,14337,34,63,18.82,1185.66,12.22,415.8
42754,14337,20,17,9.61,163.37,5.45,70.72
42755,14337,41,19,20.57,390.83,13.22,139.65
42757,14339,31,4,12.3,49.2,8.33,15.88
42758,14339,39,14,19.16,268.24,13.65,77.14
42761,14341,111,8,13.53,108.24,8.09,43.52
42762,14341,28,21,10.49,220.29,6.99,73.5
42889,14382,93,7,2.48,17.36,1.67,5.67
42890,14382,103,30,12.8,384.0,8.3,135.0
42910,14389,97,10,4.39,43.9,3.28,11.1
42911,14389,45,134,15.88,2127.92,11.87,537.34
42912,14389,74,4,14.88,59.52,10.01,19.48
42913,14389,60,7,10.0,70.0,7.32,18.76
43041,14437,7,36,5.0,180.0,3.21,64.44
43042,14437,94,20,5.36,107.2,3.54,36.4
43043,14437,51,8,8.17,65.36,5.46,21.68
43044,14437,19,19,9.76,185.44,6.8,56.24
43045,14437,59,59,7.18,423.62,4.76,142.78
43114,14456,21,15,6.03,90.45,3.92,31.65
43115,14456,66,25,6.67,166.75,4.64,50.75
43129,14460,35,7,17.05,119.35,10.85,43.4
43130,14461,50,12,12.68,152.16,8.18,54.0
43141,14465,10,4,5.33,21.32,3.4,7.72
43142,14465,80,9,8.81,79.29,6.26,22.95
43153,14468,56,33,11.12,366.96,6.54,151.14
43154,14468,31,12,12.95,155.4,8.33,55.44
43155,14468,50,17,12.68,215.56,8.18,76.5
43156,14468,45,8,16.72,133.76,11.87,38.8
43167,14472,50,6,12.68,76.08,8.18,27.0
43168,14472,97,20,4.62,92.4,3.28,26.8
43191,14482,88,34,7.1,241.4,4.69,81.94
43192,14482,109,55,15.53,854.15,9.91,309.1
43193,14482,16,14,4.71,65.94,3.12,22.26
43277,14506,75,43,14.24,612.32,8.01,267.89
43310,14518,4,26,8.17,212.42,4.7,90.22
43311,14518,113,9,8.92,80.28,5.99,26.37
43312,14518,116,20,12.95,259.0,8.16,95.8
43313,14518,62,6,7.4,44.4,5.17,13.38
43314,14518,77,23,10.83,249.09,6.61,97.06
43316,14520,106,28,16.49,461.72,10.34,172.2
43317,14520,11,16,9.11,145.76,6.4,43.36
43318,14520,28,23,9.44,217.12,6.99,56.35
43328,14524,95,81,3.67,297.27,2.3,110.97
43329,14524,53,25,9.79,244.75,6.68,77.75
43330,14524,83,72,6.93,498.96,4.21,195.84
43331,14524,71,7,10.31,72.17,6.29,28.14
43350,14531,49,36,8.76,315.36,6.8,70.56
43351,14531,74,27,14.09,380.43,10.01,110.16
43391,14542,35,9,16.2,145.8,10.85,48.15
43392,14542,106,15,17.4,261.0,10.34,105.9
43393,14542,19,6,9.76,58.56,6.8,17.76
43394,14542,115,13,8.43,109.59,5.8,34.19
43453,14563,41,9,20.57,185.13,13.22,66.15
43454,14563,59,40,7.56,302.4,4.76,112.0
43548,14594,79,3,10.46,31.38,6.97,10.47
43549,14594,36,65,15.84,1029.6,11.32,293.8
43550,14594,105,10,13.94,139.4,9.0,49.4
43551,14594,60,81,10.53,852.93,7.32,260.01
43552,14594,75,7,14.24,99.68,8.01,43.61
43608,14612,95,6,3.86,23.16,2.3,9.36
43609,14612,27,109,7.88,858.92,5.07,306.29
43610,14612,75,83,14.24,1181.92,8.01,517.09
43611,14612,38,40,20.02,800.8,11.9,324.8
43733,14656,6,8,6.53,52.24,4.69,14.72
43734,14656,81,28,12.54,351.12,8.35,117.32
43749,14662,119,9,6.14,55.26,4.78,12.24
43750,14662,77,17,9.75,165.75,6.61,53.38
43751,14662,116,20,11.65,233.0,8.16,69.8
43752,14662,109,18,13.98,251.64,9.91,73.26
43892,14712,79,8,10.46,83.68,6.97,27.92
43893,14712,115,14,8.87,124.18,5.8,42.98
43894,14712,14,18,9.78,176.04,6.43,60.3
43897,14714,92,54,8.26,446.04,5.12,169.56
43898,14714,91,35,4.21,147.35,2.55,58.1
43919,14723,87,8,8.69,69.52,5.73,23.68
43920,14723,5,5,8.78,43.9,5.46,16.6
43921,14723,79,5,9.94,49.7,6.97,14.85
43922,14723,61,53,6.75,357.75,4.72,107.59
43923,14723,114,27,12.68,342.36,7.49,140.13
43969,14736,6,43,6.53,280.79,4.69,79.12
43970,14736,43,33,16.59,547.47,9.59,231.0
43971,14736,88,25,7.1,177.5,4.69,60.25
43972,14736,105,9,13.94,125.46,9.0,44.46
43989,14741,118,37,8.07,298.59,5.53,93.98
44065,14764,1,8,7.69,61.52,4.43,26.08
44066,14764,28,10,10.49,104.9,6.99,35.0
44067,14764,33,19,17.1,324.9,11.24,111.34
44094,14773,119,14,6.82,95.48,4.78,28.56
44095,14773,77,6,10.83,64.98,6.61,25.32
44096,14773,102,11,13.34,146.74,7.69,62.15
44097,14773,4,22,8.17,179.74,4.7,76.34
44153,14790,41,72,20.57,1481.04,13.22,529.2
44154,14790,35,6,17.05,102.3,10.85,37.2
44155,14790,93,37,2.92,108.04,1.67,46.25
44222,14810,93,51,2.92,148.92,1.67,63.75
44223,14810,51,6,8.6,51.6,5.46,18.84
44224,14810,118,79,8.5,671.5,5.53,234.63
44225,14810,53,51,10.31,525.81,6.68,185.13
44226,14810,47,22,16.03,352.66,9.77,137.72
44234,14815,26,16,10.34,165.44,7.37,47.52
44235,14815,113,27,8.92,240.84,5.99,79.11
44283,14836,10,4,5.61,22.44,3.4,8.84
44284,14836,37,11,15.44,169.84,9.8,62.04
44333,14854,53,38,10.31,391.78,6.68,137.94
44334,14854,48,21,23.47,492.87,13.99,199.08
44335,14854,106,42,18.32,769.44,10.34,335.16
44336,14854,105,14,13.94,195.16,9.0,69.16
44353,14859,108,55,16.75,921.25,11.94,264.55
44354,14859,37,26,15.44,401.44,9.8,146.64
44355,14859,95,14,3.86,54.04,2.3,21.84
44356,14859,32,50,13.24,662.0,9.34,195.0
44357,14859,55,53,9.32,493.96,6.31,159.53
44412,14879,73,35,12.19,426.65,6.87,186.2
44413,14879,78,52,12.09,628.68,6.86,271.96
44414,14879,72,7,14.07,98.49,8.93,35.98
44448,14892,55,2,8.39,16.78,6.31,4.16
44449,14892,30,26,14.98,389.48,9.43,144.3
44506,14911,55,38,8.39,318.82,6.31,79.04
44507,14911,63,11,9.71,106.81,6.66,33.55
44512,14914,118,16,8.5,136.0,5.53,47.52
44513,14914,20,17,9.61,163.37,5.45,70.72
44540,14926,23,29,7.03,203.87,4.78,65.25
44576,14937,51,9,8.6,77.4,5.46,28.26
44577,14937,9,9,5.23,47.07,3.67,14.04
44667,14966,35,10,16.2,162.0,10.85,53.5
44668,14966,75,72,13.53,974.16,8.01,397.44
44669,14966,87,30,8.69,260.7,5.73,88.8
44781,14994,15,13,5.89,76.57,4.03,24.18
44782,14994,75,27,13.53,365.31,8.01,149.04
44891,15030,28,54,9.97,538.38,6.99,160.92
44898,15033,78,35,11.49,402.15,6.86,162.05
44913,15039,38,41,20.02,820.82,11.9,332.92
44914,15039,14,9,9.78,88.02,6.43,30.15
44915,15039,118,41,8.5,348.5,5.53,121.77
44933,15047,10,23,5.61,129.03,3.4,50.83
44934,15047,109,17,15.53,264.01,9.91,95.54
44935,15047,27,14,7.88,110.32,5.07,39.34
44936,15047,46,9,20.97,188.73,14.22,60.75
44947,15051,95,77,3.67,282.59,2.3,105.49
44948,15051,81,32,11.91,381.12,8.35,113.92
44949,15051,69,77,8.33,641.41,5.27,235.62
44950,15051,97,13,4.39,57.07,3.28,14.43
44975,15060,111,12,13.53,162.36,8.09,65.28
44976,15060,56,11,11.12,122.32,6.54,50.38
44977,15060,34,5,18.82,94.1,12.22,33.0
44978,15060,42,30,17.53,525.9,12.13,162.0
45158,15114,119,12,6.14,73.68,4.78,16.32
45159,15114,95,23,3.47,79.81,2.3,26.91
45160,15114,46,6,18.87,113.22,14.22,27.9
45161,15114,37,22,13.9,305.8,9.8,90.2
45175,15119,113,9,8.92,80.28,5.99,26.37
45176,15119,11,81,10.12,819.72,6.4,301.32
45210,15131,54,14,12.19,170.66,8.51,51.52
45211,15131,20,8,9.13,73.04,5.45,29.44
45212,15131,110,48,15.31,734.88,11.52,181.92
45213,15131,66,7,6.34,44.38,4.64,11.9
45214,15131,89,24,6.92,166.08,4.55,56.88
45345,15174,100,26,5.2,135.2,3.2,52.0
45346,15174,119,152,6.82,1036.64,4.78,310.08
45347,15174,57,11,14.09,154.99,8.93,56.76
45348,15174,51,15,8.6,129.0,5.46,47.1
45349,15175,82,22,9.07,199.54,5.91,69.52
45350,15175,49,3,9.73,29.19,6.8,8.79
45351,15175,1,12,7.69,92.28,4.43,39.12
45360,15179,43,116,16.59,1924.44,9.59,812.0
45361,15179,110,5,16.12,80.6,11.52,23.0
45376,15183,116,8,12.95,103.6,8.16,38.32
45377,15183,7,9,5.26,47.34,3.21,18.45
45389,15187,19,41,9.76,400.16,6.8,121.36
45390,15187,27,4,7.49,29.96,5.07,9.68
45391,15187,30,27,15.81,426.87,9.43,172.26
45425,15198,3,10,8.45,84.5,5.9,25.5
45426,15198,107,26,9.33,242.58,6.0,86.58
45427,15198,75,30,12.82,384.6,8.01,144.3
45428,15198,78,17,10.88,184.96,6.86,68.34
45429,15198,1,17,6.92,117.64,4.43,42.33
45430,15199,37,4,15.44,61.76,9.8,22.56
45431,15199,42,11,17.53,192.83,12.13,59.4
45467,15211,79,7,10.46,73.22,6.97,24.43
45468,15211,83,35,7.29,255.15,4.21,107.8
45469,15212,24,5,10.62,53.1,8.38,11.2
45470,15212,118,28,7.65,214.2,5.53,59.36
45485,15216,11,32,10.12,323.84,6.4,119.04
45486,15216,78,18,12.09,217.62,6.86,94.14
45487,15216,59,51,7.56,385.56,4.76,142.8
45530,15228,16,7,4.24,29.68,3.12,7.84
45531,15228,36,31,14.26,442.06,11.32,91.14
45532,15228,110,8,14.51,116.08,11.52,23.92
45533,15228,76,19,11.29,214.51,7.24,76.95
45545,15232,63,7,10.79,75.53,6.66,28.91
45546,15232,31,5,12.95,64.75,8.33,23.1
45547,15232,37,49,15.44,756.56,9.8,276.36
45548,15232,110,52,16.12,838.24,11.52,239.2
45648,15263,104,33,9.38,309.54,6.94,80.52
45649,15263,100,44,4.68,205.92,3.2,65.12
45660,15268,115,39,8.43,328.77,5.8,102.57
45686,15279,95,11,3.28,36.08,2.3,10.78
45687,15279,3,3,7.98,23.94,5.9,6.24
45688,15279,42,8,14.9,119.2,12.13,22.16
45689,15279,93,8,2.48,19.84,1.67,6.48
45690,15279,30,30,14.14,424.2,9.43,141.3
45701,15285,108,52,16.75,871.0,11.94,250.12
45702,15285,45,18,16.72,300.96,11.87,87.3
45703,15285,106,43,18.32,787.76,10.34,343.14
45704,15285,33,30,17.1,513.0,11.24,175.8
45754,15304,48,16,22.3,356.8,13.99,132.96
45755,15304,84,26,6.04,157.04,3.53,65.26
45756,15304,18,11,4.6,50.6,2.7,20.9
45757,15304,52,20,11.89,237.8,7.33,91.2
45758,15304,89,5,6.92,34.6,4.55,11.85
45976,15380,26,14,9.31,130.34,7.37,27.16
46024,15395,78,17,12.09,205.53,6.86,88.91
46025,15395,37,5,15.44,77.2,9.8,28.2
46026,15395,56,9,11.12,100.08,6.54,41.22
46027,15395,31,15,12.95,194.25,8.33,69.3
46160,15437,116,19,12.95,246.05,8.16,91.01
46161,15437,55,8,9.32,74.56,6.31,24.08
46163,15439,62,20,7.4,148.0,5.17,44.6
46164,15439,43,31,16.59,514.29,9.59,217.0
46165,15439,108,57,16.75,954.75,11.94,274.17
46166,15439,39,20,20.17,403.4,13.65,130.4
46167,15439,36,5,15.84,79.2,11.32,22.6
46171,15441,47,11,15.23,167.53,9.77,60.06
46228,15457,16,13,4.24,55.12,3.12,14.56
46304,15486,51,7,7.74,54.18,5.46,15.96
46305,15486,74,13,14.09,183.17,10.01,53.04
46306,15486,68,7,5.6,39.2,4.2,9.8
46307,15486,41,29,18.51,536.79,13.22,153.41
46308,15486,27,17,7.09,120.53,5.07,34.34
46315,15489,97,15,3.93,58.95,3.28,9.75
46316,15489,105,4,11.85,47.4,9.0,11.4
46361,15504,88,20,6.39,127.8,4.69,34.0
46362,15504,73,5,10.97,54.85,6.87,20.5
46363,15504,78,47,10.88,511.36,6.86,188.94
46364,15504,72,28,12.66,354.48,8.93,104.44
46365,15504,12,35,4.26,149.1,3.35,31.85
46474,15537,116,15,11.65,174.75,8.16,52.35
46475,15537,104,47,9.38,440.86,6.94,114.68
46476,15537,74,35,14.09,493.15,10.01,142.8
46477,15537,76,209,11.29,2359.61,7.24,846.45
46478,15537,14,8,8.8,70.4,6.43,18.96
46482,15539,82,14,9.07,126.98,5.91,44.24
46483,15539,117,27,8.69,234.63,6.0,72.63
46484,15539,103,93,15.06,1400.58,8.3,628.68
46485,15539,83,3,7.29,21.87,4.21,9.24
46486,15539,52,12,12.52,150.24,7.33,62.28
46493,15544,76,15,12.54,188.1,7.24,79.5
46521,15554,29,12,22.25,267.0,15.78,77.64
46522,15554,46,52,20.97,1090.44,14.22,351.0
46523,15554,110,38,16.12,612.56,11.52,174.8
46524,15554,27,103,7.88,811.64,5.07,289.43
46525,15554,32,91,13.24,1204.84,9.34,354.9
46633,15589,42,24,16.65,399.6,12.13,108.48
46634,15589,44,7,16.21,113.47,11.28,34.51
46635,15590,59,16,7.18,114.88,4.76,38.72
46636,15590,90,3,2.94,8.82,2.11,2.49
46637,15590,72,5,13.37,66.85,8.93,22.2
46638,15590,21,34,5.73,194.82,3.92,61.54
46675,15604,11,7,10.12,70.84,6.4,26.04
46676,15604,79,22,10.46,230.12,6.97,76.78
46690,15610,102,4,12.01,48.04,7.69,17.28
46695,15612,26,24,10.34,248.16,7.37,71.28
46696,15612,75,14,14.24,199.36,8.01,87.22
46697,15612,60,31,10.53,326.43,7.32,99.51
46715,15620,104,35,10.42,364.7,6.94,121.8
46716,15620,54,42,12.83,538.86,8.51,181.44
46717,15620,42,11,17.53,192.83,12.13,59.4
46718,15620,44,26,17.06,443.56,11.28,150.28
46719,15620,64,74,10.93,808.82,7.52,252.34
46783,15639,9,15,4.71,70.65,3.67,15.6
46784,15639,38,23,18.02,414.46,11.9,140.76
46785,15639,79,4,9.41,37.64,6.97,9.76
46786,15639,100,66,4.68,308.88,3.2,97.68
46787,15639,80,9,8.34,75.06,6.26,18.72
46810,15649,67,8,5.3,42.4,3.55,14.0
46826,15657,114,11,13.35,146.85,7.49,64.46
46827,15657,103,23,15.06,346.38,8.3,155.48
46905,15686,5,39,8.78,342.42,5.46,129.48
46906,15686,27,94,7.49,704.06,5.07,227.48
46907,15686,38,11,19.02,209.22,11.9,78.32
46908,15686,4,65,7.76,504.4,4.7,198.9
46918,15689,39,5,18.15,90.75,13.65,22.5
46919,15689,19,17,9.24,157.08,6.8,41.48
46920,15689,89,40,6.55,262.0,4.55,80.0
46921,15689,24,17,10.62,180.54,8.38,38.08
46922,15689,8,34,4.3,146.2,2.78,51.68
46928,15692,36,58,14.26,827.08,11.32,170.52
46929,15692,26,13,9.31,121.03,7.37,25.22
46949,15699,84,11,6.36,69.96,3.53,31.13
46950,15699,51,5,8.6,43.0,5.46,15.7
46951,15699,117,18,8.69,156.42,6.0,48.42
46952,15699,54,53,12.83,679.99,8.51,228.96
46953,15699,98,4,3.97,15.88,2.6,5.48
46958,15701,33,16,17.1,273.6,11.24,93.76
46959,15701,21,4,6.03,24.12,3.92,8.44
46960,15701,4,9,8.17,73.53,4.7,31.23
46961,15701,75,19,14.24,270.56,8.01,118.37
46963,15703,7,16,4.73,75.68,3.21,24.32
46964,15703,88,5,6.39,31.95,4.69,8.5
46965,15703,116,18,11.65,209.7,8.16,62.82
46991,15711,118,10,8.07,80.7,5.53,25.4
46992,15711,53,12,9.79,117.48,6.68,37.32
46993,15711,76,72,11.91,857.52,7.24,336.24
46998,15713,35,40,17.05,682.0,10.85,248.0
46999,15713,33,21,17.1,359.1,11.24,123.06
47010,15717,91,15,3.79,56.85,2.55,18.6
47090,15743,4,15,7.76,116.4,4.7,45.9
47091,15743,28,6,9.97,59.82,6.99,17.88
47118,15753,65,26,10.31,268.06,6.8,91.26
47119,15753,5,2,9.24,18.48,5.46,7.56
47120,15753,16,97,4.71,456.87,3.12,154.23
47121,15753,53,19,10.31,195.89,6.68,68.97
47134,15758,104,12,9.9,118.8,6.94,35.52
47135,15758,27,8,7.49,59.92,5.07,19.36
47136,15758,20,20,9.13,182.6,5.45,73.6
47137,15758,65,14,9.79,137.06,6.8,41.86
47267,15801,1,12,6.92,83.04,4.43,29.88
47268,15801,60,29,9.48,274.92,7.32,62.64
47285,15809,49,48,8.76,420.48,6.8,94.08
47286,15809,8,41,4.3,176.3,2.78,62.32
47287,15809,27,27,7.09,191.43,5.07,54.54
47299,15815,69,3,8.33,24.99,5.27,9.18
47300,15815,95,13,3.67,47.71,2.3,17.81
47301,15815,87,11,8.69,95.59,5.73,32.56
47302,15815,118,178,8.07,1436.46,5.53,452.12
47303,15815,4,111,7.76,861.36,4.7,339.66
47369,15834,79,14,9.41,131.74,6.97,34.16
47370,15834,69,13,7.89,102.57,5.27,34.06
47371,15834,113,10,8.03,80.3,5.99,20.4
47394,15842,49,100,9.73,973.0,6.8,293.0
47395,15842,51,14,8.6,120.4,5.46,43.96
47430,15854,9,26,5.23,135.98,3.67,40.56
47443,15861,34,27,18.82,508.14,12.22,178.2
47444,15861,59,30,7.56,226.8,4.76,84.0
47445,15861,38,40,20.02,800.8,11.9,324.8
47446,15861,61,4,7.11,28.44,4.72,9.56
47447,15862,20,57,8.65,493.05,5.45,182.4
47456,15867,17,27,8.76,236.52,5.06,99.9
47457,15867,24,22,11.8,259.6,8.38,75.24
47458,15867,110,41,16.12,660.92,11.52,188.6
47485,15881,90,47,2.94,138.18,2.11,39.01
47635,15935,21,6,5.13,30.78,3.92,7.26
47636,15935,82,11,7.71,84.81,5.91,19.8
47660,15945,8,17,4.78,81.26,2.78,34.0
47661,15945,14,30,9.78,293.4,6.43,100.5
47662,15945,33,7,17.1,119.7,11.24,41.02
47663,15945,82,8,9.07,72.56,5.91,25.28
47723,15965,118,2,8.07,16.14,5.53,5.08
47724,15965,2,11,9.47,104.17,6.61,31.46
47725,15965,85,74,8.22,608.28,5.18,224.96
47726,15965,111,23,12.85,295.55,8.09,109.48
47727,15965,50,26,12.05,313.3,8.18,100.62
47731,15967,113,13,8.47,110.11,5.99,32.24
47738,15971,98,26,3.57,92.82,2.6,25.22
47739,15971,64,1,9.84,9.84,7.52,2.32
47740,15971,90,26,2.79,72.54,2.11,17.68
47741,15971,91,8,3.79,30.32,2.55,9.92
47742,15971,86,16,7.52,120.32,5.65,29.92
47757,15976,38,7,18.02,126.14,11.9,42.84
47758,15976,14,7,8.8,61.6,6.43,16.59
47759,15976,71,35,9.77,341.95,6.29,121.8
47760,15976,67,28,5.02,140.56,3.55,41.16
47763,15978,20,16,9.61,153.76,5.45,66.56
47764,15978,28,26,10.49,272.74,6.99,91.0
47765,15978,119,9,6.82,61.38,4.78,18.36
47766,15978,34,14,18.82,263.48,12.22,92.4
47767,15978,15,7,6.2,43.4,4.03,15.19
47804,15988,54,29,12.83,372.07,8.51,125.28
47805,15988,117,46,8.69,399.74,6.0,123.74
47806,15988,106,31,18.32,567.92,10.34,247.38
47807,15988,1,13,7.69,99.97,4.43,42.38
47808,15988,69,21,8.77,184.17,5.27,73.5
47825,15993,76,11,11.29,124.19,7.24,44.55
47826,15993,114,26,12.02,312.52,7.49,117.78
47827,15993,32,43,11.92,512.56,9.34,110.94
48000,16050,94,21,5.08,106.68,3.54,32.34
48001,16050,74,26,14.09,366.34,10.01,106.08
48002,16050,28,16,9.44,151.04,6.99,39.2
48059,16069,20,29,9.61,278.69,5.45,120.64
48060,16069,22,9,7.04,63.36,4.58,22.14
48061,16069,66,17,6.67,113.39,4.64,34.51
48062,16069,114,52,13.35,694.2,7.49,304.72
48174,16113,86,10,7.94,79.4,5.65,22.9
48175,16113,3,27,8.92,240.84,5.9,81.54
48176,16113,95,101,3.67,370.67,2.3,138.37
48177,16113,93,24,2.77,66.48,1.67,26.4
48224,16131,67,52,5.58,290.16,3.55,105.56
48225,16131,96,26,3.7,96.2,2.38,34.32
48226,16131,65,4,10.31,41.24,6.8,14.04
48227,16131,50,8,12.68,101.44,8.18,36.0
48228,16131,32,23,13.24,304.52,9.34,89.7
48391,16181,37,15,13.9,208.5,9.8,61.5
48392,16181,81,17,11.29,191.93,8.35,49.98
48393,16181,40,17,16.68,283.56,12.25,75.31
48435,16193,65,34,9.28,315.52,6.8,84.32
48436,16193,66,7,6.0,42.0,4.64,9.52
48476,16207,113,19,8.92,169.48,5.99,55.67
48477,16207,56,37,11.12,411.44,6.54,169.46
48478,16207,65,21,10.31,216.51,6.8,73.71
48479,16207,43,19,16.59,315.21,9.59,133.0
48561,16234,59,37,6.8,251.6,4.76,75.48
48562,16234,8,5,4.3,21.5,2.78,7.6
48650,16265,60,46,10.53,484.38,7.32,147.66
48651,16265,34,12,18.82,225.84,12.22,79.2
48652,16265,73,28,12.19,341.32,6.87,148.96
48653,16265,112,66,8.65,570.9,6.13,166.32
48654,16265,23,15,7.81,117.15,4.78,45.45
48655,16266,55,28,8.85,247.8,6.31,71.12
48689,16278,88,7,6.39,44.73,4.69,11.9
48690,16278,85,20,7.79,155.8,5.18,52.2
48691,16278,20,18,8.65,155.7,5.45,57.6
48724,16289,64,135,10.93,1475.55,7.52,460.35
48725,16289,80,15,9.27,139.05,6.26,45.15
48726,16289,83,19,7.29,138.51,4.21,58.52
48727,16289,112,18,8.65,155.7,6.13,45.36
48730,16292,10,29,5.61,162.69,3.4,64.09
48783,16310,74,26,14.88,386.88,10.01,126.62
48784,16310,69,19,8.33,158.27,5.27,58.14
48785,16310,38,17,19.02,323.34,11.9,121.04
48786,16310,93,44,2.77,121.88,1.67,48.4
48787,16310,70,2,10.22,20.44,6.89,6.66
48796,16314,68,42,5.91,248.22,4.2,71.82
48797,16314,5,52,8.78,456.56,5.46,172.64
48798,16314,50,50,12.05,602.5,8.18,193.5
48799,16314,6,35,6.2,217.0,4.69,52.85
48800,16314,119,10,6.48,64.8,4.78,17.0
48852,16334,17,34,8.76,297.84,5.06,125.8
48853,16334,59,133,7.56,1005.48,4.76,372.4
48854,16334,81,35,12.54,438.9,8.35,146.65
48855,16334,43,9,16.59,149.31,9.59,63.0
48856,16334,39,23,20.17,463.91,13.65,149.96
48874,16342,15,13,6.2,80.6,4.03,28.21
48875,16342,107,12,10.37,124.44,6.0,52.44
48905,16355,14,24,9.78,234.72,6.43,80.4
48950,16370,46,4,20.97,83.88,14.22,27.0
48951,16370,95,35,3.86,135.1,2.3,54.6
48952,16370,15,31,6.2,192.2,4.03,67.27
48953,16370,100,25,5.2,130.0,3.2,50.0
48971,16377,30,24,14.98,359.52,9.43,133.2
48972,16377,93,10,2.63,26.3,1.67,9.6
48973,16377,12,9,4.26,38.34,3.35,8.19
49021,16393,62,30,7.4,222.0,5.17,66.9
49051,16403,77,5,10.29,51.45,6.61,18.4
49125,16431,95,9,3.67,33.03,2.3,12.33
49126,16431,4,18,7.76,139.68,4.7,55.08
49142,16436,38,11,19.02,209.22,11.9,78.32
49143,16436,73,19,11.58,220.02,6.87,89.49
49171,16445,66,26,6.67,173.42,4.64,52.78
49172,16445,80,46,9.27,426.42,6.26,138.46
49292,16485,119,13,6.48,84.24,4.78,22.1
49336,16503,73,4,12.19,48.76,6.87,21.28
49337,16503,74,28,15.66,438.48,10.01,158.2
49338,16503,2,161,9.97,1605.17,6.61,540.96
49339,16503,44,13,17.06,221.78,11.28,75.14
49362,16510,22,7,6.34,44.38,4.58,12.32
49363,16511,111,42,11.5,483.0,8.09,143.22
49364,16511,57,18,11.98,215.64,8.93,54.9
49365,16511,56,13,9.45,122.85,6.54,37.83
49366,16511,26,4,8.79,35.16,7.37,5.68
49509,16558,118,24,8.5,204.0,5.53,71.28
49510,16558,94,51,5.64,287.64,3.54,107.1
49518,16562,74,48,15.66,751.68,10.01,271.2
49519,16562,61,38,7.11,270.18,4.72,90.82
49601,16590,25,15,6.42,96.3,4.39,30.45
49602,16590,112,49,7.79,381.71,6.13,81.34
49603,16590,87,20,8.24,164.8,5.73,50.2
49604,16590,98,19,3.57,67.83,2.6,18.43
49605,16590,104,8,9.38,75.04,6.94,19.52
49682,16619,2,111,8.97,995.67,6.61,261.96
49683,16619,52,49,11.27,552.23,7.33,193.06
49684,16619,22,28,6.34,177.52,4.58,49.28
49685,16619,13,26,4.58,119.08,2.88,44.2
49702,16624,107,26,8.81,229.06,6.0,73.06
49703,16624,90,9,2.63,23.67,2.11,4.68
49704,16625,4,6,8.17,49.02,4.7,20.82
49776,16647,70,9,10.22,91.98,6.89,29.97
49777,16647,11,53,9.61,509.33,6.4,170.13
49778,16647,86,11,7.94,87.34,5.65,25.19
49779,16647,90,73,2.94,214.62,2.11,60.59
49780,16647,45,64,15.88,1016.32,11.87,256.64
49863,16671,111,7,12.85,89.95,8.09,33.32
49864,16671,108,58,15.91,922.78,11.94,230.26
49865,16671,99,10,8.05,80.5,5.56,24.9
49866,16671,9,32,4.97,159.04,3.67,41.6
49867,16671,80,9,8.81,79.29,6.26,22.95
49868,16672,6,31,6.53,202.43,4.69,57.04
49869,16672,68,11,6.22,68.42,4.2,22.22
49870,16672,60,5,10.53,52.65,7.32,16.05
49906,16685,94,4,5.64,22.56,3.54,8.4
49907,16685,56,8,11.12,88.96,6.54,36.64
49908,16685,38,23,20.02,460.46,11.9,186.76
49935,16695,10,8,5.33,42.64,3.4,15.44
49936,16695,110,15,15.31,229.65,11.52,56.85
49937,16695,109,9,14.75,132.75,9.91,43.56
49942,16699,61,11,6.75,74.25,4.72,22.33
49943,16699,59,31,7.18,222.58,4.76,75.02
49944,16699,65,3,9.79,29.37,6.8,8.97
49958,16704,100,5,4.42,22.1,3.2,6.1
49959,16704,44,7,14.5,101.5,11.28,22.54
49967,16708,56,98,10.01,980.98,6.54,340.06
49968,16709,9,58,5.23,303.34,3.67,90.48
49969,16709,77,31,10.83,335.73,6.61,130.82
49970,16709,89,14,7.28,101.92,4.55,38.22
50010,16724,3,20,9.39,187.8,5.9,69.8
