ORDER_NO,CUST_ID,BRANCH,ORDER_DT,SHIP_DT,STATUS,AMT
ORD0032206,468,1,05/23/2022,05/25/2022,FULFILLED,"$1,198.38"
ORD0025153,1507,1,01/23/2022,01/26/2022,FULFILLED,$310.80
ORD0043257,832,1,02/11/2022,02/13/2022,RETURNED,$406.30
ORD0070964,1016,1,08/08/2022,08/09/2022,FULFILLED,$927.80
ORD0005905,1887,1,11/08/2022,11/13/2022,FULFILLED,"$1,306.09"
ORD0021818,1380,1,11/24/2022,11/27/2022,FULFILLED,"$1,355.53"
ORD0028819,1602,1,01/20/2022,01/25/2022,FULFILLED,"$1,738.98"
ORD0053653,115,1,10/28/2022,10/30/2022,FULFILLED,"$1,315.49"
ORD0035164,756,1,01/31/2022,02/04/2022,FULFILLED,"$1,001.81"
ORD0046342,638,1,03/14/2022,03/16/2022,FULFILLED,$672.78
ORD0035942,951,1,11/15/2022,11/16/2022,FULFILLED,$79.44
ORD0064893,1614,1,10/13/2022,10/15/2022,FULFILLED,$376.57
ORD0036554,2457,1,04/07/2022,,CANCELLED,$670.99
ORD0035974,1525,1,10/28/2022,10/30/2022,RETURNED,$297.18
ORD0034057,2191,1,07/22/2022,07/27/2022,FULFILLED,$991.02
ORD0010055,1910,1,06/18/2022,06/20/2022,FULFILLED,$61.71
ORD0049479,2488,1,12/18/2022,12/21/2022,FULFILLED,"$1,585.55"
ORD0064339,286,1,09/18/2022,09/22/2022,FULFILLED,$453.52
ORD0023823,217,1,09/27/2022,10/01/2022,RETURNED,$282.42
ORD0044483,984,1,03/02/2022,03/03/2022,FULFILLED,"$2,311.04"
ORD0022754,1716,1,09/08/2022,09/10/2022,FULFILLED,$236.40
ORD0055280,1582,1,09/06/2022,09/08/2022,FULFILLED,"$1,914.74"
ORD0016709,863,1,12/09/2022,12/10/2022,FULFILLED,$740.99
ORD0067288,473,1,04/08/2022,04/11/2022,FULFILLED,$283.73
ORD0026093,1107,1,10/18/2022,10/21/2022,FULFILLED,$561.29
ORD0020534,2436,1,12/08/2022,12/11/2022,RETURNED,"$1,792.07"
ORD0032921,437,1,09/26/2022,09/29/2022,FULFILLED,$116.76
ORD0034791,1869,1,08/23/2022,08/27/2022,FULFILLED,$210.80
ORD0010870,1929,1,05/28/2022,05/29/2022,RETURNED,"$1,358.18"
ORD0000047,738,1,01/07/2022,,CANCELLED,$777.21
ORD0000736,2203,1,08/01/2022,08/03/2022,FULFILLED,$141.84
ORD0041685,1003,1,08/11/2022,08/16/2022,FULFILLED,$290.02
ORD0050995,1630,1,05/28/2022,06/02/2022,FULFILLED,"$1,073.15"
ORD0065787,395,1,11/23/2022,,CANCELLED,$675.67
ORD0016370,195,1,09/22/2022,09/24/2022,FULFILLED,$541.18
ORD0019581,63,1,10/17/2022,10/21/2022,FULFILLED,$395.64
ORD0058178,1295,1,03/22/2022,03/27/2022,FULFILLED,$107.73
ORD0050511,1182,1,09/25/2022,09/28/2022,FULFILLED,$64.89
ORD0062063,1799,1,05/27/2022,06/01/2022,FULFILLED,$228.24
ORD0054467,701,1,04/25/2022,04/28/2022,FULFILLED,"$1,426.27"
ORD0023326,2497,1,10/27/2022,11/01/2022,FULFILLED,$499.38
ORD0054012,1729,1,12/02/2022,,CANCELLED,$969.08
ORD0038491,2454,1,09/27/2022,09/28/2022,FULFILLED,$842.21
ORD0000080,1571,1,12/27/2022,01/01/2023,FULFILLED,"$1,302.41"
ORD0035327,2197,1,10/10/2022,10/12/2022,RETURNED,$243.15
ORD0040922,1509,1,08/04/2022,08/09/2022,FULFILLED,$559.23
ORD0054202,1029,1,08/15/2022,08/19/2022,FULFILLED,"$3,380.33"
ORD0052089,1951,1,10/14/2022,,CANCELLED,$474.86
ORD0053473,397,1,08/20/2022,08/22/2022,RETURNED,"$1,112.26"
ORD0006254,1562,1,10/31/2022,11/03/2022,FULFILLED,$189.42
ORD0029451,1830,1,10/21/2022,10/25/2022,FULFILLED,$911.25
ORD0053975,1699,1,06/08/2022,06/10/2022,FULFILLED,$646.83
ORD0009293,625,1,11/26/2022,12/01/2022,FULFILLED,$327.60
ORD0012558,561,1,06/06/2022,06/09/2022,FULFILLED,$891.54
ORD0001445,121,1,05/06/2022,05/10/2022,FULFILLED,$719.24
ORD0065057,1132,1,01/21/2022,01/22/2022,FULFILLED,$609.02
ORD0057249,1548,1,11/04/2022,11/09/2022,FULFILLED,$596.30
ORD0020308,1371,1,12/25/2022,12/30/2022,FULFILLED,"$1,176.41"
ORD0061471,930,1,07/18/2022,07/23/2022,RETURNED,$773.54
ORD0056918,1158,1,05/10/2022,05/13/2022,FULFILLED,"$1,376.37"
ORD0039385,90,1,04/02/2022,04/05/2022,FULFILLED,"$1,817.15"
ORD0016826,1880,1,04/14/2022,04/17/2022,RETURNED,$403.02
ORD0031570,1235,1,03/04/2022,03/07/2022,FULFILLED,$196.64
ORD0023140,154,1,07/12/2022,07/14/2022,FULFILLED,$318.48
ORD0066406,2080,1,08/05/2022,08/07/2022,FULFILLED,"$1,900.81"
ORD0017976,1652,1,02/16/2022,02/21/2022,FULFILLED,$222.10
ORD0015978,1045,1,09/23/2022,09/27/2022,FULFILLED,$794.76
ORD0014456,2345,1,10/03/2022,10/04/2022,FULFILLED,$257.20
ORD0015441,986,1,04/12/2022,04/13/2022,FULFILLED,$167.53
ORD0046863,1569,1,05/05/2022,05/09/2022,FULFILLED,"$1,330.27"
ORD0060030,1341,1,09/21/2022,09/25/2022,FULFILLED,$293.48
ORD0001652,678,1,06/09/2022,06/10/2022,FULFILLED,"$1,476.58"
ORD0025314,471,1,04/18/2022,04/23/2022,FULFILLED,"$2,821.38"
ORD0048220,1780,1,09/01/2022,09/03/2022,RETURNED,"$1,637.17"
ORD0000304,2028,1,12/26/2022,12/28/2022,FULFILLED,"$1,234.60"
ORD0067386,176,1,08/02/2022,,CANCELLED,$18.48
ORD0055717,533,1,02/21/2022,02/22/2022,FULFILLED,"$1,521.24"
ORD0063343,94,1,11/24/2022,11/26/2022,FULFILLED,$347.48
ORD0054308,1148,1,06/01/2022,06/05/2022,FULFILLED,$934.44
ORD0003724,1894,1,10/03/2022,10/04/2022,FULFILLED,"$1,731.47"
ORD0035609,202,1,08/05/2022,08/06/2022,FULFILLED,$131.74
ORD0042971,921,1,11/26/2022,12/01/2022,FULFILLED,$500.98
ORD0037212,1538,1,11/04/2022,11/09/2022,FULFILLED,$444.14
ORD0010496,1312,1,05/30/2022,06/02/2022,FULFILLED,$670.12
ORD0015211,768,1,10/27/2022,10/29/2022,RETURNED,$328.37
ORD0023580,205,1,06/10/2022,06/13/2022,FULFILLED,$530.88
ORD0049421,1086,1,07/13/2022,07/14/2022,FULFILLED,"$1,551.80"
ORD0046893,1931,1,06/08/2022,06/10/2022,FULFILLED,$133.75
ORD0033777,1153,1,05/04/2022,05/08/2022,FULFILLED,$751.65
ORD0049594,1204,1,04/28/2022,05/03/2022,FULFILLED,$593.46
ORD0055567,1024,1,11/04/2022,11/09/2022,FULFILLED,"$2,100.40"
ORD0049200,1726,1,10/12/2022,10/15/2022,FULFILLED,$599.34
ORD0019919,425,1,10/23/2022,10/25/2022,FULFILLED,$826.05
ORD0062344,139,1,09/22/2022,09/26/2022,FULFILLED,"$1,502.02"
ORD0046076,1295,1,08/24/2022,08/27/2022,FULFILLED,$207.62
ORD0032627,1491,1,07/02/2022,07/03/2022,FULFILLED,$98.70
ORD0056840,1933,1,02/16/2022,02/21/2022,FULFILLED,$735.45
ORD0043170,258,1,11/25/2022,11/26/2022,FULFILLED,$869.96
ORD0053506,187,1,05/13/2022,05/16/2022,FULFILLED,$102.51
ORD0010765,410,1,02/16/2022,02/18/2022,FULFILLED,$245.08
ORD0044628,1514,1,10/01/2022,10/06/2022,FULFILLED,"$2,806.57"
ORD0001138,2012,1,05/31/2022,06/01/2022,FULFILLED,$790.92
ORD0045571,325,1,05/28/2022,05/31/2022,FULFILLED,"$1,005.66"
ORD0002676,1747,1,05/03/2022,05/05/2022,FULFILLED,$56.52
ORD0012308,851,1,03/22/2022,,CANCELLED,"$3,319.17"
ORD0047215,1059,1,12/19/2022,12/24/2022,FULFILLED,$882.67
ORD0033106,2438,1,08/08/2022,08/13/2022,RETURNED,$936.60
ORD0060657,2031,1,05/13/2022,05/16/2022,FULFILLED,"$1,346.72"
ORD0028595,446,1,06/27/2022,07/02/2022,FULFILLED,"$2,156.02"
ORD0026964,861,1,02/14/2022,02/15/2022,FULFILLED,$97.76
ORD0010682,1385,1,10/17/2022,10/21/2022,FULFILLED,$322.74
ORD0069636,2223,1,02/26/2022,03/03/2022,FULFILLED,$280.29
ORD0018426,1253,1,11/11/2022,11/13/2022,FULFILLED,$306.68
ORD0058482,2157,1,12/29/2022,12/30/2022,FULFILLED,$97.20
ORD0053699,1305,1,10/05/2022,10/10/2022,RETURNED,$858.58
ORD0067429,1238,1,04/19/2022,04/22/2022,FULFILLED,$258.59
ORD0017201,1336,1,02/28/2022,03/02/2022,FULFILLED,"$1,249.98"
ORD0070215,826,1,05/18/2022,05/20/2022,FULFILLED,$24.51
ORD0021394,52,1,03/15/2022,03/19/2022,FULFILLED,$771.42
ORD0017304,1798,1,11/16/2022,11/17/2022,FULFILLED,"$1,204.32"
ORD0039376,549,1,11/18/2022,11/23/2022,FULFILLED,$826.50
ORD0036783,2280,1,01/19/2022,01/21/2022,FULFILLED,$320.62
ORD0002947,1809,1,01/19/2022,01/20/2022,FULFILLED,"$1,640.98"
ORD0061020,1669,1,06/30/2022,07/03/2022,FULFILLED,$74.20
ORD0008689,1929,1,11/27/2022,11/29/2022,FULFILLED,"$1,363.26"
ORD0024367,603,1,03/25/2022,03/27/2022,FULFILLED,$77.44
ORD0011859,362,1,08/27/2022,08/29/2022,FULFILLED,"$2,213.29"
ORD0043177,230,1,09/14/2022,09/18/2022,FULFILLED,$225.56
ORD0024874,179,1,09/23/2022,09/26/2022,FULFILLED,$559.22
ORD0056896,1051,1,12/20/2022,12/25/2022,FULFILLED,"$1,187.88"
ORD0012903,1238,1,06/16/2022,06/21/2022,FULFILLED,$367.04
ORD0051211,1974,1,09/23/2022,09/28/2022,FULFILLED,$378.87
ORD0030895,1112,1,12/30/2022,01/01/2023,FULFILLED,"$1,062.75"
ORD0029111,2000,1,10/04/2022,10/05/2022,FULFILLED,"$1,881.42"
ORD0048705,1214,1,03/29/2022,04/02/2022,FULFILLED,$456.59
ORD0031118,1343,1,02/01/2022,02/02/2022,FULFILLED,"$1,017.12"
ORD0069360,297,1,07/05/2022,07/09/2022,FULFILLED,"$1,804.81"
ORD0055125,1021,1,04/08/2022,04/09/2022,RETURNED,$50.55
ORD0070380,553,1,01/31/2022,02/04/2022,FULFILLED,"$1,192.52"
ORD0061239,1111,1,04/08/2022,04/09/2022,FULFILLED,$243.00
ORD0038524,221,1,08/29/2022,09/01/2022,FULFILLED,"$1,331.07"
ORD0047375,1369,1,04/11/2022,04/13/2022,FULFILLED,$457.00
ORD0024089,918,1,08/25/2022,08/30/2022,FULFILLED,$819.51
ORD0005365,793,1,10/08/2022,10/09/2022,FULFILLED,$104.56
ORD0019476,2179,1,01/27/2022,01/29/2022,FULFILLED,"$1,601.36"
ORD0022128,1562,1,12/26/2022,12/30/2022,FULFILLED,$351.56
ORD0030862,774,1,05/24/2022,05/25/2022,FULFILLED,"$3,123.81"
ORD0050673,1668,1,12/02/2022,12/06/2022,FULFILLED,"$1,004.96"
ORD0054161,409,1,03/29/2022,04/02/2022,FULFILLED,$314.82
ORD0000099,1820,1,05/06/2022,05/08/2022,FULFILLED,$165.72
ORD0017619,2067,1,07/01/2022,07/02/2022,FULFILLED,$68.20
ORD0036824,258,1,05/05/2022,,CANCELLED,$473.74
ORD0011956,2073,1,02/13/2022,02/17/2022,FULFILLED,$358.31
ORD0041881,758,1,03/12/2022,03/17/2022,FULFILLED,$836.55
ORD0024506,1013,1,12/28/2022,12/29/2022,FULFILLED,"$1,290.49"
ORD0039372,591,1,03/22/2022,03/25/2022,FULFILLED,$191.75
ORD0035041,2165,1,05/19/2022,05/23/2022,FULFILLED,$404.35
ORD0041550,1924,1,11/28/2022,12/03/2022,FULFILLED,"$2,030.94"
ORD0006259,162,1,07/11/2022,07/14/2022,FULFILLED,$834.87
ORD0064962,136,1,08/02/2022,08/07/2022,RETURNED,$113.40
ORD0004782,1093,1,05/12/2022,05/17/2022,FULFILLED,$536.40
ORD0071100,1668,1,12/07/2022,12/11/2022,FULFILLED,"$2,705.42"
ORD0034533,1184,1,07/19/2022,07/24/2022,FULFILLED,"$1,796.24"
ORD0049577,1216,1,01/20/2022,01/21/2022,FULFILLED,"$2,384.81"
ORD0046689,1325,1,10/13/2022,10/17/2022,RETURNED,$699.26
ORD0042867,717,1,06/11/2022,06/12/2022,FULFILLED,$299.20
ORD0003856,812,1,11/24/2022,11/25/2022,FULFILLED,$600.12
ORD0009255,1299,1,11/03/2022,11/05/2022,FULFILLED,"$1,214.83"
ORD0064772,1419,1,10/26/2022,10/28/2022,FULFILLED,$768.67
ORD0040519,1256,1,04/27/2022,05/01/2022,FULFILLED,"$1,168.52"
ORD0044995,653,1,03/11/2022,03/12/2022,FULFILLED,$33.85
ORD0008670,2332,1,01/12/2022,01/15/2022,RETURNED,$92.64
ORD0031389,1558,1,04/21/2022,04/25/2022,FULFILLED,"$7,239.98"
ORD0024059,8,1,10/22/2022,10/27/2022,FULFILLED,$231.00
ORD0052344,2178,1,04/23/2022,04/25/2022,FULFILLED,"$1,074.10"
ORD0047070,1906,1,10/10/2022,10/12/2022,FULFILLED,"$1,308.98"
ORD0022781,840,1,08/20/2022,08/25/2022,FULFILLED,$116.28
ORD0007146,1359,1,07/15/2022,07/18/2022,FULFILLED,$897.66
ORD0023928,915,1,12/14/2022,12/15/2022,FULFILLED,$284.75
ORD0023668,283,1,09/06/2022,09/07/2022,RETURNED,$589.04
ORD0031688,1928,1,05/11/2022,05/14/2022,FULFILLED,$387.16
ORD0006506,1428,1,10/31/2022,11/04/2022,FULFILLED,"$1,409.23"
ORD0020767,1195,1,05/24/2022,05/26/2022,FULFILLED,$88.76
ORD0041665,1950,1,12/21/2022,12/25/2022,FULFILLED,$865.66
ORD0030341,788,1,11/05/2022,,CANCELLED,$592.84
ORD0016624,1263,1,06/29/2022,07/04/2022,FULFILLED,$252.73
ORD0063985,1658,1,05/14/2022,05/15/2022,RETURNED,$544.15
ORD0016647,95,1,11/05/2022,11/06/2022,FULFILLED,"$1,919.59"
ORD0036921,2058,1,11/04/2022,,CANCELLED,$406.58
ORD0020209,248,1,04/06/2022,04/10/2022,FULFILLED,$238.99
ORD0063180,590,1,09/29/2022,09/30/2022,FULFILLED,$954.59
ORD0022364,797,1,11/09/2022,11/12/2022,FULFILLED,"$1,192.33"
ORD0038915,1191,1,07/24/2022,07/25/2022,FULFILLED,$430.00
ORD0025065,2148,1,02/07/2022,02/12/2022,FULFILLED,"$2,284.56"
ORD0063541,96,1,12/30/2022,01/04/2023,FULFILLED,$404.22
ORD0065631,1921,1,08/01/2022,08/06/2022,RETURNED,"$1,023.71"
ORD0060166,492,1,01/13/2022,01/18/2022,FULFILLED,$807.13
ORD0034194,599,1,09/14/2022,09/19/2022,FULFILLED,$295.32
ORD0069697,797,1,06/20/2022,06/25/2022,FULFILLED,$790.26
ORD0022756,181,1,03/30/2022,04/01/2022,FULFILLED,$795.06
ORD0047885,2037,1,07/01/2022,07/02/2022,FULFILLED,$131.55
ORD0030198,596,1,01/25/2022,01/30/2022,FULFILLED,$598.95
ORD0049828,26,1,04/27/2022,05/01/2022,FULFILLED,$205.35
ORD0069935,987,1,07/08/2022,07/11/2022,FULFILLED,$230.94
ORD0067474,850,1,10/29/2022,11/02/2022,FULFILLED,$627.92
ORD0032412,553,1,12/09/2022,12/12/2022,FULFILLED,"$1,011.21"
ORD0012729,212,1,08/26/2022,08/31/2022,FULFILLED,"$2,073.60"
ORD0021282,912,1,07/22/2022,07/25/2022,FULFILLED,$400.99
ORD0007984,304,1,09/02/2022,09/07/2022,FULFILLED,$797.24
ORD0013675,2396,1,03/09/2022,03/14/2022,FULFILLED,$817.08
ORD0051408,1483,1,02/21/2022,02/23/2022,FULFILLED,$833.24
ORD0023640,71,1,05/31/2022,06/05/2022,FULFILLED,$534.50
ORD0035019,1427,1,11/07/2022,11/10/2022,FULFILLED,$979.33
ORD0011855,1388,1,08/17/2022,08/21/2022,FULFILLED,$286.20
ORD0060884,224,1,05/17/2022,05/21/2022,FULFILLED,"$2,410.60"
ORD0045204,2154,1,12/13/2022,12/18/2022,FULFILLED,$532.62
ORD0020358,1107,1,11/06/2022,,CANCELLED,$422.40
ORD0005186,1358,1,02/23/2022,02/28/2022,FULFILLED,"$1,507.73"
ORD0038847,1068,1,10/04/2022,10/05/2022,RETURNED,$893.41
ORD0068051,546,1,05/06/2022,05/08/2022,FULFILLED,$267.00
ORD0036799,2217,1,04/22/2022,04/26/2022,FULFILLED,$532.58
ORD0033019,1339,1,04/18/2022,04/23/2022,FULFILLED,$38.44
ORD0004987,74,1,04/25/2022,04/27/2022,FULFILLED,"$2,056.43"
ORD0068712,1017,1,03/10/2022,03/14/2022,FULFILLED,$620.57
ORD0023638,2479,1,01/07/2022,01/10/2022,FULFILLED,$254.28
ORD0048211,570,1,11/25/2022,11/30/2022,FULFILLED,$110.67
ORD0001145,175,1,12/24/2022,12/28/2022,FULFILLED,"$1,068.73"
ORD0042432,723,1,10/19/2022,10/22/2022,FULFILLED,$718.25
ORD0021832,1652,1,09/20/2022,09/25/2022,FULFILLED,$601.71
ORD0020491,266,1,08/25/2022,08/30/2022,RETURNED,$645.16
ORD0068379,1565,1,08/04/2022,08/06/2022,FULFILLED,$225.77
ORD0014339,421,1,08/22/2022,08/24/2022,FULFILLED,$317.44
ORD0043213,1543,1,10/13/2022,10/16/2022,FULFILLED,"$1,837.36"
ORD0053112,1880,1,05/21/2022,05/24/2022,FULFILLED,$810.18
ORD0018228,2441,1,08/29/2022,09/03/2022,FULFILLED,$262.19
ORD0068106,541,1,07/13/2022,07/15/2022,FULFILLED,$881.03
ORD0039945,2018,1,03/29/2022,04/01/2022,RETURNED,$156.66
ORD0017013,1093,1,01/13/2022,01/14/2022,FULFILLED,$533.95
ORD0065046,294,1,11/09/2022,11/12/2022,FULFILLED,$800.16
ORD0007917,1381,1,04/14/2022,04/17/2022,FULFILLED,$230.34
ORD0012487,1377,1,08/03/2022,08/07/2022,FULFILLED,"$2,492.94"
ORD0034399,1995,1,05/19/2022,05/22/2022,FULFILLED,$394.32
ORD0025395,271,1,08/22/2022,08/26/2022,FULFILLED,"$1,091.01"
ORD0040489,374,1,03/25/2022,03/28/2022,FULFILLED,$791.67
ORD0014859,1363,1,07/30/2022,08/01/2022,FULFILLED,"$2,532.69"
ORD0060767,2099,1,01/21/2022,01/25/2022,FULFILLED,"$1,396.30"
ORD0015212,1760,1,03/26/2022,03/28/2022,FULFILLED,$267.30
ORD0008086,726,1,07/29/2022,08/02/2022,FULFILLED,"$1,314.27"
ORD0036339,394,1,06/07/2022,06/12/2022,FULFILLED,$466.30
ORD0027310,1682,1,03/30/2022,04/03/2022,FULFILLED,"$1,248.67"
ORD0065748,1607,1,08/12/2022,08/14/2022,FULFILLED,"$1,153.35"
ORD0045707,1020,1,07/20/2022,07/21/2022,FULFILLED,$532.99
ORD0047683,1132,1,03/06/2022,03/11/2022,FULFILLED,$240.92
ORD0003369,2085,1,04/04/2022,04/08/2022,FULFILLED,$379.99
ORD0024092,1938,1,11/12/2022,11/14/2022,FULFILLED,$474.53
ORD0045715,1611,1,02/01/2022,02/04/2022,FULFILLED,$852.09
ORD0032043,1797,1,05/13/2022,05/14/2022,FULFILLED,$599.94
ORD0031245,1734,1,02/01/2022,02/06/2022,FULFILLED,$459.48
ORD0046087,839,1,01/14/2022,01/19/2022,FULFILLED,$582.68
ORD0037139,2047,1,03/02/2022,03/06/2022,FULFILLED,$953.87
ORD0017302,822,1,05/19/2022,05/22/2022,FULFILLED,"$1,726.10"
ORD0067747,229,1,04/14/2022,04/17/2022,RETURNED,$550.22
ORD0032902,1441,1,11/30/2022,12/01/2022,FULFILLED,$678.61
ORD0071349,410,1,03/21/2022,03/22/2022,FULFILLED,$177.60
ORD0069158,79,1,03/04/2022,03/06/2022,FULFILLED,"$1,121.08"
ORD0049605,1185,1,02/10/2022,02/13/2022,FULFILLED,$824.98
ORD0049679,36,1,06/09/2022,,CANCELLED,$555.59
ORD0064685,2168,1,06/27/2022,06/28/2022,FULFILLED,"$1,144.09"
ORD0052992,1023,1,03/23/2022,03/28/2022,RETURNED,$624.82
ORD0070256,1744,1,11/18/2022,11/21/2022,FULFILLED,$284.17
ORD0018581,661,1,06/16/2022,06/20/2022,FULFILLED,$295.39
ORD0053307,1711,1,12/02/2022,12/07/2022,FULFILLED,$949.58
ORD0055180,798,1,05/11/2022,05/14/2022,FULFILLED,$799.77
ORD0002931,28,1,08/27/2022,08/29/2022,FULFILLED,$185.00
ORD0027046,1157,1,09/12/2022,09/14/2022,FULFILLED,$627.19
ORD0039010,886,1,11/28/2022,11/30/2022,RETURNED,$585.42
ORD0023430,278,1,08/22/2022,08/25/2022,FULFILLED,$555.63
ORD0040314,2164,1,07/07/2022,07/09/2022,FULFILLED,$105.62
ORD0056902,2356,1,08/31/2022,09/02/2022,FULFILLED,$178.98
ORD0042574,2145,1,11/05/2022,11/09/2022,FULFILLED,"$1,131.32"
ORD0026653,1499,1,10/26/2022,10/30/2022,FULFILLED,$331.72
ORD0038269,5,1,10/24/2022,10/27/2022,FULFILLED,"$1,197.74"
ORD0048817,1502,1,03/07/2022,03/09/2022,FULFILLED,$210.98
ORD0000200,1654,1,02/02/2022,,CANCELLED,$401.28
ORD0014437,2219,1,06/21/2022,06/24/2022,FULFILLED,$961.62
ORD0046481,2073,1,05/10/2022,05/11/2022,RETURNED,$681.85
ORD0006528,1724,1,04/25/2022,04/26/2022,FULFILLED,$659.75
ORD0022750,809,1,01/14/2022,01/17/2022,FULFILLED,$11.58
ORD0004358,778,1,03/30/2022,04/03/2022,FULFILLED,$375.77
ORD0033322,63,1,09/30/2022,10/04/2022,FULFILLED,$863.31
ORD0054485,2186,1,01/07/2022,01/12/2022,FULFILLED,$680.98
ORD0056895,49,1,10/31/2022,11/03/2022,FULFILLED,$281.17
ORD0021731,789,1,07/19/2022,07/23/2022,FULFILLED,$264.77
ORD0049809,1627,1,11/18/2022,11/21/2022,FULFILLED,$858.18
ORD0040654,2160,1,10/03/2022,10/08/2022,FULFILLED,"$1,375.33"
ORD0045815,749,1,09/07/2022,09/10/2022,FULFILLED,"$2,861.30"
ORD0050735,2019,1,11/14/2022,11/15/2022,FULFILLED,$512.35
ORD0068267,158,1,02/03/2022,02/08/2022,FULFILLED,$194.04
ORD0055005,1609,1,06/21/2022,06/26/2022,FULFILLED,$259.90
ORD0046637,100,1,12/08/2022,12/10/2022,FULFILLED,$845.34
ORD0047673,1113,1,04/29/2022,05/04/2022,FULFILLED,$283.80
ORD0022916,1729,1,11/27/2022,12/01/2022,FULFILLED,"$1,819.53"
ORD0052668,2253,1,01/25/2022,01/26/2022,FULFILLED,$489.41
ORD0045529,1848,1,08/03/2022,08/04/2022,FULFILLED,$32.37
ORD0033959,1123,1,06/01/2022,06/03/2022,FULFILLED,"$1,586.56"
ORD0062753,477,1,12/26/2022,12/29/2022,FULFILLED,$666.18
ORD0036669,1303,1,03/03/2022,03/04/2022,FULFILLED,$929.96
ORD0000728,2383,1,08/10/2022,,CANCELLED,"$1,731.90"
ORD0064016,2376,1,11/05/2022,11/07/2022,FULFILLED,$489.29
ORD0054353,1611,1,03/02/2022,03/05/2022,FULFILLED,$211.42
ORD0021047,1316,1,04/19/2022,04/21/2022,FULFILLED,"$1,657.53"
ORD0006569,1979,1,06/21/2022,06/22/2022,FULFILLED,$366.51
ORD0068181,1457,1,10/23/2022,10/28/2022,FULFILLED,"$1,309.69"
ORD0062315,624,1,04/13/2022,04/15/2022,FULFILLED,$22.05
ORD0001035,1250,1,12/15/2022,12/16/2022,FULFILLED,$253.88
ORD0070165,1721,1,12/15/2022,,CANCELLED,$511.67
ORD0016777,575,1,10/13/2022,10/17/2022,FULFILLED,$491.66
ORD0068724,737,1,07/22/2022,07/26/2022,FULFILLED,$593.29
ORD0019642,881,1,12/26/2022,12/30/2022,RETURNED,$484.10
ORD0054543,2245,1,10/11/2022,10/15/2022,FULFILLED,$330.85
ORD0038625,1114,1,04/15/2022,04/18/2022,FULFILLED,"$2,195.40"
ORD0034337,1132,1,06/22/2022,06/26/2022,FULFILLED,$999.93
ORD0063244,1043,1,06/07/2022,06/12/2022,FULFILLED,"$3,132.77"
ORD0020196,898,1,03/02/2022,03/03/2022,FULFILLED,$198.66
ORD0047426,2036,1,05/25/2022,05/28/2022,FULFILLED,"$2,505.22"
ORD0068620,616,1,01/31/2022,02/01/2022,FULFILLED,"$1,795.04"
ORD0007364,2201,1,06/29/2022,06/30/2022,RETURNED,"$1,123.14"
ORD0039426,1679,1,04/28/2022,04/30/2022,FULFILLED,$599.84
ORD0040026,1055,1,02/09/2022,02/13/2022,FULFILLED,"$1,026.20"
ORD0001103,293,1,04/08/2022,04/11/2022,FULFILLED,$49.76
ORD0071599,1255,1,09/05/2022,09/09/2022,FULFILLED,$357.84
ORD0058567,1899,1,03/16/2022,03/17/2022,FULFILLED,$636.36
ORD0048900,370,1,07/03/2022,07/06/2022,FULFILLED,$189.00
ORD0050516,577,1,04/19/2022,04/24/2022,FULFILLED,$544.59
ORD0019202,2080,1,12/19/2022,12/20/2022,FULFILLED,$445.55
ORD0031089,1579,1,04/20/2022,04/21/2022,FULFILLED,"$2,478.93"
ORD0010031,2175,1,05/13/2022,05/16/2022,FULFILLED,"$1,329.22"
ORD0004701,793,1,07/04/2022,07/05/2022,FULFILLED,$356.70
ORD0030152,1150,1,08/20/2022,08/21/2022,FULFILLED,"$1,557.13"
ORD0033656,907,1,04/10/2022,04/11/2022,FULFILLED,$86.79
ORD0010520,2418,1,01/05/2022,01/07/2022,FULFILLED,$229.91
ORD0012364,788,1,01/06/2022,01/08/2022,FULFILLED,"$1,403.08"
ORD0027792,801,1,08/12/2022,08/14/2022,FULFILLED,$530.40
ORD0070579,1925,1,11/14/2022,11/17/2022,FULFILLED,"$1,391.76"
ORD0056345,2322,1,12/17/2022,12/22/2022,FULFILLED,$794.62
ORD0067817,249,1,11/30/2022,12/05/2022,FULFILLED,$143.40
ORD0044489,243,1,02/25/2022,02/26/2022,FULFILLED,$983.04
ORD0000402,1506,1,12/01/2022,12/03/2022,FULFILLED,$590.76
ORD0067000,2305,1,08/25/2022,08/28/2022,FULFILLED,"$1,396.41"
ORD0025349,95,1,04/12/2022,04/15/2022,FULFILLED,"$5,437.16"
ORD0062262,536,1,05/02/2022,05/06/2022,FULFILLED,$596.96
ORD0019742,721,1,09/22/2022,09/23/2022,FULFILLED,$202.56
ORD0054911,2147,1,12/11/2022,12/13/2022,FULFILLED,$245.42
ORD0003183,510,1,11/07/2022,11/08/2022,FULFILLED,"$1,329.05"
ORD0006414,2403,1,06/06/2022,06/08/2022,FULFILLED,$841.94
ORD0052770,2025,1,06/21/2022,06/23/2022,FULFILLED,"$1,044.86"
ORD0056296,507,1,02/18/2022,02/22/2022,FULFILLED,"$1,149.75"
ORD0068495,839,1,09/21/2022,,CANCELLED,$380.26
ORD0056256,290,1,10/02/2022,10/06/2022,FULFILLED,"$1,086.20"
ORD0013601,1416,1,06/15/2022,06/20/2022,FULFILLED,$404.94
ORD0053871,56,1,05/24/2022,05/28/2022,FULFILLED,"$1,177.86"
ORD0013787,908,1,03/13/2022,03/15/2022,FULFILLED,$179.48
